p_id,p_hour,fcount
1,00,6
2,08,1
3,08,87
4,08,297
5,09,10
6,08,21
7,07,310
8,08,4
9,08,33
10,08,134
11,08,70
12,12,6
13,08,269
14,08,244
15,08,31
16,08,84
17,10,241
18,08,165
19,07,29
20,08,90
21,08,132
22,08,165
23,08,41
24,09,67
25,08,167
26,09,265
27,07,2
28,08,118
29,09,74
30,03,1
31,08,15
32,08,97
33,09,159
34,11,30
35,08,235
36,09,183
37,08,264
38,08,38
39,08,340
40,08,132
41,07,235
42,08,291
43,08,121
44,07,6
45,11,78
46,06,3
47,08,115
48,08,531
49,09,258
50,08,277
51,08,91
52,08,64
53,08,44
54,07,31
55,08,86
56,07,123
57,08,8
58,08,16
59,08,12
60,09,73
61,08,514
62,09,173
63,08,139
64,08,34
65,09,146
66,09,118
67,08,92
68,08,360
69,08,193
70,08,92
71,08,185
72,08,234
73,08,50
74,08,243
75,08,231
76,07,406
77,08,129
78,08,141
79,09,606
80,08,210
81,08,132
82,08,182
83,07,64
84,08,13
85,08,103
86,08,59
87,08,203
88,12,62
89,08,306
90,08,291
91,08,239
92,08,139
93,12,12
94,09,60
95,08,201
96,07,10
97,09,209
98,08,38
99,10,3
100,11,205
101,08,36
102,08,116
103,00,0
104,00,0
105,00,0
106,11,52
107,08,503
108,08,75
109,08,20
110,00,0
111,08,6
112,09,350
113,08,252
114,09,174
115,08,37
116,08,176
117,09,34
118,11,25
119,08,152
120,08,17
121,08,106
122,08,49
123,08,174
124,08,59
125,11,160
126,08,83
127,08,87
128,07,9
129,07,282
130,08,153
131,08,65
132,00,462
133,08,113
134,08,85
135,08,109
136,08,114
137,08,402
138,10,541
139,07,56
140,08,442
141,07,436
142,08,334
143,08,421
144,09,205
145,08,175
146,08,66
147,08,80
148,09,319
149,08,124
150,12,61
151,07,230
152,08,85
153,08,25
154,06,5
155,08,142
156,09,41
157,08,110
158,08,312
159,08,138
160,08,93
161,00,427
162,12,252
163,12,237
164,12,299
165,08,199
166,08,177
167,08,176
168,08,197
169,08,188
170,08,429
171,08,74
172,08,12
173,08,86
174,08,165
175,07,46
176,12,9
177,07,178
178,08,90
179,08,162
180,07,55
181,08,371
182,08,104
183,08,42
184,01,7
185,08,109
186,08,168
187,08,26
188,08,278
189,09,109
190,10,18
191,08,95
192,07,51
193,08,47
194,05,1
195,09,59
196,08,77
197,08,159
198,08,208
199,00,0
200,08,99
201,07,10
202,09,22
203,08,51
204,08,9
205,08,146
206,08,83
207,11,1
208,09,88
209,09,80
210,08,159
211,08,174
212,08,80
213,08,195
214,09,18
215,07,127
216,08,219
217,10,64
218,08,62
219,08,70
220,08,129
221,08,52
222,08,87
223,07,209
224,08,229
225,07,294
226,08,222
227,08,95
228,08,123
229,08,400
230,12,249
231,08,461
232,08,261
233,08,312
234,12,368
235,08,205
236,08,455
237,08,344
238,08,443
239,08,428
240,08,34
241,08,157
242,08,112
243,08,203
244,08,235
245,08,32
246,08,426
247,08,120
248,08,80
249,09,323
250,08,68
251,08,33
252,08,46
253,09,2
254,08,162
255,09,307
256,09,231
257,08,83
258,07,130
259,08,121
260,07,112
261,08,100
262,08,437
263,08,359
