p_id,p_hour,gcount
1,00,0
2,00,0
3,11,2
4,00,0
5,00,0
6,00,0
7,00,105
8,00,0
9,00,0
10,08,2
11,02,1
12,00,0
13,00,0
14,10,8
15,00,0
16,04,1
17,10,12
18,10,5
19,08,2
20,00,2
21,08,2
22,10,2
23,00,0
24,09,8
25,00,42
26,11,4
27,00,0
28,04,2
29,00,1
30,00,0
31,00,1
32,09,2
33,12,55
34,12,2
35,09,5
36,04,34
37,00,13
38,10,1
39,12,5
40,11,19
41,10,106
42,10,59
43,11,20
44,00,0
45,00,0
46,00,0
47,07,2
48,00,0
49,00,27
50,00,0
51,09,5
52,11,30
53,00,0
54,09,2
55,09,5
56,09,3
57,12,1
58,00,0
59,00,0
60,00,2
61,12,17
62,09,4
63,12,2
64,00,0
65,00,47
66,10,22
67,09,2
68,00,0
69,00,5
70,09,4
71,09,7
72,10,5
73,11,1
74,12,109
75,10,75
76,10,10
77,11,4
78,10,6
79,00,0
80,03,44
81,07,1
82,00,90
83,00,14
84,00,0
85,12,4
86,00,0
87,00,0
88,00,0
89,11,6
90,00,1
91,12,6
92,00,17
93,00,1
94,00,5
95,00,56
96,00,0
97,12,54
98,09,1
99,00,0
100,00,0
101,00,0
102,00,1
103,00,0
104,00,0
105,00,0
106,01,8
107,00,0
108,01,1
109,00,0
110,00,0
111,00,0
112,00,39
113,00,0
114,00,0
115,00,0
116,11,38
117,00,0
118,00,0
119,12,4
120,10,1
121,00,1
122,07,1
123,11,2
124,00,0
125,00,0
126,01,1
127,11,9
128,00,0
129,00,66
130,00,27
131,09,2
132,00,0
133,10,3
134,00,25
135,09,2
136,09,3
137,00,0
138,00,0
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,09,25
146,00,18
147,07,1
148,00,0
149,11,3
150,01,1
151,00,0
152,08,17
153,11,2
154,09,1
155,09,4
156,00,0
157,02,1
158,00,0
159,10,10
160,00,1
161,00,0
162,00,0
163,00,0
164,00,1
165,12,3
166,12,60
167,09,4
168,09,6
169,10,5
170,00,0
171,00,1
172,00,0
173,00,5
174,12,4
175,10,1
176,00,0
177,11,3
178,12,2
179,00,17
180,12,1
181,00,64
182,11,6
183,09,2
184,08,1
185,12,4
186,00,0
187,00,0
188,10,11
189,12,10
190,12,1
191,08,2
192,00,1
193,11,5
194,00,0
195,00,1
196,12,24
197,08,2
198,00,1
199,00,0
200,08,2
201,11,1
202,11,1
203,10,1
204,00,0
205,08,1
206,06,1
207,00,0
208,12,2
209,00,0
210,02,4
211,00,0
212,01,5
213,10,6
214,00,0
215,09,2
216,01,2
217,02,3
218,08,1
219,00,0
220,11,7
221,00,0
222,08,2
223,00,44
224,00,0
225,10,9
226,00,17
227,10,2
228,06,3
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,1
235,05,3
236,12,5
237,00,0
238,00,0
239,00,0
240,11,1
241,08,4
242,09,5
243,10,19
244,10,43
245,00,0
246,00,0
247,11,8
248,10,2
249,00,0
250,12,2
251,00,0
252,09,1
253,00,0
254,08,2
255,00,135
256,03,60
257,10,1
258,12,2
259,11,1
260,00,33
261,00,0
262,01,1
263,00,2
