p_id,p_hour,ycount
1,10,2
2,00,0
3,00,0
4,00,84
5,00,0
6,00,0
7,08,97
8,09,3
9,00,0
10,07,4
11,06,1
12,12,12
13,12,211
14,12,5
15,00,0
16,00,0
17,00,19
18,04,1
19,07,1
20,07,1
21,00,0
22,12,4
23,00,0
24,12,86
25,00,32
26,00,1
27,00,0
28,11,3
29,00,1
30,00,0
31,06,2
32,01,1
33,09,32
34,00,1
35,00,1
36,00,15
37,00,50
38,11,1
39,00,2
40,09,22
41,12,70
42,00,43
43,12,418
44,00,0
45,12,50
46,00,0
47,04,2
48,08,851
49,00,32
50,12,369
51,06,1
52,09,22
53,11,2
54,07,5
55,10,1
56,04,4
57,00,0
58,00,0
59,00,0
60,05,1
61,00,32
62,00,4
63,01,1
64,00,0
65,00,35
66,07,12
67,00,0
68,12,582
69,00,1
70,07,8
71,07,2
72,00,1
73,00,1
74,00,57
75,08,115
76,01,2
77,00,1
78,03,4
79,00,975
80,00,62
81,01,1
82,07,33
83,09,7
84,00,0
85,03,2
86,04,1
87,12,165
88,12,65
89,07,6
90,12,495
91,00,1
92,00,2
93,07,5
94,07,1
95,07,8
96,00,0
97,00,50
98,02,1
99,00,0
100,12,489
101,00,0
102,00,0
103,00,0
104,00,0
105,00,0
106,00,8
107,12,556
108,00,1
109,00,0
110,00,0
111,00,0
112,00,61
113,12,480
114,00,411
115,00,0
116,00,37
117,00,0
118,00,0
119,01,2
120,00,0
121,01,1
122,01,1
123,03,1
124,03,1
125,11,146
126,02,1
127,01,5
128,00,0
129,04,29
130,01,2
131,02,2
132,06,367
133,10,3
134,07,3
135,07,4
136,00,2
137,08,270
138,10,705
139,00,0
140,09,363
141,12,665
142,10,755
143,11,334
144,12,344
145,08,33
146,12,28
147,00,1
148,00,529
149,00,0
150,00,1
151,10,229
152,00,32
153,00,0
154,06,1
155,00,0
156,00,0
157,02,2
158,00,306
159,04,2
160,06,2
161,12,919
162,12,706
163,12,767
164,12,607
165,12,2
166,12,110
167,00,1
168,00,7
169,00,2
170,12,820
171,05,1
172,00,0
173,00,4
174,07,1
175,00,0
176,00,0
177,01,4
178,03,1
179,06,30
180,10,1
181,00,65
182,07,1
183,00,0
184,00,0
185,00,1
186,12,911
187,00,0
188,00,10
189,00,19
190,00,5
191,06,1
192,00,0
193,09,17
194,00,1
195,00,5
196,06,10
197,08,3
198,00,3
199,00,0
200,00,0
201,00,0
202,09,2
203,00,1
204,00,0
205,00,0
206,00,0
207,00,0
208,06,1
209,12,43
210,11,1
211,12,295
212,00,0
213,00,1
214,00,0
215,09,2
216,05,1
217,00,6
218,03,1
219,00,1
220,00,1
221,00,0
222,00,0
223,09,31
224,10,115
225,00,10
226,08,71
227,06,1
228,00,9
229,12,417
230,10,828
231,12,431
232,00,51
233,12,344
234,12,764
235,00,2
236,12,793
237,12,1014
238,09,478
239,12,734
240,04,1
241,04,2
242,00,1
243,01,6
244,00,22
245,00,0
246,12,583
247,04,4
248,03,1
249,00,551
250,00,1
251,00,0
252,09,1
253,00,0
254,00,2
255,00,176
256,00,86
257,00,4
258,08,2
259,00,1
260,08,40
261,12,202
262,10,335
263,12,451
