p_id,p_hour,fcount
1,06,3
2,11,1
3,10,66
4,00,184
5,09,13
6,12,12
7,00,399
8,01,7
9,00,29
10,12,89
11,12,36
12,12,13
13,12,150
14,11,203
15,10,28
16,01,99
17,00,389
18,00,182
19,11,28
20,00,84
21,09,78
22,12,113
23,11,37
24,10,94
25,00,268
26,00,60
27,12,7
28,12,65
29,00,61
30,00,4
31,00,24
32,07,80
33,12,178
34,12,20
35,12,182
36,01,561
37,00,660
38,09,30
39,11,258
40,00,166
41,00,407
42,00,404
43,12,121
44,00,12
45,01,125
46,00,14
47,00,87
48,00,724
49,00,305
50,00,211
51,12,110
52,12,61
53,12,44
54,00,29
55,00,150
56,10,119
57,12,8
58,10,12
59,12,7
60,12,75
61,00,734
62,00,121
63,12,136
64,09,25
65,12,242
66,00,218
67,11,54
68,00,461
69,00,199
70,12,81
71,11,160
72,10,193
73,10,48
74,00,259
75,12,196
76,12,306
77,11,100
78,08,131
79,00,1094
80,01,491
81,10,87
82,00,221
83,10,69
84,03,19
85,11,103
86,00,36
87,00,381
88,00,78
89,00,256
90,00,302
91,11,141
92,00,177
93,00,36
94,00,60
95,00,188
96,12,10
97,00,291
98,12,25
99,02,2
100,00,376
101,11,24
102,00,72
103,00,0
104,00,0
105,00,0
106,00,134
107,00,350
108,11,42
109,02,24
110,01,1
111,00,4
112,00,535
113,00,279
114,00,446
115,12,32
116,00,277
117,12,51
118,12,21
119,09,116
120,10,17
121,10,50
122,08,31
123,00,47
124,11,39
125,01,142
126,00,76
127,02,178
128,00,12
129,11,245
130,00,208
131,08,40
132,00,656
133,10,65
134,00,60
135,11,44
136,00,83
137,00,321
138,12,429
139,10,42
140,12,200
141,12,229
142,12,242
143,12,187
144,01,316
145,00,295
146,12,115
147,12,75
148,01,1172
149,11,49
150,00,71
151,10,142
152,00,119
153,12,28
154,10,12
155,12,82
156,09,25
157,10,84
158,02,384
159,10,127
160,12,66
161,00,280
162,11,257
163,00,213
164,00,574
165,12,66
166,11,171
167,10,105
168,00,158
169,00,235
170,00,414
171,00,61
172,12,17
173,00,87
174,10,94
175,11,48
176,11,10
177,00,205
178,11,18
179,11,149
180,00,71
181,00,441
182,12,77
183,10,30
184,12,17
185,10,98
186,00,345
187,07,24
188,00,303
189,00,212
190,12,32
191,09,71
192,11,40
193,12,54
194,12,13
195,00,87
196,11,80
197,09,96
198,01,236
199,00,0
200,11,52
201,11,37
202,10,38
203,08,49
204,08,9
205,11,112
206,12,54
207,09,1
208,00,97
209,00,95
210,11,87
211,00,219
212,00,67
213,10,125
214,09,18
215,12,83
216,00,170
217,00,56
218,09,56
219,07,56
220,00,102
221,11,39
222,08,38
223,00,223
224,11,128
225,12,419
226,12,187
227,12,88
228,00,163
229,11,228
230,00,437
231,12,362
232,00,204
233,00,274
234,00,475
235,12,140
236,12,183
237,12,231
238,12,195
239,00,207
240,00,39
241,00,112
242,00,91
243,00,283
244,00,260
245,01,22
246,00,322
247,00,159
248,09,71
249,00,546
250,00,64
251,12,17
252,11,35
253,00,10
254,09,134
255,00,790
256,01,588
257,12,61
258,08,93
259,11,83
260,10,140
261,11,174
262,11,179
263,11,224
