p_id,p_hour,sum
1,00,0
2,02,2
3,06,6
4,09,121
5,00,0
6,06,1
7,07,157
8,06,1
9,05,2
10,07,6
11,08,2
12,11,11
13,08,476
14,07,17
15,00,1
16,04,3
17,08,61
18,08,16
19,07,3
20,10,24
21,07,5
22,08,7
23,04,4
24,07,146
25,08,74
26,08,7
27,05,1
28,08,12
29,09,8
30,00,0
31,06,2
32,08,11
33,08,165
34,12,10
35,07,15
36,00,61
37,00,54
38,12,3
39,08,14
40,08,102
41,08,311
42,07,249
43,09,422
44,00,0
45,09,58
46,12,1
47,08,19
48,07,846
49,08,87
50,08,312
51,08,10
52,08,105
53,11,6
54,08,17
55,08,12
56,08,42
57,06,3
58,04,1
59,01,1
60,08,9
61,07,73
62,09,18
63,09,5
64,08,2
65,08,86
66,09,87
67,08,5
68,08,664
69,11,32
70,07,16
71,07,9
72,07,12
73,10,3
74,08,316
75,08,374
76,07,8
77,07,5
78,08,21
79,09,641
80,00,95
81,06,7
82,00,85
83,11,17
84,00,0
85,10,9
86,08,2
87,08,211
88,12,106
89,09,27
90,09,509
91,08,9
92,12,26
93,00,6
94,07,8
95,00,62
96,07,1
97,09,102
98,05,1
99,00,0
100,09,533
101,04,1
102,07,18
103,00,0
104,00,0
105,00,0
106,00,24
107,08,765
108,07,3
109,00,0
110,00,0
111,08,2
112,00,99
113,09,557
114,08,229
115,00,0
116,07,120
117,00,0
118,09,1
119,07,62
120,06,2
121,09,9
122,08,2
123,10,22
124,07,4
125,12,186
126,08,9
127,07,24
128,12,3
129,04,104
130,08,32
131,10,3
132,00,549
133,07,13
134,08,19
135,10,9
136,09,14
137,08,425
138,10,810
139,09,3
140,08,830
141,08,976
142,08,748
143,07,398
144,12,206
145,08,85
146,10,48
147,08,9
148,00,233
149,08,9
150,01,2
151,08,279
152,08,68
153,09,8
154,00,0
155,08,4
156,06,2
157,07,14
158,08,417
159,12,28
160,09,11
161,12,1110
162,12,899
163,12,731
164,12,666
165,07,13
166,08,298
167,10,17
168,10,22
169,08,35
170,08,1108
171,11,3
172,06,1
173,08,40
174,08,24
175,09,3
176,00,0
177,08,15
178,08,7
179,07,48
180,07,5
181,08,162
182,09,30
183,09,7
184,07,3
185,12,16
186,07,956
187,00,0
188,07,31
189,09,44
190,00,8
191,10,4
192,11,6
193,08,17
194,07,3
195,12,13
196,10,22
197,09,9
198,07,48
199,00,0
200,07,6
201,00,0
202,11,5
203,00,1
204,00,0
205,08,3
206,04,1
207,00,0
208,12,16
209,08,72
210,08,25
211,12,232
212,08,50
213,08,54
214,08,2
215,07,10
216,06,5
217,01,10
218,08,3
219,05,3
220,10,20
221,00,0
222,07,2
223,08,102
224,07,156
225,08,44
226,08,123
227,08,5
228,07,20
229,08,745
230,12,714
231,08,634
232,08,73
233,08,461
234,12,792
235,08,131
236,08,1357
237,08,1322
238,08,642
239,08,608
240,08,3
241,08,16
242,08,21
243,08,58
244,08,128
245,07,1
246,08,478
247,07,39
248,09,19
249,09,547
250,09,21
251,01,1
252,09,3
253,04,2
254,08,17
255,00,206
256,00,144
257,08,16
258,07,8
259,09,10
260,08,60
261,12,120
262,07,617
263,07,564
