p_id,p_hour,sum
1,00,0
2,00,0
3,08,2
4,09,72
5,00,0
6,07,1
7,08,123
8,11,2
9,00,0
10,06,5
11,00,0
12,12,11
13,08,341
14,04,4
15,00,0
16,02,1
17,08,40
18,08,9
19,08,1
20,08,6
21,05,1
22,02,1
23,00,0
24,08,92
25,08,59
26,12,2
27,00,0
28,07,3
29,12,3
30,00,0
31,00,1
32,09,3
33,09,99
34,12,7
35,08,6
36,01,21
37,00,40
38,00,0
39,07,2
40,08,69
41,08,232
42,08,174
43,11,432
44,00,0
45,09,43
46,00,0
47,07,7
48,07,609
49,09,67
50,10,251
51,01,1
52,08,84
53,05,2
54,07,12
55,10,3
56,09,9
57,00,0
58,00,0
59,00,0
60,07,4
61,00,49
62,08,8
63,12,2
64,00,0
65,09,65
66,08,84
67,09,1
68,09,437
69,11,17
70,09,11
71,01,1
72,08,4
73,03,1
74,07,242
75,08,299
76,03,2
77,00,3
78,07,12
79,08,435
80,00,64
81,01,1
82,00,94
83,01,17
84,00,0
85,11,9
86,00,0
87,08,174
88,11,63
89,08,10
90,09,369
91,02,2
92,00,20
93,08,2
94,08,6
95,08,44
96,00,0
97,09,72
98,09,1
99,00,0
100,07,438
101,00,0
102,06,1
103,00,0
104,00,0
105,00,0
106,08,7
107,08,587
108,06,1
109,00,0
110,00,0
111,00,0
112,09,50
113,08,399
114,00,181
115,00,1
116,08,98
117,00,0
118,00,0
119,07,11
120,08,2
121,10,7
122,03,1
123,01,1
124,10,1
125,12,120
126,08,5
127,07,16
128,06,1
129,04,113
130,07,32
131,09,2
132,06,551
133,07,4
134,12,22
135,05,2
136,08,10
137,08,324
138,10,851
139,00,0
140,08,628
141,08,573
142,08,543
143,10,248
144,12,120
145,08,59
146,00,28
147,07,5
148,00,216
149,00,1
150,08,1
151,08,230
152,09,45
153,08,7
154,00,0
155,10,1
156,00,0
157,07,4
158,09,281
159,08,15
160,10,2
161,12,778
162,08,672
163,12,560
164,12,437
165,01,1
166,08,208
167,09,9
168,08,18
169,08,9
170,08,793
171,02,1
172,00,0
173,08,16
174,10,6
175,00,0
176,00,0
177,07,9
178,01,1
179,06,39
180,01,1
181,08,111
182,07,12
183,08,2
184,09,2
185,10,6
186,07,904
187,00,0
188,08,22
189,00,20
190,00,3
191,09,2
192,12,6
193,09,17
194,07,3
195,09,4
196,09,19
197,12,5
198,03,4
199,00,0
200,08,3
201,00,0
202,07,5
203,00,0
204,00,0
205,11,2
206,00,0
207,06,2
208,07,3
209,09,34
210,08,13
211,12,158
212,08,6
213,07,4
214,00,0
215,08,4
216,00,3
217,01,5
218,04,1
219,09,2
220,11,7
221,00,0
222,00,0
223,07,85
224,09,91
225,07,23
226,08,82
227,00,3
228,07,13
229,08,506
230,11,502
231,08,430
232,09,33
233,08,335
234,12,604
235,09,6
236,08,1084
237,08,1016
238,08,457
239,10,439
240,09,2
241,08,7
242,09,12
243,08,29
244,08,96
245,00,0
246,09,268
247,07,22
248,07,8
249,09,352
250,07,5
251,00,0
252,08,2
253,11,1
254,07,1
255,00,230
256,00,94
257,08,8
258,06,2
259,07,2
260,08,49
261,11,95
262,07,375
263,08,354
