p_id,p_hour,fcount
1,11,2
2,00,0
3,07,20
4,08,153
5,00,3
6,11,4
7,07,88
8,11,2
9,08,14
10,07,22
11,08,16
12,11,6
13,08,136
14,08,89
15,08,12
16,10,21
17,00,84
18,08,28
19,08,9
20,08,16
21,08,31
22,08,49
23,12,12
24,08,45
25,09,54
26,09,57
27,00,0
28,08,26
29,09,15
30,04,1
31,09,2
32,08,15
33,09,66
34,09,12
35,08,42
36,00,113
37,00,159
38,07,9
39,08,72
40,07,35
41,08,82
42,08,83
43,07,54
44,09,3
45,08,36
46,00,2
47,08,20
48,08,281
49,09,95
50,08,223
51,12,26
52,08,21
53,12,14
54,08,21
55,00,127
56,08,31
57,00,3
58,06,3
59,08,2
60,09,10
61,07,125
62,09,42
63,08,28
64,10,7
65,09,72
66,07,44
67,08,26
68,08,219
69,07,29
70,08,51
71,07,37
72,08,43
73,07,15
74,08,83
75,07,79
76,08,57
77,08,33
78,08,20
79,08,377
80,00,135
81,08,58
82,00,45
83,08,26
84,07,4
85,08,25
86,09,7
87,08,103
88,00,38
89,09,80
90,08,178
91,08,49
92,08,34
93,00,3
94,10,8
95,08,65
96,12,2
97,09,75
98,09,12
99,06,1
100,00,111
101,07,6
102,08,29
103,00,0
104,00,0
105,00,0
106,00,28
107,08,328
108,08,14
109,12,4
110,00,0
111,00,2
112,09,131
113,09,145
114,00,112
115,07,7
116,08,50
117,08,4
118,12,9
119,08,19
120,05,4
121,08,25
122,07,7
123,12,29
124,06,14
125,11,66
126,08,12
127,08,32
128,06,2
129,08,90
130,09,34
131,08,16
132,07,198
133,10,28
134,08,28
135,08,36
136,08,29
137,08,227
138,10,208
139,05,10
140,08,303
141,08,420
142,08,222
143,08,227
144,09,130
145,08,62
146,08,28
147,09,11
148,00,234
149,08,23
150,08,10
151,08,122
152,07,18
153,08,7
154,11,2
155,08,26
156,11,14
157,08,28
158,08,178
159,00,16
160,10,28
161,00,255
162,12,145
163,11,159
164,00,169
165,09,40
166,08,111
167,08,22
168,08,21
169,08,21
170,08,326
171,10,18
172,12,4
173,09,22
174,11,21
175,09,11
176,11,5
177,08,37
178,09,13
179,09,36
180,09,19
181,00,138
182,08,19
183,09,9
184,01,2
185,08,21
186,09,158
187,06,9
188,09,60
189,08,42
190,12,13
191,08,25
192,08,12
193,08,10
194,09,2
195,11,20
196,09,24
197,08,33
198,08,58
199,00,0
200,09,25
201,11,4
202,09,10
203,08,14
204,10,4
205,09,26
206,12,11
207,03,1
208,00,10
209,08,44
210,09,20
211,09,100
212,08,15
213,09,22
214,08,8
215,07,23
216,07,32
217,08,31
218,07,17
219,12,13
220,08,34
221,10,6
222,08,14
223,08,61
224,09,130
225,08,118
226,08,80
227,08,27
228,09,50
229,08,230
230,00,192
231,08,247
232,08,130
233,08,173
234,12,198
235,08,29
236,08,319
237,08,223
238,08,269
239,08,296
240,08,8
241,10,68
242,11,23
243,08,65
244,09,75
245,08,8
246,08,170
247,00,44
248,07,16
249,08,223
250,09,13
251,07,5
252,08,16
253,10,2
254,07,42
255,00,180
256,00,193
257,08,31
258,07,26
259,07,20
260,08,41
261,12,45
262,08,388
263,08,348
