p_id,p_hour,fcount
1,00,4
2,07,1
3,12,44
4,00,222
5,00,10
6,11,11
7,00,459
8,00,2
9,09,23
10,11,83
11,12,30
12,12,28
13,12,165
14,00,190
15,00,15
16,01,69
17,00,382
18,00,125
19,10,19
20,00,73
21,09,78
22,11,89
23,11,27
24,00,69
25,00,257
26,10,164
27,00,2
28,08,44
29,00,62
30,03,3
31,11,13
32,00,62
33,00,200
34,12,15
35,12,146
36,00,618
37,00,608
38,10,26
39,10,244
40,00,152
41,00,385
42,00,300
43,12,154
44,00,11
45,00,152
46,00,5
47,12,64
48,00,744
49,00,350
50,01,293
51,00,81
52,00,64
53,00,61
54,10,23
55,11,51
56,09,94
57,12,10
58,11,9
59,09,5
60,11,54
61,00,630
62,12,157
63,00,97
64,01,13
65,12,226
66,12,114
67,12,45
68,00,509
69,00,191
70,00,59
71,00,130
72,11,157
73,10,36
74,00,190
75,12,150
76,00,261
77,11,85
78,00,93
79,00,1334
80,00,676
81,11,78
82,00,222
83,00,78
84,02,23
85,11,100
86,11,22
87,12,281
88,12,64
89,10,229
90,00,282
91,11,128
92,00,207
93,00,20
94,00,50
95,12,150
96,10,8
97,01,513
98,10,34
99,03,4
100,00,298
101,00,18
102,01,85
103,00,0
104,00,0
105,00,0
106,00,191
107,00,421
108,12,33
109,00,19
110,10,1
111,09,4
112,00,462
113,00,317
114,00,572
115,10,14
116,11,166
117,00,21
118,00,16
119,00,85
120,00,15
121,10,51
122,11,26
123,12,97
124,00,29
125,00,120
126,00,54
127,00,151
128,00,5
129,00,230
130,00,169
131,00,42
132,07,331
133,11,76
134,00,47
135,12,54
136,00,92
137,00,345
138,12,315
139,12,37
140,12,201
141,12,232
142,00,337
143,12,198
144,00,405
145,00,278
146,11,126
147,00,44
148,01,1149
149,11,64
150,00,65
151,12,159
152,00,115
153,12,22
154,00,4
155,12,74
156,09,19
157,12,70
158,01,401
159,00,84
160,00,70
161,00,529
162,11,276
163,00,247
164,00,467
165,09,101
166,11,256
167,00,98
168,01,113
169,00,117
170,00,374
171,01,57
172,01,9
173,00,89
174,00,84
175,12,25
176,00,8
177,00,143
178,11,42
179,11,114
180,00,41
181,01,629
182,10,42
183,01,25
184,08,6
185,12,53
186,00,419
187,11,16
188,00,224
189,00,217
190,12,69
191,00,55
192,09,35
193,12,44
194,12,4
195,12,55
196,11,70
197,01,108
198,00,214
199,00,0
200,00,50
201,00,14
202,10,26
203,11,36
204,00,15
205,11,72
206,10,49
207,07,1
208,00,64
209,00,90
210,00,111
211,00,216
212,01,55
213,12,79
214,00,12
215,10,62
216,00,113
217,00,58
218,09,38
219,10,37
220,12,103
221,10,23
222,12,36
223,00,223
224,12,128
225,00,320
226,11,158
227,00,63
228,00,120
229,00,249
230,00,597
231,00,416
232,12,207
233,11,285
234,00,537
235,00,123
236,12,237
237,12,235
238,11,254
239,00,300
240,12,21
241,00,89
242,00,80
243,01,197
244,00,241
245,00,50
246,00,340
247,00,115
248,00,48
249,00,680
250,00,47
251,00,16
252,12,31
253,10,1
254,10,115
255,00,824
256,00,592
257,00,57
258,00,71
259,11,78
260,02,138
261,12,234
262,12,174
263,00,265
