p_id,p_hour,ycount
1,00,0
2,00,0
3,08,2
4,08,37
5,00,0
6,00,0
7,07,34
8,06,1
9,10,2
10,06,11
11,08,1
12,10,10
13,08,225
14,09,4
15,09,1
16,11,2
17,00,7
18,00,1
19,00,0
20,00,0
21,07,4
22,00,1
23,00,0
24,07,87
25,06,20
26,07,4
27,00,0
28,07,6
29,12,2
30,00,0
31,00,0
32,07,2
33,07,45
34,11,2
35,11,4
36,00,4
37,00,7
38,10,1
39,07,7
40,07,31
41,07,90
42,07,66
43,12,300
44,00,0
45,00,42
46,00,0
47,07,1
48,06,554
49,00,8
50,09,207
51,08,7
52,07,44
53,05,1
54,06,3
55,10,2
56,00,1
57,00,0
58,07,1
59,00,0
60,06,1
61,00,5
62,07,3
63,08,1
64,08,1
65,08,40
66,07,18
67,08,2
68,08,313
69,07,7
70,09,6
71,07,4
72,07,4
73,11,1
74,07,103
75,07,163
76,07,6
77,08,4
78,07,2
79,00,357
80,00,12
81,08,3
82,07,9
83,03,3
84,00,0
85,06,1
86,07,2
87,10,125
88,11,75
89,07,7
90,09,274
91,08,7
92,07,2
93,01,2
94,10,1
95,08,9
96,07,1
97,00,16
98,07,1
99,00,0
100,07,486
101,00,1
102,05,1
103,00,0
104,00,0
105,00,0
106,00,5
107,07,400
108,07,2
109,00,0
110,00,0
111,00,0
112,10,4
113,08,260
114,00,198
115,00,0
116,08,34
117,00,0
118,00,0
119,10,2
120,10,1
121,06,1
122,00,1
123,00,1
124,07,1
125,11,107
126,06,1
127,08,2
128,00,0
129,06,12
130,09,4
131,03,1
132,00,269
133,05,3
134,12,4
135,12,4
136,03,1
137,07,227
138,12,606
139,10,4
140,08,456
141,08,528
142,11,481
143,08,257
144,00,98
145,08,11
146,00,20
147,07,2
148,00,217
149,06,1
150,00,0
151,08,197
152,07,20
153,06,2
154,00,0
155,07,4
156,00,0
157,05,1
158,08,174
159,06,1
160,01,1
161,12,769
162,12,647
163,12,489
164,12,388
165,08,4
166,08,104
167,08,2
168,09,5
169,05,2
170,09,650
171,07,1
172,00,0
173,00,1
174,07,2
175,09,3
176,00,0
177,09,3
178,00,0
179,07,23
180,10,2
181,00,29
182,06,5
183,06,2
184,00,0
185,07,2
186,07,693
187,00,0
188,07,7
189,00,7
190,01,1
191,08,4
192,10,1
193,07,17
194,08,1
195,11,18
196,07,3
197,08,5
198,01,1
199,00,0
200,09,3
201,00,0
202,11,4
203,08,2
204,00,0
205,06,4
206,12,1
207,00,0
208,07,4
209,12,37
210,11,3
211,12,98
212,07,3
213,06,5
214,00,0
215,06,6
216,07,3
217,02,2
218,08,2
219,07,3
220,08,2
221,00,0
222,08,5
223,07,17
224,07,65
225,07,6
226,08,45
227,05,1
228,12,4
229,08,428
230,11,421
231,08,283
232,00,31
233,08,256
234,11,459
235,05,2
236,08,1020
237,12,890
238,08,407
239,08,417
240,00,0
241,07,4
242,08,2
243,07,5
244,07,32
245,00,0
246,12,232
247,07,3
248,08,1
249,00,267
250,05,3
251,00,0
252,08,1
253,00,0
254,07,2
255,00,37
256,00,21
257,07,2
258,06,2
259,06,2
260,06,14
261,11,117
262,08,349
263,08,369
