p_id,p_hour,gcount
1,00,0
2,00,0
3,08,2
4,00,0
5,00,0
6,00,0
7,09,44
8,00,0
9,09,4
10,09,5
11,08,3
12,00,0
13,00,0
14,11,6
15,09,1
16,10,4
17,10,17
18,09,5
19,08,4
20,08,2
21,11,6
22,07,4
23,00,0
24,08,9
25,11,29
26,08,5
27,00,0
28,10,5
29,08,5
30,00,0
31,08,1
32,07,3
33,09,51
34,11,2
35,09,8
36,08,3
37,11,6
38,08,3
39,11,14
40,08,15
41,08,82
42,08,74
43,12,19
44,00,0
45,00,0
46,00,0
47,09,5
48,05,1
49,09,16
50,00,0
51,06,5
52,11,23
53,11,2
54,08,2
55,09,7
56,08,6
57,00,1
58,00,0
59,00,0
60,07,2
61,09,22
62,09,9
63,10,4
64,11,1
65,12,30
66,08,29
67,11,3
68,00,0
69,08,9
70,08,3
71,12,8
72,09,8
73,00,0
74,08,119
75,09,105
76,08,14
77,10,5
78,11,5
79,00,0
80,00,13
81,09,4
82,12,41
83,11,6
84,00,0
85,08,5
86,09,2
87,00,0
88,00,0
89,08,11
90,00,0
91,11,8
92,11,11
93,11,2
94,09,2
95,12,31
96,10,1
97,12,34
98,06,1
99,00,0
100,00,0
101,08,1
102,07,2
103,00,0
104,00,0
105,00,0
106,10,4
107,00,0
108,10,5
109,00,0
110,00,0
111,00,0
112,00,5
113,00,0
114,00,0
115,00,0
116,08,34
117,09,1
118,00,0
119,07,6
120,12,1
121,10,10
122,10,2
123,10,4
124,05,1
125,00,0
126,09,3
127,08,8
128,00,0
129,00,25
130,10,20
131,12,5
132,11,1
133,08,3
134,12,14
135,08,2
136,11,6
137,00,0
138,00,0
139,10,3
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,08,33
146,08,6
147,08,5
148,00,0
149,12,4
150,06,2
151,00,0
152,07,17
153,09,2
154,00,0
155,09,7
156,11,1
157,11,2
158,00,0
159,07,5
160,10,3
161,00,0
162,06,1
163,00,0
164,00,0
165,10,7
166,09,62
167,08,6
168,08,7
169,07,6
170,00,0
171,04,1
172,00,0
173,07,4
174,11,5
175,08,2
176,00,0
177,09,5
178,09,2
179,10,14
180,12,2
181,12,33
182,08,13
183,11,4
184,00,0
185,10,4
186,06,2
187,00,0
188,11,10
189,07,4
190,11,2
191,09,3
192,11,3
193,09,6
194,08,1
195,12,4
196,09,14
197,09,4
198,10,2
199,00,0
200,07,5
201,00,0
202,00,0
203,06,2
204,00,0
205,07,4
206,00,0
207,00,0
208,12,5
209,00,0
210,09,8
211,00,0
212,09,6
213,06,8
214,00,0
215,10,2
216,09,4
217,09,3
218,08,5
219,05,1
220,09,5
221,00,0
222,09,6
223,08,21
224,00,0
225,08,11
226,11,13
227,11,4
228,12,5
229,00,0
230,06,1
231,00,0
232,00,0
233,00,0
234,05,1
235,08,8
236,08,8
237,00,0
238,00,0
239,07,1
240,12,1
241,07,3
242,11,10
243,07,17
244,11,40
245,00,0
246,00,0
247,12,12
248,09,3
249,12,1
250,11,7
251,07,1
252,10,1
253,11,1
254,12,5
255,00,32
256,00,13
257,10,3
258,09,2
259,07,3
260,11,19
261,00,0
262,00,0
263,08,5
