p_id,p_hour,fcount
1,11,6
2,00,0
3,07,79
4,08,240
5,09,12
6,08,30
7,08,345
8,08,7
9,07,41
10,07,146
11,08,70
12,11,10
13,08,264
14,08,246
15,08,40
16,08,83
17,08,273
18,08,165
19,08,44
20,08,94
21,08,118
22,08,150
23,08,43
24,07,82
25,08,179
26,10,224
27,09,1
28,07,85
29,08,81
30,00,5
31,08,18
32,08,100
33,08,166
34,00,38
35,08,267
36,00,230
37,08,296
38,08,36
39,07,342
40,08,111
41,08,237
42,08,338
43,08,141
44,07,11
45,09,79
46,06,6
47,08,141
48,08,555
49,08,270
50,08,376
51,07,107
52,08,66
53,07,58
54,09,51
55,08,97
56,08,133
57,08,8
58,08,11
59,08,11
60,07,82
61,08,525
62,09,141
63,07,124
64,08,32
65,08,157
66,09,143
67,08,82
68,09,368
69,08,201
70,08,129
71,07,169
72,08,269
73,08,60
74,08,290
75,07,275
76,08,350
77,07,114
78,08,180
79,00,559
80,00,254
81,08,118
82,07,154
83,08,67
84,07,11
85,08,97
86,08,57
87,08,214
88,12,89
89,08,294
90,09,272
91,08,225
92,08,140
93,12,15
94,07,66
95,08,198
96,07,8
97,01,364
98,07,44
99,08,3
100,12,223
101,08,44
102,07,103
103,00,0
104,00,0
105,00,0
106,08,60
107,08,437
108,08,68
109,12,17
110,00,0
111,07,5
112,08,325
113,08,217
114,00,247
115,08,59
116,08,184
117,08,46
118,09,28
119,08,198
120,07,22
121,07,89
122,07,52
123,09,135
124,08,49
125,12,146
126,08,84
127,08,108
128,07,10
129,08,266
130,08,166
131,08,67
132,00,454
133,08,93
134,09,70
135,07,84
136,07,93
137,08,383
138,10,562
139,08,66
140,08,452
141,08,459
142,08,337
143,08,474
144,09,187
145,08,206
146,08,119
147,08,105
148,00,388
149,09,96
150,12,64
151,07,231
152,08,99
153,07,23
154,00,4
155,08,131
156,07,43
157,08,126
158,08,278
159,08,176
160,08,97
161,12,417
162,12,275
163,12,253
164,08,304
165,08,164
166,08,157
167,08,182
168,08,204
169,08,197
170,08,412
171,08,83
172,09,17
173,07,86
174,08,142
175,10,51
176,07,10
177,07,173
178,08,69
179,08,133
180,07,59
181,01,586
182,08,103
183,08,41
184,00,11
185,08,92
186,08,240
187,08,28
188,08,268
189,08,116
190,08,20
191,07,115
192,08,61
193,08,40
194,06,4
195,08,71
196,08,84
197,08,134
198,08,214
199,00,0
200,07,83
201,08,14
202,08,22
203,08,69
204,11,9
205,08,145
206,08,80
207,09,1
208,08,119
209,00,74
210,08,159
211,08,171
212,07,79
213,08,204
214,08,23
215,08,146
216,07,213
217,10,73
218,08,72
219,07,68
220,08,131
221,08,72
222,08,63
223,08,216
224,08,232
225,07,310
226,08,223
227,08,80
228,07,121
229,08,361
230,00,323
231,08,436
232,08,279
233,08,350
234,12,377
235,08,218
236,08,462
237,08,344
238,08,497
239,08,482
240,08,23
241,07,165
242,08,135
243,08,211
244,08,263
245,08,32
246,08,439
247,08,156
248,08,92
249,08,324
250,08,93
251,08,24
252,07,52
253,00,3
254,08,174
255,00,345
256,00,232
257,08,69
258,07,121
259,08,110
260,07,115
261,08,117
262,08,493
263,08,392
