p_id,p_hour,gcount
1,00,0
2,00,0
3,07,2
4,00,0
5,00,0
6,00,0
7,10,73
8,00,0
9,09,2
10,10,4
11,07,1
12,00,0
13,00,0
14,11,7
15,00,0
16,12,2
17,08,18
18,08,6
19,08,2
20,12,3
21,12,3
22,09,4
23,00,0
24,09,12
25,10,31
26,12,6
27,00,0
28,10,3
29,11,2
30,00,0
31,09,1
32,08,2
33,10,56
34,08,1
35,08,7
36,00,5
37,00,5
38,12,2
39,08,6
40,08,26
41,09,115
42,08,85
43,12,25
44,00,0
45,00,0
46,00,0
47,08,3
48,00,0
49,10,30
50,00,0
51,09,3
52,09,22
53,07,1
54,05,1
55,09,10
56,09,5
57,11,1
58,11,1
59,00,0
60,11,5
61,09,20
62,11,7
63,09,3
64,10,1
65,12,33
66,08,48
67,08,3
68,00,0
69,10,12
70,08,6
71,08,6
72,10,7
73,07,1
74,09,171
75,12,113
76,09,8
77,09,4
78,09,4
79,07,1
80,01,18
81,10,3
82,00,38
83,00,8
84,00,0
85,08,4
86,11,1
87,00,0
88,00,0
89,08,10
90,00,0
91,09,7
92,12,14
93,10,1
94,04,2
95,10,34
96,00,0
97,10,34
98,12,2
99,00,0
100,00,0
101,09,1
102,07,2
103,00,0
104,00,0
105,00,0
106,00,4
107,07,1
108,09,3
109,00,0
110,00,0
111,00,0
112,00,12
113,09,2
114,00,0
115,00,0
116,08,51
117,00,0
118,00,0
119,08,6
120,10,1
121,10,6
122,10,2
123,12,5
124,08,2
125,00,0
126,10,3
127,10,8
128,00,0
129,00,29
130,08,24
131,12,3
132,00,0
133,08,3
134,11,13
135,09,2
136,10,4
137,00,0
138,00,0
139,08,1
140,10,1
141,00,0
142,00,0
143,00,0
144,00,0
145,09,40
146,10,8
147,08,3
148,00,0
149,10,4
150,06,2
151,07,1
152,07,23
153,12,2
154,00,0
155,10,5
156,00,0
157,12,3
158,00,0
159,08,9
160,10,3
161,00,0
162,00,0
163,00,0
164,00,0
165,09,7
166,09,75
167,07,4
168,08,12
169,11,6
170,10,1
171,00,1
172,00,0
173,09,5
174,12,9
175,08,2
176,00,0
177,10,7
178,11,4
179,08,12
180,08,2
181,11,38
182,08,12
183,11,2
184,08,2
185,11,3
186,11,1
187,00,0
188,08,8
189,08,6
190,11,2
191,10,3
192,11,2
193,08,8
194,12,1
195,10,3
196,11,14
197,11,4
198,12,4
199,00,0
200,09,2
201,00,0
202,09,1
203,05,1
204,00,0
205,08,2
206,00,0
207,09,1
208,11,3
209,00,0
210,08,6
211,05,1
212,09,6
213,08,10
214,00,0
215,08,4
216,06,2
217,07,2
218,07,2
219,03,1
220,08,4
221,00,0
222,11,3
223,08,29
224,00,0
225,10,9
226,10,25
227,12,3
228,12,4
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,08,5
236,08,14
237,07,1
238,08,1
239,00,0
240,07,2
241,08,6
242,10,8
243,08,16
244,11,45
245,00,0
246,00,0
247,10,10
248,08,4
249,09,1
250,00,2
251,00,0
252,11,2
253,00,0
254,12,4
255,00,33
256,01,31
257,02,2
258,08,3
259,11,2
260,10,23
261,00,0
262,00,0
263,08,3
