p_id,p_hour,fcount
1,09,8
2,00,0
3,08,92
4,08,320
5,08,14
6,08,16
7,08,342
8,08,5
9,08,39
10,08,141
11,08,80
12,12,8
13,08,272
14,08,253
15,08,39
16,08,98
17,09,279
18,08,178
19,08,56
20,08,130
21,08,177
22,08,187
23,11,42
24,08,75
25,08,186
26,09,315
27,09,1
28,08,124
29,09,103
30,08,3
31,09,17
32,08,84
33,08,172
34,09,31
35,08,266
36,08,301
37,08,306
38,08,43
39,08,378
40,08,128
41,08,222
42,08,372
43,08,116
44,10,7
45,08,87
46,07,4
47,08,130
48,09,527
49,09,311
50,08,307
51,08,100
52,08,59
53,07,54
54,08,52
55,08,109
56,08,140
57,08,11
58,07,18
59,08,14
60,08,111
61,08,526
62,09,195
63,08,153
64,08,45
65,09,156
66,08,147
67,08,117
68,08,388
69,08,197
70,07,111
71,08,219
72,08,288
73,08,58
74,07,279
75,09,228
76,07,423
77,08,137
78,08,135
79,09,667
80,08,324
81,08,105
82,08,183
83,07,71
84,11,14
85,08,117
86,08,63
87,08,226
88,12,66
89,08,338
90,08,353
91,08,289
92,12,129
93,07,14
94,09,63
95,08,244
96,08,14
97,08,230
98,09,50
99,09,4
100,12,204
101,08,50
102,08,140
103,00,0
104,00,0
105,00,0
106,09,50
107,08,595
108,08,95
109,07,17
110,09,1
111,07,5
112,09,397
113,09,274
114,08,154
115,08,43
116,08,186
117,07,40
118,11,24
119,08,143
120,07,21
121,09,98
122,09,48
123,08,248
124,08,75
125,12,136
126,07,84
127,08,92
128,07,8
129,08,334
130,08,192
131,08,74
132,06,421
133,08,125
134,08,108
135,09,134
136,08,121
137,08,499
138,12,573
139,08,56
140,08,458
141,08,484
142,08,323
143,08,434
144,09,221
145,08,189
146,08,66
147,08,112
148,08,296
149,08,143
150,08,71
151,08,188
152,08,91
153,08,29
154,08,5
155,08,164
156,08,41
157,08,143
158,08,289
159,08,154
160,08,119
161,12,385
162,12,232
163,11,217
164,09,285
165,09,257
166,12,169
167,08,192
168,08,235
169,08,193
170,08,487
171,08,95
172,12,13
173,07,99
174,08,152
175,08,59
176,07,12
177,08,194
178,08,115
179,08,135
180,08,69
181,08,376
182,08,102
183,08,43
184,08,5
185,08,106
186,09,186
187,08,21
188,08,317
189,08,127
190,09,24
191,08,130
192,08,68
193,08,39
194,05,2
195,08,67
196,09,90
197,08,230
198,08,297
199,00,0
200,08,88
201,08,13
202,09,21
203,08,62
204,08,10
205,08,154
206,08,79
207,00,1
208,08,120
209,09,62
210,08,200
211,08,170
212,08,106
213,08,203
214,11,25
215,07,134
216,08,296
217,10,82
218,08,87
219,08,94
220,08,150
221,08,40
222,08,90
223,08,262
224,08,262
225,07,319
226,08,257
227,08,113
228,09,145
229,08,333
230,09,276
231,08,407
232,09,331
233,08,371
234,09,364
235,08,188
236,08,355
237,08,319
238,08,391
239,08,406
240,08,28
241,08,164
242,08,111
243,08,219
244,08,261
245,08,31
246,09,464
247,08,132
248,08,102
249,08,381
250,08,89
251,10,19
252,08,49
253,11,3
254,08,163
255,08,578
256,09,266
257,08,88
258,09,145
259,08,113
260,08,129
261,08,117
262,08,394
263,08,392
