p_id,p_hour,gcount
1,00,0
2,00,0
3,08,4
4,00,0
5,00,0
6,00,0
7,10,45
8,00,0
9,09,2
10,08,4
11,09,2
12,00,0
13,00,0
14,12,15
15,11,2
16,09,2
17,08,10
18,07,5
19,10,1
20,11,3
21,06,5
22,08,3
23,09,1
24,08,12
25,11,31
26,12,9
27,00,0
28,09,5
29,08,4
30,00,0
31,10,1
32,08,5
33,08,50
34,11,1
35,07,8
36,08,4
37,07,4
38,08,3
39,12,9
40,10,14
41,09,98
42,08,63
43,12,22
44,00,0
45,00,0
46,00,0
47,07,4
48,07,1
49,08,18
50,00,0
51,10,7
52,09,18
53,00,1
54,11,2
55,10,12
56,08,8
57,12,1
58,08,1
59,08,1
60,08,2
61,09,25
62,08,8
63,10,4
64,08,1
65,12,27
66,08,41
67,10,3
68,09,1
69,00,9
70,10,5
71,11,10
72,07,7
73,09,1
74,08,124
75,08,96
76,10,17
77,07,4
78,12,7
79,00,0
80,00,11
81,07,4
82,11,37
83,01,5
84,00,0
85,12,5
86,07,1
87,00,0
88,00,0
89,09,15
90,00,0
91,09,12
92,09,9
93,00,0
94,11,3
95,12,41
96,00,0
97,12,35
98,00,1
99,00,0
100,06,1
101,07,1
102,08,2
103,00,0
104,00,0
105,00,0
106,08,2
107,00,0
108,07,4
109,00,0
110,00,0
111,00,0
112,00,7
113,00,0
114,00,0
115,00,0
116,08,41
117,11,2
118,00,0
119,00,8
120,00,0
121,10,5
122,09,3
123,08,6
124,10,3
125,06,1
126,08,2
127,09,11
128,07,1
129,09,18
130,08,19
131,11,5
132,00,0
133,12,4
134,09,10
135,11,6
136,11,5
137,10,1
138,00,0
139,09,4
140,00,0
141,07,1
142,12,2
143,11,1
144,00,0
145,08,34
146,12,8
147,09,4
148,00,0
149,10,5
150,06,3
151,00,0
152,09,13
153,08,1
154,05,1
155,08,5
156,00,0
157,12,2
158,00,0
159,12,7
160,09,2
161,00,0
162,07,1
163,09,1
164,00,0
165,09,9
166,11,52
167,08,4
168,07,5
169,08,6
170,00,0
171,10,3
172,00,0
173,10,4
174,10,10
175,09,2
176,00,0
177,06,5
178,10,4
179,09,13
180,08,4
181,12,28
182,09,15
183,06,2
184,08,1
185,12,6
186,00,0
187,00,0
188,08,10
189,09,4
190,11,2
191,09,5
192,09,3
193,09,5
194,00,1
195,08,3
196,12,15
197,11,6
198,10,3
199,00,0
200,06,3
201,00,0
202,07,1
203,09,2
204,00,0
205,07,6
206,00,0
207,00,0
208,09,4
209,00,0
210,09,8
211,00,0
212,10,6
213,08,14
214,00,0
215,11,5
216,09,4
217,12,4
218,10,4
219,08,2
220,09,6
221,00,0
222,07,4
223,09,21
224,00,0
225,09,10
226,11,15
227,12,4
228,12,3
229,07,1
230,08,1
231,00,0
232,00,0
233,00,0
234,11,1
235,08,7
236,09,5
237,00,0
238,00,0
239,00,0
240,11,2
241,07,5
242,09,8
243,08,14
244,10,52
245,00,0
246,08,1
247,00,30
248,08,2
249,00,0
250,09,6
251,00,0
252,11,2
253,00,0
254,07,9
255,00,26
256,00,13
257,08,4
258,07,3
259,09,4
260,08,21
261,00,0
262,00,0
263,09,3
