p_id,p_hour,ycount
1,00,0
2,00,0
3,03,1
4,09,92
5,00,0
6,00,0
7,06,73
8,00,1
9,00,0
10,09,3
11,00,0
12,08,9
13,08,421
14,01,2
15,00,0
16,00,0
17,00,20
18,02,1
19,00,0
20,01,1
21,00,0
22,06,2
23,00,0
24,07,110
25,07,34
26,00,2
27,00,0
28,00,1
29,01,1
30,00,0
31,00,0
32,00,0
33,08,79
34,11,1
35,03,1
36,00,15
37,00,36
38,09,1
39,12,1
40,07,48
41,07,129
42,07,61
43,11,486
44,00,0
45,00,49
46,00,0
47,02,1
48,07,904
49,00,34
50,12,303
51,00,0
52,08,53
53,00,0
54,08,6
55,00,0
56,12,3
57,00,0
58,00,0
59,00,0
60,05,1
61,00,21
62,01,5
63,07,1
64,00,0
65,08,51
66,07,19
67,00,0
68,09,638
69,07,2
70,00,4
71,02,1
72,00,1
73,00,0
74,07,130
75,07,234
76,00,1
77,02,1
78,00,0
79,00,753
80,00,58
81,12,1
82,03,13
83,07,10
84,00,0
85,00,3
86,00,0
87,12,220
88,12,110
89,00,6
90,09,533
91,00,1
92,02,2
93,12,3
94,00,0
95,07,10
96,06,1
97,00,34
98,00,0
99,00,0
100,08,509
101,00,0
102,01,1
103,00,0
104,00,0
105,00,0
106,01,9
107,08,704
108,06,1
109,00,0
110,00,0
111,06,1
112,00,42
113,09,555
114,00,353
115,00,0
116,08,44
117,00,0
118,00,0
119,08,2
120,06,1
121,08,1
122,00,0
123,07,1
124,00,1
125,12,234
126,09,1
127,11,3
128,07,1
129,06,21
130,01,2
131,10,2
132,12,376
133,01,3
134,05,2
135,07,3
136,04,2
137,08,383
138,10,706
139,06,1
140,08,816
141,08,917
142,12,685
143,08,335
144,00,259
145,01,29
146,07,21
147,00,0
148,00,488
149,00,0
150,00,0
151,08,269
152,09,28
153,00,1
154,00,0
155,06,1
156,00,0
157,02,2
158,09,365
159,06,2
160,02,2
161,12,1073
162,12,917
163,12,732
164,12,611
165,07,2
166,08,159
167,07,3
168,06,7
169,02,2
170,08,1164
171,00,0
172,00,0
173,01,1
174,10,1
175,00,0
176,00,0
177,00,1
178,00,0
179,07,31
180,00,0
181,00,48
182,08,2
183,00,0
184,00,0
185,07,1
186,07,1078
187,00,0
188,08,8
189,00,13
190,00,3
191,05,1
192,04,1
193,07,20
194,08,3
195,00,3
196,07,5
197,06,2
198,02,2
199,00,0
200,00,0
201,00,0
202,02,2
203,00,0
204,00,0
205,05,1
206,00,0
207,00,1
208,00,0
209,08,42
210,00,0
211,11,208
212,00,0
213,04,1
214,00,0
215,08,2
216,00,1
217,00,7
218,00,0
219,06,1
220,00,3
221,00,0
222,00,0
223,07,46
224,07,105
225,00,12
226,07,82
227,01,1
228,06,6
229,08,679
230,00,754
231,08,547
232,00,54
233,08,458
234,12,849
235,00,2
236,08,1275
237,08,1151
238,08,552
239,12,625
240,00,0
241,00,0
242,06,1
243,00,8
244,07,32
245,00,0
246,08,425
247,03,4
248,00,1
249,00,483
250,05,1
251,00,0
252,00,0
253,00,0
254,07,1
255,00,140
256,00,92
257,07,2
258,06,2
259,02,1
260,06,36
261,12,149
262,07,592
263,07,503
