p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,1,0,0,7,8
1,01,0,0,0,1,1
1,02,0,0,0,0,0
1,03,0,0,0,1,1
1,04,0,0,0,1,1
1,05,0,0,0,0,0
1,06,0,0,0,7,7
1,07,0,0,0,0,0
1,08,0,0,0,6,6
1,09,0,0,0,8,8
1,10,0,0,0,1,1
1,11,0,0,0,12,12
1,12,0,0,0,63,63
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,1,1
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,0,0,6,6
3,01,0,0,0,3,3
3,02,0,0,0,3,3
3,03,0,0,0,5,5
3,04,0,0,0,3,3
3,05,0,1,0,3,4
3,06,0,0,0,3,3
3,07,0,1,0,11,12
3,08,0,0,0,24,24
3,09,0,2,0,11,13
3,10,1,1,0,12,14
3,11,0,0,0,11,11
3,12,0,0,0,7,7
4,00,39,0,0,29,68
4,01,22,0,0,18,40
4,02,19,0,0,8,27
4,03,13,0,0,4,17
4,04,14,0,0,9,23
4,05,19,0,0,26,45
4,06,28,0,0,37,65
4,07,48,0,0,54,102
4,08,85,0,0,60,145
4,09,60,0,0,73,133
4,10,53,0,0,49,102
4,11,38,0,0,28,66
4,12,35,0,0,37,72
5,00,0,0,0,0,0
5,01,0,0,0,0,0
5,02,0,0,0,0,0
5,03,0,0,0,0,0
5,04,0,0,0,0,0
5,05,0,0,0,0,0
5,06,0,0,0,0,0
5,07,0,0,0,1,1
5,08,0,0,0,1,1
5,09,0,0,0,0,0
5,10,0,0,0,0,0
5,11,0,0,0,1,1
5,12,0,0,0,0,0
6,00,0,0,0,2,2
6,01,0,0,0,1,1
6,02,0,0,0,0,0
6,03,0,0,0,0,0
6,04,0,0,0,0,0
6,05,0,0,0,0,0
6,06,0,0,0,1,1
6,07,0,0,0,1,1
6,08,0,0,0,4,4
6,09,0,0,0,2,2
6,10,0,0,0,0,0
6,11,0,0,0,1,1
6,12,0,0,0,1,1
7,00,38,62,0,40,140
7,01,48,48,0,19,115
7,02,33,35,0,16,84
7,03,21,24,0,13,58
7,04,29,21,0,25,75
7,05,30,26,0,33,89
7,06,48,29,0,47,124
7,07,53,69,0,55,177
7,08,43,74,0,79,196
7,09,21,81,0,52,154
7,10,15,82,0,54,151
7,11,14,57,0,37,108
7,12,18,82,0,44,144
8,00,1,0,0,0,1
8,01,0,0,0,0,0
8,02,0,0,0,0,0
8,03,0,0,0,0,0
8,04,0,0,0,1,1
8,05,0,0,0,0,0
8,06,0,0,0,0,0
8,07,0,0,0,0,0
8,08,3,0,0,0,3
8,09,0,0,0,0,0
8,10,0,1,0,0,1
8,11,0,0,0,0,0
8,12,0,0,0,0,0
9,00,0,1,0,2,3
9,01,0,0,0,5,5
9,02,0,0,0,0,0
9,03,0,0,0,1,1
9,04,0,0,0,2,2
9,05,0,0,0,2,2
9,06,0,0,0,4,4
9,07,0,0,0,7,7
9,08,0,0,0,9,9
9,09,0,0,0,2,2
9,10,0,0,0,2,2
9,11,0,0,0,3,3
9,12,0,0,0,5,5
10,00,3,0,0,6,9
10,01,0,0,0,6,6
10,02,1,0,0,0,1
10,03,0,0,0,1,1
10,04,0,0,0,1,1
10,05,3,1,0,7,11
10,06,1,0,0,5,6
10,07,5,0,0,17,22
10,08,2,1,0,19,22
10,09,2,0,0,11,13
10,10,2,0,0,10,12
10,11,0,0,0,8,8
10,12,2,1,0,7,10
11,00,0,0,0,2,2
11,01,1,0,0,1,2
11,02,0,0,0,2,2
11,03,0,0,0,1,1
11,04,0,0,0,0,0
11,05,0,0,0,2,2
11,06,0,0,0,3,3
11,07,0,0,0,12,12
11,08,0,0,0,6,6
11,09,0,0,0,7,7
11,10,1,0,0,4,5
11,11,0,0,0,2,2
11,12,0,0,0,5,5
12,00,0,0,0,0,0
12,01,2,0,0,1,3
12,02,1,0,0,1,2
12,03,0,0,0,0,0
12,04,1,0,0,0,1
12,05,0,0,0,0,0
12,06,2,0,0,0,2
12,07,2,0,0,0,2
12,08,6,0,0,0,6
12,09,12,0,0,2,14
12,10,6,0,0,0,6
12,11,5,0,0,2,7
12,12,10,0,0,0,10
13,00,22,0,0,29,51
13,01,22,0,0,15,37
13,02,5,0,0,14,19
13,03,6,0,0,9,15
13,04,14,0,0,6,20
13,05,27,0,0,19,46
13,06,119,0,0,39,158
13,07,298,0,0,68,366
13,08,412,0,0,79,491
13,09,286,0,0,62,348
13,10,225,0,0,54,279
13,11,234,0,0,56,290
13,12,238,0,0,48,286
14,00,1,1,0,9,11
14,01,1,0,0,11,12
14,02,0,0,0,5,5
14,03,0,0,0,7,7
14,04,0,0,0,7,7
14,05,0,1,0,22,23
14,06,0,0,0,25,25
14,07,0,2,0,56,58
14,08,0,2,0,54,56
14,09,1,0,0,46,47
14,10,0,1,0,25,26
14,11,1,2,0,28,31
14,12,0,1,0,15,16
15,00,0,0,0,1,1
15,01,0,0,0,0,0
15,02,0,0,0,0,0
15,03,0,0,0,0,0
15,04,0,0,0,1,1
15,05,0,0,0,0,0
15,06,0,0,0,2,2
15,07,0,0,0,3,3
15,08,0,0,0,5,5
15,09,0,0,0,4,4
15,10,0,0,0,3,3
15,11,0,0,0,2,2
15,12,0,0,0,5,5
16,00,0,0,0,1,1
16,01,0,1,0,3,4
16,02,0,2,0,3,5
16,03,0,0,0,3,3
16,04,0,1,0,2,3
16,05,0,0,0,4,4
16,06,0,0,0,4,4
16,07,0,1,0,16,17
16,08,0,1,0,16,17
16,09,0,0,0,9,9
16,10,0,0,0,12,12
16,11,0,0,0,6,6
16,12,0,0,0,8,8
17,00,17,27,0,53,97
17,01,12,15,0,31,58
17,02,7,12,0,16,35
17,03,4,3,0,8,15
17,04,4,8,0,16,28
17,05,1,5,0,22,28
17,06,2,15,0,37,54
17,07,1,37,0,44,82
17,08,2,34,0,55,91
17,09,0,27,0,73,100
17,10,3,38,0,48,89
17,11,1,33,0,38,72
17,12,2,27,0,42,71
18,00,0,0,0,8,8
18,01,1,1,0,3,5
18,02,0,0,0,4,4
18,03,0,1,0,3,4
18,04,1,1,0,3,5
18,05,1,1,0,2,4
18,06,0,1,0,8,9
18,07,0,1,0,14,15
18,08,0,7,0,15,22
18,09,0,4,0,10,14
18,10,0,0,0,7,7
18,11,0,5,0,7,12
18,12,0,3,0,12,15
19,00,0,0,0,1,1
19,01,0,0,0,1,1
19,02,0,0,0,1,1
19,03,0,0,0,0,0
19,04,0,0,0,0,0
19,05,0,0,0,0,0
19,06,0,0,0,1,1
19,07,0,0,0,1,1
19,08,0,0,0,5,5
19,09,0,1,0,2,3
19,10,0,1,0,1,2
19,11,0,0,0,2,2
19,12,0,0,0,2,2
20,00,0,1,0,2,3
20,01,0,1,0,4,5
20,02,0,0,0,2,2
20,03,0,3,0,0,3
20,04,0,0,0,0,0
20,05,0,0,0,1,1
20,06,0,0,0,4,4
20,07,0,2,0,3,5
20,08,0,0,0,3,3
20,09,0,5,0,6,11
20,10,0,2,0,5,7
20,11,0,3,0,4,7
20,12,0,3,0,4,7
21,00,0,0,0,5,5
21,01,0,0,0,3,3
21,02,0,0,0,2,2
21,03,0,0,0,0,0
21,04,0,0,0,4,4
21,05,0,0,0,4,4
21,06,0,0,0,8,8
21,07,0,0,0,17,17
21,08,0,0,0,12,12
21,09,0,0,0,16,16
21,10,0,0,0,11,11
21,11,0,0,0,14,14
21,12,0,0,0,14,14
22,00,0,0,0,6,6
22,01,0,0,0,0,0
22,02,0,0,0,1,1
22,03,1,0,0,2,3
22,04,0,0,0,3,3
22,05,0,0,0,6,6
22,06,0,0,0,14,14
22,07,0,0,0,31,31
22,08,0,0,0,31,31
22,09,0,0,0,25,25
22,10,0,0,0,20,20
22,11,0,0,0,15,15
22,12,0,0,0,21,21
23,00,0,0,0,0,0
23,01,0,0,0,1,1
23,02,0,0,0,0,0
23,03,0,0,0,0,0
23,04,0,0,0,0,0
23,05,0,0,0,1,1
23,06,0,0,0,1,1
23,07,0,0,0,3,3
23,08,0,0,0,3,3
23,09,0,0,0,4,4
23,10,0,0,0,4,4
23,11,0,0,0,6,6
23,12,0,0,0,0,0
24,00,17,0,0,9,26
24,01,15,1,0,7,23
24,02,12,2,0,1,15
24,03,11,1,0,4,16
24,04,9,0,0,3,12
24,05,15,5,0,6,26
24,06,39,2,0,12,53
24,07,83,7,0,21,111
24,08,83,19,0,14,116
24,09,56,9,0,24,89
24,10,58,4,0,12,74
24,11,54,3,0,12,69
24,12,53,5,0,11,69
25,00,29,46,0,33,108
25,01,25,24,0,16,65
25,02,15,16,0,4,35
25,03,8,7,0,10,25
25,04,6,9,0,17,32
25,05,13,7,0,13,33
25,06,16,12,0,26,54
25,07,34,16,0,29,79
25,08,34,35,0,38,107
25,09,13,37,0,39,89
25,10,8,51,0,39,98
25,11,5,32,0,19,56
25,12,9,30,0,32,71
26,00,0,0,0,7,7
26,01,0,0,0,7,7
26,02,0,0,0,4,4
26,03,1,0,0,0,1
26,04,0,0,0,1,1
26,05,0,0,0,4,4
26,06,1,0,0,9,10
26,07,0,1,0,13,14
26,08,0,0,0,29,29
26,09,0,1,0,30,31
26,10,0,3,0,24,27
26,11,0,2,0,29,31
26,12,0,1,0,40,41
27,00,0,0,0,0,0
27,01,0,0,0,0,0
27,02,0,0,0,0,0
27,03,0,0,0,0,0
27,04,0,0,0,0,0
27,05,0,0,0,0,0
27,06,0,0,0,0,0
27,07,0,0,0,0,0
27,08,0,0,0,1,1
27,09,0,0,0,1,1
27,10,0,0,0,0,0
27,11,0,0,0,0,0
27,12,0,0,0,0,0
28,00,1,0,0,13,14
28,01,1,1,0,5,7
28,02,1,0,0,6,7
28,03,0,1,0,2,3
28,04,1,1,0,3,5
28,05,1,0,0,8,9
28,06,1,0,0,7,8
28,07,2,1,0,17,20
28,08,5,3,0,29,37
28,09,3,3,0,18,24
28,10,5,2,0,16,23
28,11,0,5,0,11,16
28,12,1,3,0,9,13
29,00,0,0,0,6,6
29,01,0,0,0,0,0
29,02,0,0,0,0,0
29,03,0,0,0,1,1
29,04,0,0,0,0,0
29,05,0,0,0,0,0
29,06,0,0,0,2,2
29,07,0,1,0,6,7
29,08,0,1,0,4,5
29,09,0,0,0,4,4
29,10,0,1,0,1,2
29,11,0,1,0,9,10
29,12,0,2,0,1,3
30,00,0,0,0,0,0
30,01,0,0,0,0,0
30,02,0,0,0,0,0
30,03,0,0,0,0,0
30,04,0,0,0,1,1
30,05,0,0,0,0,0
30,06,0,0,0,0,0
30,07,0,0,0,0,0
30,08,0,0,0,0,0
30,09,0,0,0,0,0
30,10,0,0,0,0,0
30,11,0,0,0,0,0
30,12,0,0,0,0,0
31,00,0,0,0,2,2
31,01,0,0,0,0,0
31,02,0,0,0,0,0
31,03,0,0,0,0,0
31,04,0,0,0,0,0
31,05,0,0,0,0,0
31,06,0,0,0,0,0
31,07,0,0,0,1,1
31,08,0,1,0,0,1
31,09,0,2,0,0,2
31,10,0,0,0,0,0
31,11,0,1,0,0,1
31,12,0,1,0,1,2
32,00,0,0,0,5,5
32,01,0,0,0,5,5
32,02,0,0,0,6,6
32,03,0,0,0,3,3
32,04,0,0,0,1,1
32,05,0,0,0,6,6
32,06,0,0,0,6,6
32,07,0,1,0,3,4
32,08,0,2,0,7,9
32,09,0,0,0,6,6
32,10,0,1,0,4,5
32,11,0,2,0,6,8
32,12,0,1,0,5,6
33,00,10,14,0,19,43
33,01,8,2,0,15,25
33,02,7,2,0,5,14
33,03,1,2,0,4,7
33,04,5,3,0,5,13
33,05,12,9,0,14,35
33,06,44,20,0,32,96
33,07,66,54,0,29,149
33,08,53,90,0,35,178
33,09,31,88,0,51,170
33,10,7,69,0,38,114
33,11,10,44,0,26,80
33,12,11,35,0,43,89
34,00,0,1,0,4,5
34,01,0,0,0,1,1
34,02,0,0,0,0,0
34,03,0,1,0,1,2
34,04,0,1,0,1,2
34,05,0,0,0,2,2
34,06,0,2,0,0,2
34,07,1,6,0,1,8
34,08,1,1,0,3,5
34,09,1,4,0,3,8
34,10,0,6,0,8,14
34,11,0,3,0,7,10
34,12,0,1,0,6,7
35,00,1,0,0,10,11
35,01,1,2,0,5,8
35,02,0,1,0,3,4
35,03,0,0,0,6,6
35,04,1,0,0,4,5
35,05,0,0,0,4,4
35,06,0,2,0,13,15
35,07,0,2,0,25,27
35,08,0,4,0,17,21
35,09,0,3,0,12,15
35,10,0,2,0,9,11
35,11,1,2,0,11,14
35,12,0,4,0,7,11
36,00,10,13,0,60,83
36,01,12,6,0,60,78
36,02,10,6,0,31,47
36,03,4,6,0,21,31
36,04,5,8,0,12,25
36,05,3,0,0,35,38
36,06,1,1,0,42,44
36,07,0,1,0,57,58
36,08,1,4,0,71,76
36,09,0,3,0,60,63
36,10,1,0,0,45,46
36,11,0,0,0,43,43
36,12,0,0,0,37,37
37,00,21,27,0,69,117
37,01,11,19,0,53,83
37,02,12,7,0,48,67
37,03,7,5,0,18,30
37,04,9,5,0,27,41
37,05,6,2,0,33,41
37,06,1,4,0,53,58
37,07,1,4,0,82,87
37,08,1,4,0,94,99
37,09,0,5,0,79,84
37,10,0,1,0,61,62
37,11,0,4,0,61,65
37,12,0,7,0,75,82
38,00,0,0,0,1,1
38,01,0,0,0,0,0
38,02,0,1,0,1,2
38,03,0,0,0,2,2
38,04,0,0,0,1,1
38,05,0,0,0,2,2
38,06,0,0,0,1,1
38,07,0,0,0,6,6
38,08,0,0,0,4,4
38,09,0,1,0,2,3
38,10,0,0,0,2,2
38,11,0,0,0,3,3
38,12,0,0,0,2,2
39,00,1,1,0,19,21
39,01,0,0,0,7,7
39,02,0,0,0,4,4
39,03,0,0,0,6,6
39,04,0,1,0,5,6
39,05,0,0,0,7,7
39,06,0,0,0,26,26
39,07,0,3,0,36,39
39,08,0,1,0,33,34
39,09,0,2,0,29,31
39,10,0,3,0,9,12
39,11,0,1,0,16,17
39,12,0,1,0,8,9
40,00,9,9,0,6,24
40,01,9,8,0,12,29
40,02,4,3,0,7,14
40,03,1,1,0,0,2
40,04,1,3,0,4,8
40,05,3,3,0,11,17
40,06,22,3,0,18,43
40,07,34,21,0,14,69
40,08,42,34,0,19,95
40,09,14,37,0,32,83
40,10,8,23,0,17,48
40,11,5,16,0,10,31
40,12,5,19,0,16,40
41,00,27,57,0,34,118
41,01,20,29,0,15,64
41,02,7,30,0,21,58
41,03,9,15,0,20,44
41,04,11,13,0,16,40
41,05,18,23,0,22,63
41,06,60,40,0,48,148
41,07,118,119,0,73,310
41,08,88,168,0,69,325
41,09,39,151,0,45,235
41,10,33,135,0,37,205
41,11,33,109,0,20,162
41,12,33,104,0,27,164
42,00,19,28,0,23,70
42,01,15,27,0,26,68
42,02,7,20,0,14,41
42,03,4,7,0,10,21
42,04,13,7,0,21,41
42,05,8,9,0,19,36
42,06,26,36,0,48,110
42,07,67,110,0,77,254
42,08,47,139,0,74,260
42,09,17,108,0,50,175
42,10,13,92,0,40,145
42,11,10,87,0,41,138
42,12,10,86,0,36,132
43,00,57,2,0,1,60
43,01,48,1,0,2,51
43,02,14,0,0,2,16
43,03,6,0,0,3,9
43,04,11,0,0,0,11
43,05,34,1,0,2,37
43,06,132,8,0,5,145
43,07,281,21,0,26,328
43,08,242,16,0,20,278
43,09,304,27,0,25,356
43,10,293,26,0,18,337
43,11,350,21,0,20,391
43,12,347,18,0,22,387
44,00,0,0,0,0,0
44,01,0,0,0,0,0
44,02,0,0,0,0,0
44,03,0,0,0,0,0
44,04,0,0,0,0,0
44,05,0,0,0,0,0
44,06,0,0,0,0,0
44,07,0,0,0,0,0
44,08,0,0,0,0,0
44,09,0,0,0,0,0
44,10,0,0,0,0,0
44,11,0,0,0,0,0
44,12,0,0,0,0,0
45,00,29,0,0,30,59
45,01,17,0,0,28,45
45,02,18,0,0,7,25
45,03,11,0,0,3,14
45,04,7,0,0,5,12
45,05,4,0,0,5,9
45,06,5,0,0,6,11
45,07,23,0,0,13,36
45,08,35,0,0,21,56
45,09,44,0,0,22,66
45,10,25,0,0,16,41
45,11,45,0,0,14,59
45,12,40,0,0,20,60
46,00,0,0,0,0,0
46,01,0,0,0,0,0
46,02,0,0,0,0,0
46,03,0,0,0,0,0
46,04,0,0,0,0,0
46,05,0,0,0,0,0
46,06,0,0,0,0,0
46,07,0,0,0,0,0
46,08,0,0,0,0,0
46,09,0,0,0,0,0
46,10,0,0,0,0,0
46,11,0,0,0,0,0
46,12,0,0,0,0,0
47,00,0,2,0,1,3
47,01,0,3,0,1,4
47,02,1,0,0,0,1
47,03,1,0,0,0,1
47,04,0,0,0,4,4
47,05,0,0,0,1,1
47,06,4,3,0,1,8
47,07,4,4,0,9,17
47,08,3,5,0,4,12
47,09,2,2,0,1,5
47,10,2,8,0,5,15
47,11,0,3,0,2,5
47,12,0,4,0,13,17
48,00,486,0,0,110,596
48,01,336,0,0,75,411
48,02,197,0,0,43,240
48,03,153,0,0,32,185
48,04,154,0,0,38,192
48,05,290,0,0,59,349
48,06,700,0,0,69,769
48,07,728,0,0,143,871
48,08,549,0,0,186,735
48,09,692,0,0,190,882
48,10,589,0,0,126,715
48,11,421,0,0,109,530
48,12,406,0,0,121,527
49,00,15,23,0,40,78
49,01,10,15,0,19,44
49,02,3,4,0,10,17
49,03,3,8,0,5,16
49,04,1,6,0,16,23
49,05,0,14,0,22,36
49,06,3,22,0,38,63
49,07,4,41,0,52,97
49,08,5,75,0,64,144
49,09,3,58,0,70,131
49,10,2,49,0,43,94
49,11,1,36,0,46,83
49,12,2,27,0,43,72
50,00,99,0,0,37,136
50,01,114,0,0,24,138
50,02,72,0,0,15,87
50,03,40,0,0,10,50
50,04,29,0,0,10,39
50,05,43,0,0,24,67
50,06,87,0,0,46,133
50,07,209,0,0,89,298
50,08,200,0,0,122,322
50,09,260,0,0,121,381
50,10,237,0,0,101,338
50,11,176,0,0,73,249
50,12,180,0,0,79,259
51,00,0,0,0,6,6
51,01,0,0,0,4,4
51,02,0,0,0,3,3
51,03,0,0,0,1,1
51,04,0,0,0,1,1
51,05,0,0,0,10,10
51,06,0,0,0,13,13
51,07,0,0,0,24,24
51,08,0,0,0,21,21
51,09,0,0,0,24,24
51,10,0,0,0,21,21
51,11,0,0,0,14,14
51,12,0,0,0,15,15
52,00,6,3,0,6,15
52,01,5,3,0,3,11
52,02,0,2,0,1,3
52,03,0,0,0,2,2
52,04,1,0,0,2,3
52,05,9,3,0,7,19
52,06,27,5,0,15,47
52,07,34,14,0,12,60
52,08,64,38,0,15,117
52,09,25,43,0,19,87
52,10,7,36,0,12,55
52,11,4,21,0,10,35
52,12,8,18,0,9,35
53,00,1,0,0,5,6
53,01,0,0,0,0,0
53,02,0,0,0,0,0
53,03,0,0,0,0,0
53,04,0,0,0,3,3
53,05,0,0,0,3,3
53,06,0,0,0,0,0
53,07,0,1,0,7,8
53,08,0,0,0,5,5
53,09,0,0,0,4,4
53,10,0,0,0,2,2
53,11,0,1,0,5,6
53,12,0,0,0,2,2
54,00,2,1,0,6,9
54,01,0,2,0,5,7
54,02,0,0,0,3,3
54,03,0,0,0,1,1
54,04,0,0,0,2,2
54,05,1,2,0,0,3
54,06,2,1,0,7,10
54,07,7,4,0,9,20
54,08,3,9,0,15,27
54,09,1,8,0,11,20
54,10,0,3,0,8,11
54,11,1,1,0,10,12
54,12,0,3,0,3,6
55,00,0,0,0,4,4
55,01,0,0,0,3,3
55,02,0,0,0,1,1
