p_id,p_hour,sum
1,11,7
2,12,1
3,07,60
4,08,298
5,08,6
6,12,13
7,08,331
8,08,4
9,00,22
10,08,87
11,08,44
12,11,19
13,08,435
14,08,177
15,07,29
16,08,41
17,10,246
18,08,124
19,08,28
20,11,76
21,08,101
22,08,111
23,10,28
24,08,155
25,10,205
26,12,185
27,00,0
28,08,73
29,09,60
30,01,2
31,07,14
32,08,84
33,08,230
34,00,26
35,08,190
36,00,267
37,00,305
38,09,22
39,08,252
40,08,124
41,08,361
42,08,353
43,11,447
44,09,6
45,00,107
46,00,4
47,08,114
48,08,937
49,08,257
50,08,517
51,08,77
52,08,106
53,08,37
54,08,49
55,08,77
56,08,121
57,05,6
58,07,9
59,12,6
60,08,65
61,07,433
62,08,139
63,08,108
64,09,22
65,09,178
66,08,166
67,08,70
68,08,670
69,08,192
70,08,82
71,07,129
72,07,191
73,09,34
74,08,434
75,08,447
76,07,317
77,08,87
78,08,113
79,00,1073
80,00,286
81,08,96
82,09,196
83,08,56
84,03,9
85,08,88
86,09,29
87,08,324
88,12,125
89,08,260
90,08,558
91,08,179
92,00,161
93,11,14
94,08,52
95,08,219
96,09,8
97,09,236
98,12,36
99,01,2
100,06,651
101,08,22
102,07,88
103,00,0
104,00,0
105,10,1
106,09,57
107,08,946
108,08,57
109,08,11
110,01,1
111,11,4
112,08,315
113,09,482
114,00,600
115,08,27
116,08,206
117,09,29
118,11,21
119,08,115
120,10,16
121,12,80
122,07,44
123,08,125
124,09,40
125,12,223
126,08,69
127,00,103
128,08,7
129,08,247
130,00,135
131,08,56
132,06,795
133,09,87
134,08,71
135,09,81
136,08,84
137,08,757
138,12,948
139,07,47
140,08,909
141,08,979
142,08,764
143,08,678
144,00,427
145,08,181
146,11,81
147,08,73
148,00,991
149,08,91
150,08,40
151,08,385
152,00,117
153,08,19
154,12,4
155,08,116
156,08,32
157,08,96
158,08,383
159,08,112
160,08,68
161,12,1236
162,12,862
163,12,692
164,00,711
165,08,131
166,08,326
167,08,148
168,08,138
169,08,129
170,08,1107
171,08,53
172,07,9
173,10,69
174,09,110
175,12,32
176,07,6
177,07,132
178,08,61
179,08,143
180,08,38
181,09,317
182,08,104
183,08,30
184,00,11
185,08,93
186,06,814
187,08,17
188,07,229
189,00,107
190,09,17
191,07,69
192,11,39
193,00,46
194,08,3
195,12,53
196,11,70
197,08,118
198,08,193
199,00,0
200,12,65
201,09,8
202,09,22
203,08,50
204,07,8
205,09,101
206,09,54
207,08,3
208,07,77
209,09,89
210,08,115
211,12,250
212,08,81
213,08,154
214,11,18
215,08,81
216,08,189
217,09,47
218,08,65
219,09,61
220,08,100
221,08,35
222,08,62
223,08,183
224,08,283
225,08,269
226,08,219
227,11,60
228,09,95
229,08,769
230,00,927
231,08,644
232,08,258
233,08,621
234,12,854
235,08,154
236,08,1239
237,12,1071
238,08,892
239,08,863
240,01,19
241,08,122
242,12,102
243,08,216
244,08,257
245,08,24
246,08,593
247,09,125
248,07,76
249,00,706
250,09,65
251,08,14
252,08,41
253,12,5
254,08,140
255,00,465
256,00,283
257,09,59
258,08,98
259,08,92
260,08,125
261,12,217
262,08,804
263,08,775
