p_id,p_hour,sum
1,00,0
2,00,0
3,05,2
4,00,89
5,00,0
6,11,1
7,00,165
8,09,2
9,00,0
10,07,3
11,00,0
12,12,13
13,08,398
14,01,3
15,12,1
16,00,1
17,00,58
18,09,15
19,08,1
20,09,6
21,01,1
22,01,1
23,00,0
24,07,121
25,08,77
26,04,2
27,00,0
28,10,6
29,11,2
30,00,0
31,02,1
32,00,3
33,08,130
34,07,5
35,09,5
36,00,46
37,00,70
38,00,0
39,03,1
40,08,66
41,09,214
42,08,165
43,12,468
44,00,0
45,11,57
46,00,0
47,09,11
48,08,902
49,00,76
50,08,291
51,00,1
52,08,80
53,08,3
54,08,17
55,08,4
56,08,8
57,00,0
58,00,0
59,00,0
60,09,3
61,00,81
62,01,9
63,09,2
64,00,0
65,08,76
66,08,78
67,00,0
68,09,674
69,10,24
70,06,9
71,01,3
72,09,3
73,00,0
74,08,256
75,08,316
76,00,8
77,11,2
78,09,10
79,00,1203
80,00,131
81,00,1
82,00,100
83,01,15
84,00,0
85,03,5
86,00,0
87,10,217
88,12,97
89,00,19
90,08,472
91,01,4
92,00,38
93,00,4
94,12,6
95,00,76
96,09,1
97,09,89
98,01,1
99,00,0
100,07,487
101,00,0
102,07,1
103,00,0
104,00,0
105,00,0
106,00,15
107,09,689
108,08,1
109,00,0
110,00,0
111,00,0
112,00,97
113,09,476
114,00,467
115,00,0
116,08,94
117,00,0
118,00,0
119,09,6
120,00,1
121,11,6
122,03,1
123,00,1
124,06,1
125,12,194
126,07,4
127,10,18
128,07,1
129,04,112
130,00,29
131,04,2
132,07,413
133,00,3
134,00,20
135,08,6
136,09,5
137,08,399
138,12,642
139,04,1
140,08,708
141,08,824
142,09,636
143,08,365
144,00,352
145,11,68
146,12,38
147,11,6
148,00,646
149,07,1
150,00,1
151,08,272
152,08,52
153,12,7
154,00,0
155,01,2
156,06,1
157,00,4
158,00,389
159,10,26
160,10,2
161,12,1081
162,11,930
163,12,729
164,00,652
165,01,1
166,09,285
167,07,8
168,01,25
169,08,13
170,08,1118
171,02,1
172,00,0
173,01,16
174,11,10
175,01,1
176,00,0
177,00,6
178,04,1
179,08,43
180,10,2
181,00,113
182,08,16
183,10,2
184,09,2
185,11,6
186,10,881
187,00,0
188,00,17
189,00,30
190,01,4
191,06,2
192,12,3
193,06,23
194,06,6
195,10,5
196,10,16
197,06,3
198,02,2
199,00,0
200,00,2
201,00,0
202,01,3
203,00,0
204,00,0
205,00,1
206,09,1
207,09,1
208,01,3
209,09,52
210,01,9
211,12,221
212,08,8
213,10,5
214,00,0
215,08,5
216,04,4
217,01,7
218,01,1
219,07,2
220,11,12
221,00,0
222,00,0
223,00,67
224,07,99
225,00,26
226,08,99
227,06,4
228,01,11
229,08,610
230,00,810
231,09,468
232,00,95
233,09,409
234,12,802
235,09,9
236,08,1204
237,08,1175
238,08,523
239,12,601
240,04,1
241,08,8
242,00,9
243,08,34
244,09,104
245,00,0
246,09,387
247,00,37
248,08,8
249,00,710
250,00,6
251,00,0
252,00,0
253,12,1
254,10,3
255,00,608
256,00,240
257,07,7
258,06,4
259,07,1
260,00,58
261,10,142
262,08,578
263,08,545
