p_id,p_hour,gcount
1,00,0
2,00,0
3,11,4
4,00,0
5,00,0
6,00,0
7,09,44
8,00,0
9,08,1
10,06,4
11,11,4
12,00,0
13,00,0
14,10,10
15,10,2
16,10,4
17,11,10
18,09,6
19,11,3
20,10,5
21,09,7
22,12,7
23,00,0
24,09,8
25,12,24
26,12,10
27,00,0
28,09,2
29,09,3
30,00,0
31,08,1
32,09,6
33,09,61
34,00,0
35,08,14
36,00,5
37,08,7
38,09,2
39,08,13
40,11,9
41,08,95
42,08,68
43,10,19
44,00,0
45,00,0
46,08,4
47,07,4
48,01,1
49,09,16
50,00,0
51,09,11
52,09,20
53,11,2
54,05,1
55,09,9
56,09,7
57,00,0
58,06,1
59,08,2
60,12,3
61,08,21
62,11,8
63,08,3
64,10,1
65,12,24
66,09,27
67,09,4
68,11,1
69,09,8
70,10,2
71,10,10
72,10,10
73,09,2
74,09,132
75,07,76
76,08,15
77,09,7
78,10,6
79,00,0
80,03,5
81,07,4
82,00,42
83,00,14
84,00,0
85,11,7
86,07,3
87,00,0
88,00,0
89,11,15
90,00,0
91,10,9
92,10,12
93,11,2
94,05,2
95,11,32
96,00,0
97,12,28
98,07,3
99,00,0
100,09,1
101,10,2
102,09,3
103,00,0
104,00,0
105,00,0
106,09,3
107,00,0
108,09,6
109,00,0
110,00,0
111,04,1
112,09,5
113,00,0
114,00,0
115,06,1
116,09,30
117,07,1
118,00,0
119,09,5
120,09,1
121,11,8
122,06,3
123,12,12
124,09,2
125,00,0
126,07,2
127,10,6
128,11,3
129,00,27
130,11,17
131,12,7
132,00,0
133,06,3
134,01,12
135,08,5
136,10,7
137,00,0
138,10,1
139,10,5
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,09,32
146,09,6
147,08,6
148,00,0
149,11,6
150,06,4
151,00,0
152,08,15
153,05,1
154,05,1
155,12,9
156,12,1
157,12,3
158,00,0
159,06,6
160,09,2
161,10,1
162,08,2
163,00,0
164,00,0
165,12,9
166,09,61
167,10,6
168,08,5
169,07,3
170,00,0
171,07,2
172,00,0
173,02,3
174,11,6
175,09,3
176,00,0
177,08,7
178,07,2
179,10,12
180,12,3
181,11,28
182,08,13
183,10,3
184,09,1
185,09,8
186,00,0
187,00,0
188,12,11
189,07,3
190,11,2
191,11,6
192,09,2
193,08,7
194,00,0
195,09,4
196,12,19
197,09,6
198,09,2
199,00,0
200,09,4
201,00,0
202,10,1
203,12,3
204,00,0
205,10,4
206,00,0
207,00,0
208,09,5
209,00,0
210,08,9
211,00,0
212,09,5
213,08,8
214,00,0
215,10,7
216,08,5
217,00,3
218,09,6
219,08,2
220,09,6
221,09,1
222,09,8
223,08,21
224,00,0
225,09,14
226,08,18
227,06,3
228,08,4
229,00,0
230,00,1
231,00,0
232,00,0
233,00,0
234,00,0
235,08,5
236,09,7
237,00,0
238,00,0
239,00,0
240,07,4
241,10,5
242,11,14
243,07,13
244,12,38
245,00,0
246,00,0
247,12,7
248,09,4
249,00,0
250,09,4
251,00,0
252,10,4
253,00,0
254,10,5
255,00,33
256,00,8
257,08,5
258,06,3
259,08,5
260,10,20
261,00,0
262,00,0
263,10,3
