p_id,p_hour,sum
1,00,8
2,08,1
3,08,58
4,08,327
5,09,8
6,12,12
7,08,357
8,12,5
9,08,25
10,08,106
11,08,46
12,12,17
13,08,470
14,08,177
15,08,24
16,08,53
17,08,231
18,08,133
19,08,21
20,12,86
21,08,89
22,08,136
23,10,35
24,08,162
25,08,197
26,12,96
27,08,1
28,08,82
29,08,71
30,03,1
31,07,20
32,09,75
33,08,253
34,12,30
35,08,202
36,00,192
37,00,240
38,08,33
39,08,309
40,09,142
41,08,349
42,08,383
43,12,515
44,06,5
45,12,97
46,12,5
47,08,95
48,08,1021
49,08,261
50,08,477
51,08,103
52,08,98
53,08,43
54,08,47
55,09,81
56,09,131
57,07,6
58,08,12
59,08,10
60,07,76
61,09,436
62,09,122
63,08,115
64,08,24
65,08,175
66,08,164
67,09,61
68,08,745
69,08,163
70,08,83
71,08,148
72,08,197
73,09,32
74,08,401
75,09,473
76,08,316
77,09,110
78,08,115
79,09,854
80,00,209
81,08,103
82,11,169
83,08,64
84,09,8
85,08,86
86,11,28
87,08,332
88,12,133
89,08,275
90,08,603
91,08,174
92,00,119
93,11,17
94,08,57
95,08,187
96,08,8
97,08,233
98,09,36
99,00,1
100,07,546
101,08,26
102,08,90
103,00,0
104,00,0
105,08,1
106,09,47
107,08,899
108,08,54
109,09,14
110,00,0
111,09,4
112,08,314
113,08,494
114,00,364
115,10,27
116,08,196
117,08,29
118,08,14
119,09,124
120,08,16
121,09,79
122,09,38
123,08,93
124,08,44
125,12,237
126,08,72
127,08,77
128,12,10
129,08,254
130,12,151
131,08,52
132,00,953
133,09,80
134,09,73
135,08,63
136,08,72
137,08,756
138,12,667
139,07,44
140,08,838
141,08,1013
142,08,801
143,08,710
144,12,275
145,08,200
146,12,82
147,08,85
148,00,465
149,09,66
150,08,56
151,07,369
152,08,132
153,08,22
154,09,3
155,12,78
156,08,28
157,08,105
158,08,521
159,08,114
160,08,62
161,12,1223
162,08,852
163,12,727
164,12,647
165,08,81
166,12,293
167,08,129
168,08,171
169,08,150
170,08,1088
171,08,56
172,10,12
173,09,65
174,08,135
175,08,35
176,10,12
177,08,143
178,09,36
179,08,152
180,08,39
181,09,293
182,08,85
183,08,36
184,08,7
185,08,95
186,09,914
187,11,17
188,07,235
189,08,106
190,12,25
191,08,87
192,08,40
193,08,47
194,12,4
195,08,57
196,09,79
197,08,144
198,08,179
199,00,0
200,08,54
201,09,10
202,09,21
203,07,39
204,08,7
205,08,110
206,08,86
207,00,1
208,08,86
209,08,85
210,08,121
211,12,277
212,09,72
213,08,145
214,10,19
215,08,101
216,08,199
217,00,32
218,08,73
219,07,51
220,08,84
221,12,45
222,08,58
223,08,211
224,08,312
225,08,271
226,08,253
227,09,53
228,09,110
229,08,818
230,11,738
231,08,678
232,08,293
233,08,579
234,12,840
235,08,159
236,08,1430
237,12,1260
238,08,850
239,08,893
240,09,25
241,08,149
242,12,116
243,08,170
244,09,279
245,12,25
246,08,725
247,09,116
248,09,76
249,08,587
250,08,83
251,09,17
252,10,40
253,00,6
254,09,134
255,00,285
256,08,211
257,09,72
258,08,90
259,09,93
260,08,133
261,12,186
262,08,840
263,08,769
