p_id,p_hour,gcount
1,07,1
2,00,0
3,02,1
4,00,0
5,00,0
6,00,0
7,10,95
8,00,0
9,00,0
10,09,2
11,12,1
12,00,0
13,00,0
14,12,4
15,12,1
16,00,0
17,08,47
18,08,6
19,05,1
20,09,6
21,00,0
22,00,1
23,00,0
24,10,8
25,12,65
26,12,2
27,00,0
28,00,2
29,09,1
30,00,0
31,00,1
32,08,2
33,09,77
34,12,5
35,00,5
36,00,7
37,01,15
38,01,1
39,00,2
40,09,31
41,08,141
42,08,99
43,09,31
44,00,0
45,00,0
46,00,0
47,07,7
48,00,0
49,08,67
50,00,0
51,12,3
52,09,40
53,12,3
54,09,5
55,08,6
56,08,9
57,00,0
58,00,0
59,01,1
60,08,2
61,11,46
62,08,12
63,08,4
64,00,0
65,11,44
66,10,55
67,05,1
68,00,0
69,07,13
70,07,5
71,11,4
72,07,4
73,00,0
74,09,149
75,11,152
76,11,6
77,08,2
78,08,5
79,00,0
80,00,33
81,06,1
82,00,111
83,01,16
84,00,0
85,11,8
86,11,1
87,00,0
88,00,0
89,00,10
90,00,0
91,02,2
92,00,18
93,08,1
94,08,5
95,00,53
96,09,1
97,09,67
98,00,0
99,00,0
100,00,0
101,00,0
102,06,2
103,00,0
104,00,0
105,00,0
106,11,9
107,00,0
108,01,1
109,00,0
110,00,0
111,09,1
112,00,46
113,00,0
114,00,0
115,00,0
116,08,67
117,00,0
118,00,0
119,07,6
120,08,2
121,12,12
122,00,1
123,00,1
124,12,2
125,00,0
126,10,4
127,07,18
128,06,1
129,00,63
130,01,23
131,12,2
132,01,1
133,01,2
134,08,15
135,07,2
136,07,3
137,00,0
138,09,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,10,49
146,09,13
147,12,3
148,00,0
149,07,1
150,00,0
151,00,0
152,09,35
153,08,4
154,00,0
155,12,2
156,06,1
157,02,1
158,00,0
159,11,14
160,00,1
161,00,0
162,00,0
163,00,0
164,00,0
165,11,2
166,11,128
167,08,8
168,11,11
169,08,7
170,00,0
171,00,0
172,00,0
173,11,11
174,12,9
175,00,0
176,00,0
177,07,11
178,00,1
179,08,13
180,08,1
181,10,79
182,08,9
183,10,2
184,12,2
185,11,2
186,00,0
187,00,0
188,07,21
189,11,17
190,11,4
191,11,1
192,08,4
193,10,11
194,00,0
195,11,5
196,12,32
197,11,6
198,12,3
199,00,0
200,09,2
201,00,0
202,09,2
203,07,1
204,00,0
205,04,1
206,00,0
207,11,1
208,11,3
209,00,0
210,08,12
211,00,0
212,08,5
213,10,3
214,00,0
215,04,1
216,00,3
217,10,6
218,10,1
219,07,1
220,09,7
221,00,0
222,08,1
223,08,59
224,00,0
225,07,24
226,11,48
227,10,3
228,08,9
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,07,4
236,10,8
237,00,0
238,00,0
239,00,0
240,00,0
241,07,4
242,11,7
243,08,34
244,11,71
245,00,0
246,00,0
247,08,15
248,07,5
249,00,0
250,10,4
251,00,0
252,00,0
253,10,1
254,09,3
255,00,118
256,00,79
257,08,5
258,07,2
259,07,1
260,00,40
261,00,0
262,00,0
263,08,4
