p_id,p_hour,sum
1,00,5
2,11,1
3,07,77
4,08,310
5,09,12
6,08,22
7,08,444
8,08,7
9,09,38
10,08,154
11,07,63
12,12,27
13,08,583
14,08,233
15,08,35
16,08,80
17,09,306
18,08,174
19,08,33
20,08,92
21,08,143
22,08,150
23,11,34
24,08,178
25,09,220
26,09,184
27,12,3
28,08,109
29,08,102
30,04,3
31,08,18
32,09,86
33,08,268
34,10,32
35,07,210
36,00,342
37,00,316
38,08,37
39,07,406
40,08,180
41,08,396
42,08,446
43,12,429
44,11,6
45,11,112
46,00,5
47,08,133
48,08,1158
49,09,284
50,08,515
51,08,102
52,08,118
53,07,49
54,08,57
55,08,106
56,08,214
57,08,11
58,08,12
59,08,8
60,08,102
61,08,542
62,09,147
63,08,148
64,08,32
65,09,208
66,08,183
67,07,97
68,08,804
69,08,215
70,08,118
71,07,185
72,07,251
73,08,45
74,08,459
75,08,466
76,08,395
77,07,109
78,08,174
79,09,891
80,00,329
81,08,113
82,08,224
83,08,95
84,10,11
85,08,122
86,08,49
87,08,420
88,12,161
89,08,337
90,08,617
91,08,245
92,08,135
93,00,17
94,08,60
95,08,296
96,07,11
97,09,260
98,08,37
99,03,4
100,07,636
101,07,39
102,08,112
103,00,0
104,00,0
105,00,0
106,08,57
107,08,969
108,08,72
109,12,14
110,00,0
111,08,6
112,08,365
113,08,566
114,00,465
115,08,27
116,08,247
117,08,46
118,08,20
119,08,160
120,08,23
121,08,98
122,08,56
123,08,149
124,07,45
125,11,221
126,08,91
127,08,108
128,07,11
129,08,382
130,08,155
131,08,59
132,00,1068
133,08,110
134,08,115
135,08,85
136,08,118
137,08,763
138,12,1099
139,08,65
140,08,859
141,08,1001
142,08,899
143,08,621
144,00,357
145,08,235
146,07,97
147,08,120
148,00,686
149,08,170
150,08,61
151,08,383
152,08,115
153,08,24
154,09,6
155,07,139
156,08,34
157,08,141
158,08,514
159,08,160
160,08,105
161,12,1180
162,08,1001
163,12,680
164,08,689
165,08,203
166,08,321
167,08,155
168,08,183
169,08,191
170,08,1215
171,08,90
172,08,13
173,08,89
174,08,163
175,08,39
176,08,11
177,07,177
178,09,64
179,08,187
180,08,79
181,08,428
182,08,111
183,08,47
184,00,8
185,08,122
186,07,928
187,08,22
188,07,298
189,08,164
190,09,29
191,08,104
192,08,75
193,08,76
194,09,6
195,08,60
196,08,95
197,08,174
198,08,262
199,00,0
200,08,79
201,03,11
202,09,17
203,08,65
204,08,7
205,08,158
206,08,70
207,05,1
208,08,95
209,08,106
210,08,174
211,08,261
212,08,95
213,08,173
214,09,18
215,07,133
216,08,256
217,10,51
218,08,85
219,07,83
220,08,129
221,08,43
222,09,75
223,08,337
224,08,260
225,08,326
226,08,324
227,08,99
228,08,152
229,08,978
230,11,793
231,08,745
232,09,298
233,08,806
234,12,862
235,08,202
236,08,1270
237,08,1288
238,08,740
239,08,705
240,08,36
241,08,165
242,08,130
243,08,227
244,08,341
245,08,26
246,08,796
247,08,139
248,08,107
249,09,651
250,08,95
251,08,18
252,08,58
253,00,11
254,08,161
255,00,373
256,00,307
257,08,74
258,08,152
259,07,106
260,08,166
261,12,217
262,07,709
263,07,740
