p_id,p_hour,sum
1,12,14
2,05,1
3,08,20
4,08,156
5,11,2
6,07,2
7,08,193
8,06,2
9,11,6
10,07,20
11,07,15
12,12,12
13,08,466
14,07,58
15,08,6
16,08,22
17,09,102
18,08,24
19,12,5
20,09,11
21,09,16
22,07,37
23,11,7
24,08,144
25,08,108
26,09,34
27,00,0
28,09,17
29,09,12
30,00,0
31,12,3
32,10,11
33,08,197
34,09,11
35,07,25
36,00,79
37,07,100
38,08,8
39,08,36
40,08,82
41,08,552
42,08,355
43,10,390
44,04,1
45,12,67
46,05,1
47,08,15
48,08,905
49,08,133
50,08,319
51,09,24
52,08,109
53,07,10
54,08,26
55,09,15
56,07,38
57,01,3
58,10,1
59,01,1
60,09,8
61,08,147
62,08,51
63,07,13
64,09,4
65,09,127
66,08,126
67,07,28
68,09,647
69,08,26
70,07,59
71,00,34
72,08,26
73,08,12
74,08,301
75,08,390
76,08,30
77,08,12
78,07,14
79,09,728
80,00,109
81,08,48
82,00,89
83,01,22
84,08,1
85,00,23
86,06,4
87,08,227
88,12,121
89,08,60
90,08,567
91,00,27
92,09,38
93,12,5
94,11,9
95,08,94
96,08,4
97,09,147
98,08,6
99,00,0
100,07,595
101,09,4
102,07,55
103,00,0
104,00,0
105,10,1
106,09,24
107,08,770
108,08,8
109,08,1
110,00,0
111,08,2
112,08,150
113,08,522
114,00,373
115,11,4
116,08,140
117,09,3
118,07,4
119,08,22
120,12,4
121,08,24
122,09,7
123,07,28
124,07,9
125,12,196
126,09,9
127,07,66
128,11,3
129,08,127
130,01,42
131,08,10
132,00,473
133,07,26
134,08,39
135,07,17
136,08,29
137,07,471
138,10,1127
139,07,7
140,08,844
141,07,981
142,08,821
143,08,592
144,12,235
145,09,103
146,08,59
147,07,6
148,00,328
149,09,17
150,07,9
151,07,321
152,08,81
153,08,7
154,00,2
155,09,15
156,09,6
157,08,33
158,08,384
159,08,31
160,07,25
161,12,1095
162,12,888
163,12,706
164,12,632
165,08,25
166,09,268
167,08,25
168,08,28
169,08,16
170,08,1067
171,08,19
172,07,2
173,07,39
174,12,19
175,08,8
176,07,2
177,07,29
178,07,21
179,08,62
180,08,9
181,08,224
182,08,20
183,12,5
184,10,2
185,09,11
186,09,965
187,10,5
188,08,61
189,08,55
190,09,8
191,08,14
192,11,12
193,07,20
194,06,2
195,11,19
196,12,37
197,08,32
198,07,107
199,00,0
200,09,20
201,00,1
202,11,6
203,07,6
204,06,1
205,07,21
206,08,19
207,00,1
208,08,10
209,08,62
210,08,31
211,12,257
212,07,10
213,07,9
214,12,3
215,10,11
216,08,23
217,10,17
218,07,14
219,06,7
220,08,33
221,12,5
222,09,7
223,08,126
224,09,187
225,08,102
226,08,138
227,08,25
228,07,41
229,08,718
230,12,729
231,08,663
232,09,95
233,08,420
234,11,765
235,08,24
236,08,1532
237,08,1324
238,08,864
239,08,734
240,10,2
241,08,81
242,08,14
243,07,95
244,08,152
245,07,5
246,09,465
247,08,61
248,07,7
249,08,522
250,09,11
251,07,4
252,07,6
253,03,1
254,08,38
255,00,268
256,00,170
257,08,30
258,08,20
259,08,17
260,07,79
261,12,143
262,07,733
263,08,719
