p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,1,0,0,2,3
1,01,0,0,0,2,2
1,02,0,0,0,3,3
1,03,0,0,0,3,3
1,04,1,0,0,2,3
1,05,1,0,0,0,1
1,06,0,0,0,3,3
1,07,2,0,0,2,4
1,08,0,0,0,0,0
1,09,0,0,0,2,2
1,10,0,0,0,1,1
1,11,0,0,0,10,10
1,12,0,0,0,4,4
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,1,1
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,1,0,0,19,20
3,01,0,0,0,25,25
3,02,0,0,0,12,12
3,03,0,0,0,6,6
3,04,1,0,0,11,12
3,05,0,0,0,16,16
3,06,0,0,0,38,38
3,07,2,2,0,75,79
3,08,1,1,0,99,101
3,09,0,0,0,69,69
3,10,1,1,0,62,64
3,11,1,3,0,56,60
3,12,1,2,0,46,49
4,00,16,0,0,87,103
4,01,7,0,0,62,69
4,02,9,0,0,66,75
4,03,4,0,0,33,37
4,04,5,0,0,40,45
4,05,6,0,0,51,57
4,06,13,0,0,99,112
4,07,18,0,0,143,161
4,08,24,0,0,218,242
4,09,31,0,0,268,299
4,10,23,0,0,194,217
4,11,20,0,0,126,146
4,12,19,0,0,111,130
5,00,0,0,0,1,1
5,01,0,0,0,1,1
5,02,0,0,0,2,2
5,03,0,0,0,2,2
5,04,0,0,0,0,0
5,05,0,0,0,3,3
5,06,0,0,0,4,4
5,07,0,0,0,8,8
5,08,0,0,0,12,12
5,09,0,0,0,10,10
5,10,0,0,0,7,7
5,11,1,0,0,4,5
5,12,0,0,0,5,5
6,00,0,0,0,8,8
6,01,0,0,0,3,3
6,02,0,0,0,3,3
6,03,0,0,0,2,2
6,04,0,0,0,0,0
6,05,0,0,0,3,3
6,06,0,0,0,16,16
6,07,0,0,0,11,11
6,08,0,0,0,17,17
6,09,1,0,0,14,15
6,10,0,0,0,16,16
6,11,0,0,0,12,12
6,12,0,0,0,12,12
7,00,20,37,0,193,250
7,01,14,10,0,116,140
7,02,16,8,0,74,98
7,03,15,6,0,64,85
7,04,15,9,0,94,118
7,05,20,6,0,154,180
7,06,30,9,0,212,251
7,07,67,38,0,387,492
7,08,33,41,0,411,485
7,09,31,40,0,344,415
7,10,16,30,0,256,302
7,11,14,34,0,212,260
7,12,18,47,0,211,276
8,00,0,0,0,2,2
8,01,0,0,0,0,0
8,02,1,0,0,1,2
8,03,0,0,0,1,1
8,04,0,0,0,0,0
8,05,0,0,0,0,0
8,06,0,0,0,1,1
8,07,0,0,0,3,3
8,08,2,0,0,3,5
8,09,0,0,0,8,8
8,10,0,0,0,3,3
8,11,0,0,0,1,1
8,12,0,0,0,0,0
9,00,0,0,0,17,17
9,01,0,0,0,6,6
9,02,0,0,0,5,5
9,03,0,1,0,7,8
9,04,0,1,0,14,15
9,05,0,0,0,19,19
9,06,0,0,0,23,23
9,07,0,0,0,42,42
9,08,0,0,0,48,48
9,09,1,2,0,34,37
9,10,0,0,0,28,28
9,11,0,1,0,29,30
9,12,0,0,0,31,31
10,00,2,0,0,31,33
10,01,1,0,0,23,24
10,02,4,0,0,20,24
10,03,1,0,0,19,20
10,04,3,0,0,31,34
10,05,2,0,0,55,57
10,06,6,1,0,106,113
10,07,8,0,0,172,180
10,08,6,2,0,174,182
10,09,3,4,0,127,134
10,10,4,4,0,100,108
10,11,3,1,0,61,65
10,12,5,0,0,55,60
11,00,0,0,0,11,11
11,01,0,0,0,8,8
11,02,0,0,0,7,7
11,03,0,0,0,2,2
11,04,0,0,0,10,10
11,05,0,0,0,12,12
11,06,0,0,0,26,26
11,07,0,2,0,66,68
11,08,2,2,0,62,66
11,09,1,1,0,42,44
11,10,0,0,0,42,42
11,11,0,0,0,28,28
11,12,1,2,0,25,28
12,00,1,0,0,0,1
12,01,0,0,0,3,3
12,02,0,0,0,2,2
12,03,0,0,0,0,0
12,04,0,0,0,0,0
12,05,1,0,0,0,1
12,06,0,0,0,0,0
12,07,1,0,0,1,2
12,08,4,0,0,3,7
12,09,2,0,0,2,4
12,10,0,0,0,1,1
12,11,4,0,0,2,6
