p_id,p_hour,sum
1,00,5
2,06,1
3,12,46
4,01,383
5,02,14
6,00,9
7,00,615
8,12,5
9,00,24
10,12,70
11,10,22
12,12,26
13,12,344
14,00,213
15,10,14
16,00,130
17,00,425
18,00,122
19,12,20
20,00,80
21,09,72
22,12,87
23,00,36
24,10,127
25,00,408
26,10,144
27,00,2
28,12,52
29,00,67
30,03,3
31,12,22
32,00,52
33,12,244
34,00,19
35,00,161
36,01,629
37,00,607
38,09,24
39,11,219
40,00,187
41,00,440
42,00,360
43,12,559
44,02,14
45,00,200
46,00,7
47,00,69
48,00,1551
49,00,371
50,00,324
51,00,75
52,12,95
53,11,37
54,00,27
55,10,50
56,10,84
57,00,9
58,09,8
59,11,5
60,00,64
61,00,698
62,12,137
63,00,125
64,00,16
65,12,226
66,12,162
67,12,49
68,00,933
69,00,158
70,11,62
71,11,141
72,00,164
73,12,37
74,12,342
75,11,333
76,00,265
77,00,92
78,00,86
79,01,3041
80,00,733
81,00,66
82,00,311
83,00,91
84,02,16
85,00,103
86,11,28
87,12,420
88,00,88
89,00,287
90,00,764
91,00,160
92,00,175
93,00,15
94,00,44
95,00,210
96,09,6
97,00,335
98,11,33
99,02,4
100,00,517
101,12,20
102,00,58
103,00,0
104,00,0
105,10,1
106,00,215
107,00,1147
108,11,38
109,00,15
110,11,1
111,09,4
112,00,555
113,00,666
114,00,1452
115,12,16
116,00,231
117,08,22
118,12,12
119,00,96
120,00,14
121,10,47
122,09,25
123,12,101
124,12,29
125,00,245
126,00,49
127,03,169
128,00,8
129,00,294
130,00,165
131,11,33
132,09,505
133,10,76
134,00,54
135,12,51
136,00,94
137,00,621
138,11,707
139,00,31
140,12,502
141,12,800
142,00,847
143,12,496
144,00,791
145,00,277
146,12,124
147,00,62
148,01,2592
149,11,65
150,01,92
151,12,365
152,00,99
153,00,23
154,12,5
155,00,75
156,10,24
157,11,67
158,01,874
159,00,106
160,00,55
161,12,898
162,12,792
163,12,675
164,00,957
165,12,101
166,12,321
167,00,95
168,00,129
169,00,109
170,12,970
171,12,46
172,00,12
173,00,87
174,00,85
175,12,24
176,00,7
177,00,161
178,09,43
179,00,174
180,00,35
181,00,772
182,11,54
183,00,27
184,02,10
185,12,51
186,12,940
187,09,14
188,00,266
189,00,314
190,00,28
191,11,54
192,00,35
193,10,46
194,11,2
195,00,73
196,11,79
197,04,138
198,00,236
199,00,0
200,12,41
201,00,16
202,00,24
203,11,37
204,00,5
205,11,78
206,00,42
207,11,1
208,01,69
209,00,114
210,00,89
211,00,452
212,00,56
213,00,101
214,10,11
215,11,66
216,01,109
217,12,70
218,11,50
219,10,49
220,00,92
221,00,19
222,12,43
223,00,249
224,11,209
225,00,395
226,11,215
227,10,58
228,00,141
229,12,614
230,00,1166
231,00,718
232,00,311
233,11,522
234,00,1226
235,00,119
236,12,1048
237,12,1002
238,10,708
239,12,954
240,00,22
241,00,108
242,00,76
243,00,200
244,00,310
245,02,36
246,12,814
247,00,136
248,01,56
249,00,1585
250,00,68
251,00,19
252,11,27
253,00,2
254,10,95
255,00,1028
256,00,841
257,12,65
258,00,80
259,11,70
260,01,190
261,12,319
262,11,543
263,00,641
