p_id,p_hour,ycount
1,00,0
2,00,0
3,00,0
4,01,241
5,00,0
6,01,1
7,02,105
8,00,1
9,02,2
10,06,3
11,00,1
12,12,16
13,12,255
14,03,3
15,00,0
16,00,1
17,01,42
18,06,2
19,00,0
20,00,0
21,02,1
22,00,1
23,00,0
24,11,83
25,00,49
26,05,2
27,00,0
28,07,6
29,02,2
30,00,0
31,00,0
32,04,1
33,00,37
34,01,4
35,01,1
36,01,56
37,02,115
38,02,4
39,02,2
40,00,20
41,09,82
42,00,42
43,12,371
44,00,0
45,00,73
46,00,0
47,08,2
48,00,1022
49,01,52
50,02,517
51,00,0
52,09,19
53,12,1
54,01,4
55,09,2
56,03,3
57,00,0
58,00,0
59,00,0
60,03,1
61,01,45
62,00,6
63,02,2
64,00,0
65,00,45
66,01,16
67,00,1
68,00,735
69,02,1
70,08,6
71,01,2
72,01,1
73,04,1
74,09,92
75,12,165
76,02,2
77,02,1
78,04,1
79,02,2249
80,02,106
81,00,0
82,02,20
83,02,9
84,00,0
85,02,3
86,00,0
87,00,218
88,11,73
89,01,5
90,01,528
91,03,3
92,00,3
93,01,6
94,07,1
95,07,9
96,00,0
97,00,48
98,00,0
99,00,0
100,00,365
101,00,0
102,03,1
103,00,0
104,00,0
105,00,0
106,01,29
107,00,864
108,00,0
109,00,0
110,00,0
111,04,1
112,01,71
113,11,413
114,02,726
115,00,0
116,02,42
117,05,1
118,00,0
119,03,2
120,03,3
121,00,0
122,04,1
123,00,3
124,01,2
125,01,144
126,02,1
127,00,5
128,07,1
129,04,38
130,12,4
131,05,1
132,00,423
133,01,3
134,01,2
135,01,1
136,00,1
137,00,375
138,11,465
139,00,0
140,11,394
141,11,625
142,12,653
143,11,315
144,00,510
145,00,53
146,00,35
147,02,1
148,02,1301
149,07,1
150,05,1
151,12,279
152,00,35
153,04,1
154,00,0
155,01,1
156,00,0
157,01,4
158,03,502
159,01,2
160,02,2
161,12,726
162,00,577
163,12,569
164,01,702
165,02,2
166,12,105
167,04,2
168,01,8
169,03,2
170,00,847
171,00,0
172,00,0
173,01,3
174,00,0
175,00,0
176,00,0
177,03,5
178,02,1
179,00,36
180,03,2
181,00,88
182,02,1
183,04,2
184,00,0
185,02,2
186,11,622
187,00,0
188,01,10
189,01,29
190,09,5
191,07,1
192,00,0
193,01,11
194,10,4
195,00,2
196,06,6
197,00,1
198,02,10
199,00,0
200,00,1
201,00,0
202,09,5
203,11,1
204,00,0
205,00,0
206,00,0
207,00,1
208,00,0
209,00,51
210,02,2
211,00,225
212,00,0
213,03,2
214,01,1
215,07,1
216,05,3
217,00,7
218,00,1
219,11,2
220,02,3
221,00,0
222,00,0
223,00,34
224,00,132
225,01,29
226,07,58
227,01,3
228,04,22
229,00,488
230,00,737
231,00,490
232,02,134
233,00,375
234,01,703
235,07,3
236,12,948
237,12,881
238,10,490
239,11,696
240,00,0
241,00,2
242,00,1
243,01,12
244,00,32
245,00,0
246,12,713
247,12,7
248,02,2
249,02,939
250,00,0
251,00,0
252,04,1
253,00,0
254,12,1
255,00,225
256,02,141
257,00,2
258,00,2
259,04,1
260,08,26
261,12,173
262,10,429
263,11,500
