p_id,p_hour,gcount
1,00,0
2,00,0
3,00,1
4,00,0
5,00,0
6,00,0
7,00,100
8,00,0
9,01,1
10,02,1
11,11,1
12,00,0
13,00,0
14,09,2
15,11,1
16,07,1
17,08,47
18,08,7
19,09,1
20,11,5
21,08,1
22,12,1
23,00,0
24,09,14
25,00,66
26,00,0
27,00,0
28,12,5
29,12,3
30,00,0
31,00,1
32,11,2
33,09,83
34,08,4
35,00,4
36,00,23
37,00,40
38,07,1
39,08,3
40,09,43
41,08,149
42,08,162
43,09,31
44,00,0
45,00,0
46,00,0
47,08,12
48,00,0
49,08,61
50,00,0
51,06,1
52,10,32
53,07,1
54,08,7
55,09,5
56,09,13
57,00,0
58,00,0
59,00,0
60,11,3
61,09,51
62,08,10
63,00,3
64,00,0
65,11,51
66,08,60
67,11,2
68,00,0
69,08,13
70,06,5
71,00,2
72,00,2
73,10,1
74,08,165
75,11,140
76,02,5
77,01,2
78,10,7
79,00,0
80,00,63
81,07,1
82,10,85
83,00,20
84,00,0
85,01,5
86,00,0
87,00,0
88,00,0
89,09,7
90,00,0
91,02,2
92,00,23
93,03,1
94,11,5
95,01,46
96,00,0
97,00,111
98,12,1
99,00,0
100,00,0
101,00,0
102,00,0
103,00,0
104,00,0
105,00,0
106,00,14
107,00,0
108,00,0
109,00,0
110,00,0
111,00,0
112,00,66
113,00,0
114,00,0
115,00,0
116,08,98
117,00,0
118,00,0
119,08,8
120,01,1
121,12,8
122,06,1
123,06,1
124,07,1
125,00,0
126,10,6
127,07,20
128,08,1
129,04,77
130,01,34
131,07,1
132,08,2
133,09,5
134,11,22
135,09,4
136,09,5
137,00,0
138,08,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,10,1
145,09,56
146,11,17
147,07,4
148,00,0
149,11,2
150,06,1
151,00,0
152,10,42
153,08,4
154,00,0
155,00,0
156,00,0
157,08,4
158,00,0
159,08,19
160,00,0
161,00,0
162,00,0
163,00,0
164,00,0
165,09,3
166,09,138
167,08,8
168,08,13
169,08,11
170,00,0
171,00,1
172,00,0
173,00,9
174,12,9
175,00,0
176,00,0
177,00,7
178,07,1
179,10,13
180,01,1
181,00,143
182,07,16
183,08,3
184,08,4
185,09,5
186,00,0
187,00,0
188,08,18
189,00,26
190,08,8
191,09,2
192,11,2
193,06,6
194,00,0
195,11,5
196,11,24
197,09,4
198,08,2
199,00,0
200,07,3
201,03,1
202,10,3
203,07,1
204,00,0
205,01,1
206,00,0
207,12,1
208,08,2
209,00,0
210,08,16
211,00,0
212,08,4
213,07,4
214,00,0
215,00,1
216,04,3
217,12,8
218,06,2
219,00,0
220,08,6
221,08,1
222,11,1
223,08,53
224,00,0
225,00,20
226,10,32
227,05,1
228,07,9
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,07,10
236,08,14
237,00,0
238,00,0
239,00,0
240,08,1
241,08,13
242,09,11
243,07,28
244,10,66
245,08,1
246,00,0
247,12,18
248,08,3
249,00,0
250,12,5
251,00,0
252,00,0
253,10,1
254,01,2
255,00,237
256,00,87
257,00,5
258,05,2
259,08,1
260,00,46
261,00,0
262,09,2
263,10,5
