p_id,p_hour,ycount
1,06,1
2,00,0
3,10,1
4,07,47
5,00,0
6,00,0
7,07,45
8,06,1
9,00,0
10,07,8
11,00,0
12,08,7
13,08,278
14,04,1
15,08,1
16,07,1
17,00,5
18,09,1
19,12,1
20,00,0
21,09,1
22,08,1
23,00,0
24,07,76
25,08,19
26,01,1
27,00,0
28,06,2
29,08,1
30,00,0
31,00,0
32,08,1
33,07,41
34,00,0
35,09,2
36,00,3
37,00,3
38,10,1
39,06,1
40,08,33
41,08,101
42,07,71
43,08,391
44,00,0
45,12,36
46,00,0
47,08,3
48,09,593
49,00,11
50,09,171
51,11,1
52,08,33
53,09,1
54,08,6
55,07,2
56,08,2
57,00,0
58,00,0
59,00,0
60,00,0
61,01,5
62,10,2
63,09,2
64,12,1
65,07,30
66,08,16
67,00,0
68,08,443
69,08,3
70,08,5
71,00,1
72,08,1
73,00,0
74,07,130
75,07,182
76,05,1
77,09,2
78,00,0
79,08,345
80,01,10
81,00,0
82,06,9
83,06,4
84,00,0
85,00,1
86,00,0
87,08,141
88,12,87
89,11,2
90,09,313
91,02,1
92,00,1
93,11,4
94,06,1
95,08,7
96,00,0
97,07,12
98,07,1
99,00,0
100,08,482
101,12,1
102,10,2
103,00,0
104,00,0
105,00,0
106,00,4
107,08,482
108,10,2
109,00,0
110,00,0
111,00,0
112,00,7
113,08,287
114,00,169
115,00,0
116,07,35
117,00,0
118,00,0
119,06,1
120,00,0
121,00,0
122,01,1
123,07,2
124,09,1
125,11,109
126,12,1
127,00,2
128,07,1
129,06,12
130,05,2
131,03,1
132,12,293
133,06,2
134,05,1
135,07,6
136,00,1
137,08,326
138,10,616
139,00,1
140,08,579
141,08,597
142,08,507
143,08,315
144,00,104
145,09,24
146,12,18
147,10,1
148,00,192
149,00,0
150,08,1
151,08,223
152,07,28
153,00,0
154,09,1
155,11,1
156,00,0
157,10,3
158,08,178
159,05,2
160,01,1
161,12,777
162,12,664
163,11,488
164,11,422
165,08,2
166,08,107
167,04,1
168,01,3
169,09,1
170,08,756
171,10,1
172,00,0
173,02,1
174,06,1
175,07,1
176,00,0
177,12,1
178,09,1
179,07,18
180,06,1
181,08,19
182,08,3
183,09,1
184,00,0
185,00,0
186,07,724
187,00,0
188,12,3
189,00,2
190,00,2
191,08,1
192,00,1
193,07,12
194,07,1
195,00,1
196,06,4
197,09,1
198,00,1
199,00,0
200,00,0
201,00,0
202,10,1
203,05,2
204,00,0
205,09,1
206,00,0
207,09,1
208,09,1
209,08,37
210,09,1
211,11,118
212,00,0
213,08,1
214,00,1
215,05,2
216,04,2
217,00,5
218,05,1
219,05,2
220,00,2
221,05,1
222,00,0
223,06,14
224,07,95
225,02,2
226,07,67
227,00,0
228,01,2
229,08,516
230,09,505
231,08,337
232,09,27
233,08,339
234,12,557
235,05,1
236,08,1000
237,12,897
238,08,475
239,08,540
240,00,0
241,00,1
242,11,2
243,00,6
244,08,32
245,00,0
246,12,310
247,09,3
248,08,1
249,08,279
250,00,0
251,00,0
252,00,0
253,05,1
254,00,0
255,00,15
256,00,13
257,09,2
258,02,1
259,09,1
260,06,15
261,11,103
262,07,375
263,08,387
