p_id,p_hour,gcount
1,00,0
2,00,0
3,11,3
4,00,0
5,09,1
6,00,0
7,09,46
8,00,0
9,09,1
10,06,3
11,06,1
12,00,0
13,11,1
14,12,9
15,09,2
16,10,2
17,09,11
18,11,6
19,10,2
20,12,7
21,11,5
22,05,3
23,00,0
24,08,9
25,11,25
26,12,8
27,00,0
28,08,3
29,10,4
30,12,1
31,08,1
32,09,5
33,08,45
34,09,1
35,09,7
36,00,3
37,07,5
38,04,1
39,08,11
40,08,17
41,09,99
42,08,54
43,09,18
44,00,0
45,00,0
46,00,0
47,08,5
48,00,0
49,09,18
50,10,1
51,06,5
52,10,21
53,08,1
54,09,2
55,08,7
56,08,8
57,10,1
58,00,0
59,00,0
60,08,3
61,09,19
62,08,6
63,00,1
64,09,1
65,12,24
66,08,34
67,07,1
68,00,0
69,08,8
70,10,5
71,07,8
72,09,9
73,11,2
74,09,129
75,08,121
76,08,11
77,09,7
78,09,7
79,00,0
80,00,10
81,07,4
82,00,37
83,10,9
84,10,1
85,08,5
86,06,1
87,00,0
88,00,0
89,10,7
90,00,0
91,08,8
92,11,11
93,12,3
94,08,3
95,12,33
96,00,0
97,12,30
98,07,1
99,00,0
100,08,1
101,11,2
102,11,2
103,00,0
104,00,0
105,00,0
106,09,5
107,00,0
108,08,3
109,00,0
110,00,0
111,00,0
112,01,14
113,00,0
114,00,0
115,00,0
116,08,37
117,10,2
118,00,0
119,07,5
120,01,1
121,11,4
122,07,2
123,09,5
124,06,4
125,07,1
126,00,4
127,07,7
128,07,1
129,04,37
130,08,18
131,12,3
132,09,1
133,12,3
134,12,11
135,10,2
136,09,7
137,08,1
138,07,1
139,05,1
140,00,0
141,07,1
142,06,1
143,10,1
144,00,0
145,08,26
146,12,10
147,11,5
148,00,0
149,09,5
150,08,3
151,00,0
152,09,14
153,08,2
154,00,0
155,09,4
156,00,0
157,10,3
158,00,0
159,09,5
160,08,2
161,00,0
162,09,1
163,12,1
164,09,1
165,07,6
166,08,61
167,10,7
168,11,5
169,06,3
170,08,1
171,07,2
172,00,0
173,09,6
174,11,8
175,09,2
176,00,0
177,07,5
178,02,1
179,10,9
180,12,3
181,11,29
182,08,11
183,11,3
184,00,0
185,07,3
186,06,2
187,00,0
188,12,7
189,11,5
190,09,4
191,10,3
192,11,4
193,08,7
194,09,1
195,12,2
196,11,13
197,09,3
198,11,2
199,00,0
200,06,2
201,00,0
202,01,1
203,11,2
204,00,0
205,08,5
206,00,0
207,00,0
208,10,4
209,00,0
210,09,6
211,00,0
212,11,6
213,07,6
214,00,0
215,06,2
216,12,5
217,00,2
218,06,3
219,08,2
220,10,5
221,00,0
222,08,5
223,10,28
224,00,0
225,09,10
226,09,13
227,10,3
228,08,5
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,09,5
236,09,10
237,00,0
238,00,0
239,00,0
240,09,1
241,08,2
242,11,12
243,08,15
244,12,42
245,12,1
246,00,0
247,08,5
248,09,5
249,00,0
250,06,1
251,00,0
252,12,2
253,00,0
254,08,4
255,00,26
256,00,8
257,09,5
258,07,1
259,11,3
260,09,19
261,00,0
262,00,0
263,09,7
