p_id,p_hour,sum
1,00,6
2,00,0
3,12,55
4,00,315
5,09,10
6,08,8
7,00,546
8,05,3
9,09,19
10,10,68
11,09,32
12,12,22
13,12,306
14,00,147
15,11,22
16,00,76
17,00,324
18,10,107
19,09,24
20,00,73
21,10,75
22,11,93
23,10,21
24,11,156
25,00,370
26,09,46
27,02,2
28,10,56
29,11,42
30,01,2
31,11,17
32,09,58
33,12,222
34,00,38
35,12,177
36,01,554
37,00,595
38,12,24
39,10,263
40,00,129
41,00,406
42,00,380
43,12,428
44,00,9
45,00,179
46,00,6
47,12,74
48,00,1357
49,00,328
50,01,432
51,00,113
52,00,77
53,00,40
54,08,25
55,11,58
56,09,118
57,11,8
58,08,7
59,01,5
60,10,54
61,00,567
62,12,131
63,11,106
64,09,21
65,00,219
66,12,158
67,11,48
68,00,837
69,00,136
70,09,59
71,11,143
72,10,177
73,09,35
74,09,343
75,12,402
76,11,299
77,09,100
78,00,94
79,01,2436
80,00,602
81,09,75
82,00,247
83,00,64
84,01,24
85,12,103
86,09,22
87,12,360
88,00,142
89,12,215
90,00,642
91,10,167
92,00,149
93,00,12
94,11,49
95,12,182
96,10,7
97,00,318
98,12,28
99,10,4
100,00,591
101,08,22
102,09,61
103,00,0
104,00,0
105,00,1
106,00,175
107,00,858
108,12,43
109,01,16
110,00,0
111,00,6
112,00,488
113,00,650
114,00,1044
115,09,22
116,09,222
117,12,21
118,12,22
119,10,114
120,12,16
121,10,55
122,08,37
123,00,51
124,12,26
125,00,293
126,09,53
127,00,142
128,08,9
129,09,252
130,00,186
131,12,39
132,00,831
133,11,53
134,12,54
135,11,38
136,00,61
137,00,605
138,10,687
139,11,36
140,12,442
141,12,718
142,12,821
143,12,486
144,00,894
145,11,320
146,10,117
147,09,54
148,01,2120
149,10,53
150,00,46
151,12,349
152,11,189
153,09,20
154,12,5
155,12,87
156,10,32
157,09,70
158,01,726
159,11,96
160,08,56
161,12,759
162,12,756
163,12,630
164,00,962
165,09,56
166,12,512
167,10,91
168,10,115
169,09,113
170,12,789
171,00,58
172,12,10
173,04,81
174,08,90
175,12,33
176,08,12
177,00,132
178,08,15
179,10,129
180,01,49
181,12,504
182,11,69
183,00,24
184,00,7
185,09,73
186,12,809
187,11,18
188,11,230
189,01,182
190,09,57
191,10,65
192,10,42
193,12,42
194,12,9
195,00,95
196,12,91
197,09,89
198,00,191
199,00,0
200,12,43
201,01,10
202,12,22
203,11,42
204,00,7
205,11,96
206,09,50
207,12,4
208,00,75
209,00,149
210,00,110
211,00,421
212,01,57
213,11,124
214,11,14
215,09,81
216,08,119
217,00,31
218,09,58
219,09,43
220,12,87
221,12,29
222,11,43
223,00,210
224,10,226
225,12,323
226,11,218
227,09,65
228,00,160
229,12,537
230,00,1079
231,00,727
232,00,282
233,12,495
234,00,1160
235,11,112
236,12,1016
237,12,1048
238,12,717
239,12,792
240,00,24
241,08,91
242,00,74
243,00,189
244,12,268
245,01,38
246,12,566
247,00,110
248,10,58
249,00,1408
250,09,51
251,11,18
252,11,37
253,08,2
254,11,114
255,00,858
256,01,659
257,09,93
258,09,87
259,09,89
260,00,172
261,12,225
262,11,470
263,12,597
