p_id,p_hour,ycount
1,06,1
2,00,0
3,02,1
4,02,188
5,00,0
6,00,0
7,03,110
8,05,1
9,00,0
10,00,3
11,03,1
12,12,15
13,11,255
14,03,5
15,00,1
16,04,2
17,01,43
18,01,3
19,00,0
20,03,2
21,02,1
22,03,4
23,00,0
24,10,99
25,00,51
26,00,2
27,00,0
28,04,3
29,04,2
30,00,0
31,00,0
32,03,1
33,12,41
34,00,2
35,05,3
36,01,65
37,02,83
38,00,0
39,01,1
40,09,30
41,09,104
42,08,75
43,12,404
44,00,0
45,02,100
46,00,0
47,02,1
48,00,1197
49,00,55
50,12,260
51,00,2
52,09,37
53,01,1
54,01,3
55,02,1
56,00,3
57,00,0
58,00,0
59,00,0
60,01,1
61,00,45
62,01,4
63,01,1
64,00,0
65,00,60
66,00,20
67,01,2
68,00,837
69,01,4
70,07,12
71,00,1
72,07,1
73,03,1
74,08,103
75,09,212
76,00,2
77,04,3
78,01,1
79,01,2213
80,01,129
81,00,1
82,04,25
83,07,10
84,00,0
85,03,3
86,00,0
87,12,187
88,00,91
89,00,11
90,12,634
91,04,1
92,05,4
93,07,5
94,02,1
95,04,13
96,06,1
97,00,91
98,02,1
99,00,0
100,00,405
101,00,0
102,02,1
103,00,0
104,00,0
105,00,0
106,00,31
107,00,953
108,04,1
109,00,0
110,00,0
111,05,1
112,00,104
113,12,515
114,01,893
115,04,1
116,08,49
117,00,0
118,00,0
119,00,1
120,01,2
121,02,2
122,10,1
123,03,2
124,06,1
125,00,199
126,04,3
127,01,11
128,01,1
129,04,38
130,04,3
131,03,1
132,00,355
133,02,5
134,01,5
135,01,2
136,03,2
137,00,395
138,12,404
139,00,0
140,12,460
141,12,737
142,12,738
143,10,370
144,00,572
145,01,59
146,01,26
147,02,3
148,02,1504
149,04,1
150,04,1
151,12,311
152,01,45
153,08,2
154,00,0
155,03,1
156,00,0
157,09,3
158,03,769
159,07,3
160,02,3
161,12,876
162,12,753
163,12,681
164,00,823
165,08,3
166,12,162
167,01,2
168,03,17
169,02,2
170,12,966
171,02,1
172,00,0
173,04,3
174,01,1
175,00,0
176,00,0
177,02,4
178,01,1
179,09,47
180,03,1
181,00,138
182,09,3
183,00,0
184,01,1
185,01,1
186,12,1045
187,00,0
188,02,11
189,01,40
190,00,2
191,03,1
192,07,1
193,08,16
194,10,3
195,01,6
196,01,11
197,05,3
198,01,6
199,00,0
200,01,2
201,00,0
202,12,3
203,00,0
204,00,0
205,00,0
206,00,1
207,09,1
208,04,1
209,12,55
210,00,0
211,00,276
212,05,2
213,04,1
214,00,0
215,07,1
216,01,2
217,01,13
218,00,0
219,08,2
220,01,3
221,10,2
222,00,1
223,00,43
224,11,164
225,02,21
226,07,73
227,10,3
228,01,7
229,12,525
230,00,903
231,00,480
232,01,150
233,11,409
234,00,883
235,03,3
236,12,1037
237,12,984
238,10,592
239,12,851
240,00,0
241,07,1
242,03,2
243,01,19
244,10,49
245,00,0
246,12,440
247,08,6
248,03,2
249,01,1028
250,04,1
251,00,0
252,00,0
253,00,0
254,02,1
255,00,291
256,00,190
257,00,3
258,03,3
259,00,1
260,08,52
261,12,166
262,10,482
263,12,559
