p_id,ycount,gcount,hfcount,fcount,sum
1,2,0,0,30,32
2,0,0,0,1,1
3,3,8,0,435,446
4,162,0,0,1410,1572
5,1,0,0,60,61
6,0,0,0,85,85
7,212,265,0,2234,2711
8,0,0,0,14,14
9,0,7,0,221,228
10,34,19,0,712,765
11,3,7,0,289,299
12,38,0,0,58,96
13,1137,0,0,1528,2665
14,11,30,0,1200,1241
15,3,1,0,179,183
16,4,6,0,382,392
17,14,53,0,1960,2027
18,6,16,0,964,986
19,5,10,0,200,215
20,2,8,0,578,588
21,7,27,0,670,704
22,5,11,0,793,809
23,0,0,0,250,250
24,372,38,0,437,847
25,81,129,0,1154,1364
26,5,21,0,1124,1150
27,0,0,0,3,3
28,12,11,0,474,497
29,1,16,0,491,508
30,0,0,0,3,3
31,0,3,0,118,121
32,2,15,0,500,517
33,165,227,0,1141,1533
34,2,4,0,159,165
35,8,41,0,1264,1313
36,11,10,0,1495,1516
37,16,26,0,2271,2313
38,4,6,0,201,211
39,9,59,0,1928,1996
40,91,51,0,608,750
41,416,432,0,1567,2415
42,193,313,0,2220,2726
43,1444,87,0,861,2392
44,0,0,0,54,54
45,194,0,0,524,718
46,0,0,0,25,25
47,4,19,0,777,800
48,3421,1,0,3615,7037
49,19,78,0,1571,1668
50,1071,0,0,1755,2826
51,7,27,0,622,656
52,108,86,0,329,523
53,2,5,0,310,317
54,5,4,0,171,180
55,2,33,0,504,539
56,6,25,0,682,713
57,0,3,0,34,37
58,0,0,0,58,58
59,0,0,0,45,45
60,0,4,0,461,465
61,21,108,0,3445,3574
62,8,38,0,975,1021
63,4,14,0,709,727
64,2,1,0,127,130
65,135,129,0,1026,1290
66,54,140,0,985,1179
67,1,5,0,402,408
68,2128,0,0,2730,4858
69,7,36,0,1352,1395
70,15,10,0,585,610
71,6,31,0,1012,1049
72,4,25,0,1345,1374
73,1,0,0,276,277
74,462,650,0,1743,2855
75,926,587,0,1631,3144
76,20,66,0,2095,2181
77,4,22,0,612,638
78,5,22,0,877,904
79,2007,0,0,3710,5717
80,24,46,0,1499,1569
81,5,13,0,607,625
82,36,263,0,1209,1508
83,22,28,0,434,484
84,0,0,0,60,60
85,3,14,0,619,636
86,0,5,0,279,284
87,800,0,0,1396,2196
88,344,0,0,545,889
89,22,52,0,1890,1964
90,1775,0,0,2065,3840
91,7,36,0,1213,1256
92,7,60,0,1045,1112
93,10,5,0,65,80
94,2,7,0,400,409
95,22,168,0,1258,1448
96,0,1,0,54,55
97,64,161,0,1356,1581
98,4,3,0,224,231
99,0,0,0,9,9
100,2829,0,0,1689,4518
101,3,3,0,190,196
102,2,3,0,518,523
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,11,18,0,409,438
107,2473,0,0,2912,5385
108,3,10,0,347,360
109,0,0,0,111,111
110,0,0,0,1,1
111,0,0,0,17,17
112,17,27,0,1722,1766
113,1623,0,0,1889,3512
114,870,0,0,1406,2276
115,0,0,0,148,148
116,154,170,0,1241,1565
117,1,2,0,232,235
118,0,0,0,155,155
119,9,19,0,906,934
