p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,35,35
2,0,0,0,0,0
3,4,12,0,455,471
4,170,0,0,1448,1618
5,0,0,0,62,62
6,0,0,0,100,100
7,250,312,0,2141,2703
8,0,0,0,16,16
9,4,5,0,219,228
10,43,22,0,776,841
11,6,10,0,274,290
12,38,0,0,28,66
13,1239,0,0,1432,2671
14,17,45,0,1148,1210
15,1,4,0,191,196
16,2,8,0,436,446
17,18,72,0,1986,2076
18,2,27,0,988,1017
19,3,7,0,200,210
20,4,15,0,562,581
21,10,23,0,652,685
22,6,24,0,806,836
23,1,0,0,337,338
24,370,20,0,457,847
25,76,119,0,1276,1471
26,13,38,0,1252,1303
27,0,0,0,2,2
28,13,18,0,464,495
29,4,14,0,431,449
30,0,0,0,3,3
31,0,3,0,109,112
32,10,22,0,534,566
33,150,249,0,1120,1519
34,1,2,0,180,183
35,17,53,0,1321,1391
36,5,18,0,1418,1441
37,17,27,0,2270,2314
38,3,8,0,221,232
39,28,66,0,1916,2010
40,82,49,0,618,749
41,397,370,0,1477,2244
42,170,324,0,2161,2655
43,1581,88,0,876,2545
44,1,0,0,54,55
45,162,0,0,545,707
46,0,1,0,25,26
47,9,15,0,814,838
48,3633,0,0,3563,7196
49,38,74,0,1636,1748
50,940,2,0,1781,2723
51,10,45,0,642,697
52,84,94,0,294,472
53,1,5,0,380,386
54,6,7,0,213,226
55,12,55,0,466,533
56,7,26,0,797,830
57,0,0,0,32,32
58,0,0,0,83,83
59,0,1,0,38,39
60,3,9,0,494,506
61,34,125,0,3452,3611
62,14,33,0,919,966
63,4,14,0,696,714
64,2,2,0,165,169
65,151,121,0,1186,1458
66,64,125,0,906,1095
67,2,10,0,438,450
68,2275,0,0,2644,4919
69,14,51,0,1437,1502
70,20,5,0,658,683
71,15,38,0,964,1017
72,14,33,0,1392,1439
73,1,2,0,291,294
74,481,698,0,1786,2965
75,931,556,0,1731,3218
76,27,78,0,2087,2192
77,3,22,0,591,616
78,7,30,0,931,968
79,1996,0,0,3452,5448
80,19,29,0,1450,1498
81,7,23,0,623,653
