p_id,p_hour,fcount
1,11,11
2,00,2
3,10,7
4,00,76
5,00,1
6,00,4
7,00,105
8,00,0
9,01,5
10,01,11
11,09,5
12,01,9
13,12,88
14,00,38
15,01,3
16,02,29
17,00,87
18,00,18
19,11,5
20,01,12
21,01,11
22,00,15
23,00,4
24,10,24
25,00,63
26,10,18
27,04,1
28,12,15
29,00,8
30,07,1
31,12,6
32,04,8
33,00,51
34,12,7
35,00,24
36,01,142
37,00,155
38,00,5
39,00,27
40,00,26
41,00,79
42,00,77
43,11,25
44,01,4
45,01,46
46,00,0
47,01,8
48,00,199
49,00,69
50,11,78
51,10,61
52,00,18
53,00,11
54,12,12
55,02,6
56,11,38
57,02,2
58,00,4
59,01,1
60,00,8
61,00,146
62,11,26
63,02,19
64,00,4
65,10,35
66,00,24
67,11,11
68,00,156
69,00,19
70,09,34
71,12,22
72,01,26
73,11,11
74,12,46
75,09,29
76,00,28
77,00,11
78,01,11
79,00,382
80,02,113
81,10,37
82,00,52
83,00,14
84,02,4
85,03,15
86,01,1
87,12,78
88,00,28
89,00,40
90,00,87
91,00,23
92,02,32
93,01,15
94,01,8
95,00,60
96,09,2
97,11,40
98,01,10
99,02,1
100,00,57
101,06,5
102,00,37
103,00,0
104,00,0
105,00,0
106,00,44
107,00,151
108,02,6
109,00,4
110,00,0
111,00,1
112,00,94
113,00,130
114,00,155
115,01,4
116,01,36
117,06,2
118,00,4
119,02,11
120,02,2
121,12,15
122,00,4
123,01,14
124,11,4
125,00,50
126,01,5
127,01,43
128,07,2
129,11,70
130,00,23
131,00,7
132,07,292
133,11,15
134,00,16
135,11,10
136,01,24
137,00,71
138,10,239
139,07,3
140,12,65
141,11,97
142,00,102
143,12,71
144,00,96
145,00,51
146,11,18
147,01,6
148,02,277
149,12,10
150,01,13
151,11,46
152,00,20
153,12,7
154,00,1
155,00,9
156,09,5
157,12,34
158,01,162
159,00,14
160,00,24
161,12,112
162,11,103
163,12,117
164,00,159
165,09,15
166,11,39
167,02,7
168,00,18
169,02,19
170,00,146
171,02,11
172,10,2
173,10,37
174,00,13
175,02,5
176,03,2
177,10,38
178,00,9
179,00,24
180,00,8
181,00,132
182,01,11
183,00,5
184,11,4
185,11,9
186,12,164
187,02,7
188,12,46
189,01,46
190,02,15
191,00,10
192,12,12
193,11,7
194,00,0
195,00,28
196,12,15
197,02,26
198,01,125
199,00,0
200,12,10
201,01,2
202,00,7
203,10,4
204,00,1
205,12,8
206,12,12
207,12,2
208,00,11
209,00,32
210,00,8
211,00,78
212,00,5
213,00,8
214,10,3
215,10,9
216,01,18
217,11,9
218,07,5
219,10,4
220,00,20
221,11,6
222,11,6
223,01,45
224,10,37
225,10,74
226,12,80
227,11,18
228,01,38
229,12,84
230,00,188
231,00,198
232,00,39
233,11,82
234,00,168
235,01,14
236,12,116
237,12,116
238,11,80
239,00,105
240,05,3
241,00,55
242,02,10
243,00,49
244,01,71
245,01,10
246,12,116
247,01,15
248,00,8
249,00,234
250,03,6
251,00,5
252,08,4
253,00,3
254,10,27
255,00,227
256,00,164
257,10,24
258,01,15
259,10,11
260,00,38
261,11,34
262,12,62
263,00,68
