p_id,p_hour,gcount
1,00,0
2,00,0
3,08,1
4,00,0
5,00,0
6,00,0
7,00,122
8,10,1
9,00,0
10,06,1
11,00,0
12,00,0
13,00,0
14,10,2
15,00,0
16,05,1
17,00,25
18,00,4
19,00,0
20,00,3
21,00,0
22,09,1
23,00,0
24,09,12
25,01,32
26,00,0
27,00,0
28,08,3
29,04,1
30,00,0
31,08,1
32,08,2
33,08,44
34,09,2
35,00,4
36,00,18
37,00,21
38,02,1
39,02,4
40,09,21
41,10,99
42,09,72
43,11,29
44,00,0
45,00,0
46,01,1
47,08,4
48,00,0
49,09,52
50,00,0
51,12,2
52,09,30
53,12,1
54,09,5
55,07,3
56,09,4
57,00,0
58,00,0
59,00,0
60,10,2
61,01,39
62,02,6
63,07,1
64,00,0
65,09,25
66,08,47
67,11,1
68,00,0
69,11,10
70,11,5
71,05,2
72,12,3
73,00,1
74,08,127
75,09,122
76,00,2
77,00,2
78,10,8
79,00,0
80,00,47
81,00,1
82,00,74
83,01,18
84,00,0
85,00,4
86,00,0
87,00,0
88,00,0
89,00,11
90,00,0
91,07,2
92,01,21
93,09,2
94,00,3
95,00,46
96,11,1
97,09,46
98,00,0
99,00,0
100,00,0
101,00,0
102,08,1
103,00,0
104,00,0
105,00,0
106,00,10
107,00,0
108,00,0
109,00,0
110,00,0
111,00,0
112,00,56
113,00,0
114,00,0
115,00,0
116,08,43
117,07,1
118,00,0
119,06,3
120,09,2
121,11,2
122,00,0
123,07,1
124,00,0
125,00,0
126,04,2
127,09,12
128,08,1
129,04,98
130,00,26
131,10,2
132,07,1
133,01,2
134,08,10
135,09,3
136,11,3
137,00,0
138,09,1
139,11,1
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,10,28
146,09,15
147,07,2
148,00,0
149,00,0
150,09,1
151,00,0
152,09,23
153,11,5
154,00,0
155,00,2
156,00,0
157,00,4
158,00,0
159,11,9
160,00,1
161,00,0
162,00,0
163,00,0
164,00,0
165,10,1
166,09,79
167,06,3
168,11,8
169,09,5
170,00,0
171,09,1
172,00,0
173,00,16
174,00,6
175,00,0
176,00,0
177,01,5
178,07,1
179,00,17
180,00,0
181,00,50
182,08,4
183,10,3
184,09,2
185,09,3
186,00,0
187,00,0
188,00,12
189,10,13
190,08,2
191,06,1
192,11,3
193,11,7
194,00,0
195,12,8
196,12,24
197,09,4
198,01,3
199,00,0
200,07,1
201,00,0
202,08,4
203,00,0
204,00,0
205,07,1
206,00,0
207,00,0
208,00,1
209,00,0
210,08,6
211,00,0
212,00,3
213,10,4
214,00,0
215,04,1
216,05,4
217,11,6
218,06,1
219,07,1
220,11,6
221,00,0
222,00,0
223,11,36
224,00,0
225,00,18
226,12,28
227,00,2
228,00,10
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,08,4
236,09,17
237,00,0
238,00,0
239,00,0
240,01,1
241,07,2
242,11,6
243,08,16
244,12,55
245,00,0
246,00,0
247,00,17
248,12,3
249,00,0
250,11,3
251,00,0
252,00,0
253,09,1
254,00,1
255,00,137
256,00,77
257,00,5
258,01,1
259,01,1
260,00,43
261,00,0
262,09,2
263,09,7
