p_id,p_hour,ycount
1,11,1
2,00,1
3,00,0
4,09,64
5,00,0
6,00,0
7,00,47
8,05,1
9,00,0
10,06,6
11,00,0
12,12,15
13,08,314
14,00,2
15,00,0
16,00,0
17,00,12
18,06,1
19,00,0
20,00,0
21,00,0
22,01,1
23,00,0
24,08,76
25,07,29
26,02,1
27,00,0
28,08,3
29,00,0
30,00,0
31,00,0
32,00,0
33,06,47
34,00,2
35,10,1
36,01,14
37,00,17
38,00,0
39,11,1
40,08,31
41,07,70
42,07,45
43,12,283
44,00,0
45,11,46
46,00,0
47,00,1
48,08,662
49,00,10
50,09,307
51,00,0
52,08,40
53,00,0
54,07,4
55,00,0
56,00,3
57,00,0
58,00,0
59,00,0
60,00,1
61,00,12
62,00,1
63,08,1
64,00,0
65,08,33
66,07,11
67,01,1
68,09,467
69,00,1
70,00,5
71,02,2
72,02,2
73,00,0
74,07,82
75,08,137
76,01,1
77,00,0
78,00,0
79,09,419
80,00,32
81,00,0
82,01,12
83,06,6
84,00,0
85,01,2
86,00,0
87,08,162
88,12,90
89,07,5
90,09,398
91,07,1
92,06,3
93,01,3
94,02,1
95,01,6
96,00,0
97,00,41
98,12,1
99,00,0
100,06,483
101,00,0
102,00,1
103,00,0
104,00,0
105,00,0
106,00,6
107,08,536
108,00,0
109,00,0
110,00,0
111,00,0
112,00,16
113,08,344
114,00,180
115,00,0
116,08,38
117,08,1
118,11,1
119,00,2
120,07,1
121,00,0
122,06,1
123,06,1
124,00,0
125,09,127
126,00,1
127,00,5
128,00,0
129,04,26
130,00,3
131,03,1
132,00,583
133,00,1
134,03,1
135,00,1
136,00,1
137,08,315
138,10,926
139,10,1
140,08,496
141,08,597
142,12,500
143,07,236
144,12,125
145,08,22
146,07,21
147,04,1
148,00,186
149,07,1
150,00,0
151,08,194
152,09,23
153,00,0
154,00,0
155,00,0
156,00,0
157,00,1
158,08,248
159,00,2
160,00,1
161,12,886
162,12,745
163,12,568
164,11,529
165,01,1
166,08,104
167,00,1
168,06,4
169,00,1
170,08,823
171,12,1
172,00,0
173,00,5
174,08,2
175,00,1
176,00,0
177,11,1
178,03,1
179,06,22
180,05,1
181,00,50
182,09,1
183,00,0
184,00,0
185,08,2
186,09,903
187,00,0
188,00,5
189,00,14
190,01,2
191,06,1
192,00,0
193,07,10
194,05,2
195,09,3
196,06,6
197,06,2
198,00,4
199,00,0
200,11,1
201,00,0
202,02,4
203,06,2
204,00,0
205,00,0
206,00,0
207,12,2
208,00,0
209,12,36
210,00,1
211,12,151
212,09,1
213,00,1
214,00,0
215,11,6
216,04,1
217,00,4
218,00,0
219,06,2
220,00,1
221,00,0
222,00,0
223,07,29
224,07,99
225,00,8
226,06,59
227,08,1
228,05,4
229,08,521
230,12,586
231,09,352
232,01,37
233,08,350
234,12,568
235,00,1
236,08,829
237,12,856
238,07,321
239,12,463
240,00,1
241,02,1
242,08,1
243,01,3
244,08,22
245,00,0
246,12,339
247,06,4
248,06,1
249,09,360
250,08,1
251,00,0
252,00,1
253,00,0
254,11,1
255,00,52
256,00,32
257,01,2
258,04,1
259,06,1
260,06,28
261,12,136
262,07,421
263,07,430
