p_id,p_hour,sum
1,07,1
2,00,0
3,00,1
4,01,267
5,00,0
6,03,1
7,01,411
8,00,1
9,00,0
10,07,3
11,02,2
12,11,18
13,11,268
14,01,16
15,00,0
16,01,3
17,00,147
18,01,11
19,02,1
20,00,11
21,01,2
22,01,5
23,00,0
24,12,103
25,00,219
26,01,4
27,00,0
28,01,7
29,00,2
30,00,0
31,11,3
32,02,5
33,00,111
34,01,4
35,00,7
36,00,132
37,01,211
38,12,1
39,00,5
40,00,86
41,00,291
42,00,161
43,11,460
44,00,0
45,03,96
46,03,1
47,00,15
48,00,1120
49,00,207
50,02,449
51,00,1
52,00,67
53,04,2
54,00,14
55,00,20
56,01,11
57,00,0
58,00,0
59,09,1
60,04,4
61,00,184
62,00,29
63,04,4
64,00,1
65,00,99
66,00,58
67,04,2
68,00,894
69,00,21
70,02,12
71,01,7
72,00,9
73,00,2
74,00,215
75,10,285
76,01,8
77,03,4
78,00,9
79,02,2071
80,00,336
81,00,1
82,00,201
83,04,34
84,00,0
85,00,29
86,00,0
87,12,209
88,00,77
89,00,76
90,01,621
91,00,6
92,01,51
93,00,10
94,00,6
95,00,102
96,03,1
97,00,193
98,01,2
99,00,0
100,00,387
101,00,0
102,02,5
103,00,0
104,00,0
105,00,0
106,01,121
107,00,1011
108,01,4
109,00,0
110,00,0
111,01,1
112,01,343
113,01,472
114,02,796
115,00,0
116,00,127
117,00,0
118,00,0
119,00,11
120,04,1
121,00,3
122,02,1
123,04,2
124,04,1
125,01,209
126,01,9
127,00,30
128,12,1
129,04,296
130,00,33
131,04,2
132,12,381
133,03,6
134,00,20
135,08,6
136,00,12
137,00,438
138,12,586
139,03,1
140,11,364
141,11,605
142,12,647
143,10,329
144,01,546
145,00,180
146,01,57
147,00,4
148,02,1575
149,06,2
150,01,3
151,10,273
152,12,55
153,00,5
154,00,0
155,00,1
156,09,1
157,02,10
158,03,522
159,00,27
160,02,7
161,12,733
162,12,620
163,12,559
164,00,1024
165,06,2
166,12,244
167,03,12
168,04,38
169,01,9
170,00,849
171,00,2
172,00,0
173,00,55
174,00,7
175,12,1
176,00,0
177,04,10
178,02,2
179,01,71
180,02,2
181,00,346
182,00,5
183,10,3
184,04,1
185,00,2
186,11,758
187,00,0
188,00,57
189,01,88
190,12,18
191,01,1
192,00,3
193,00,14
194,10,5
195,00,33
196,00,29
197,04,10
198,01,17
199,07,1
200,00,4
201,00,0
202,00,5
203,00,1
204,00,0
205,00,1
206,01,1
207,02,2
208,03,5
209,00,55
210,00,7
211,00,220
212,02,10
213,10,6
214,00,0
215,10,3
216,01,5
217,00,23
218,12,2
219,07,2
220,00,7
221,04,1
222,04,1
223,00,120
224,00,135
225,02,76
226,00,123
227,00,9
228,00,50
229,00,530
230,00,903
231,00,631
232,00,172
233,11,320
234,01,899
235,00,13
236,12,931
237,12,901
238,10,601
239,12,719
240,01,1
241,00,8
242,00,6
243,00,39
244,00,142
245,00,0
246,02,401
247,00,41
248,03,5
249,02,958
250,00,9
251,00,0
252,02,1
253,00,1
254,00,3
255,01,784
256,01,565
257,00,19
258,03,7
259,01,5
260,02,148
261,12,148
262,11,386
263,12,554
