p_id,p_hour,fcount
1,00,7
2,09,1
3,09,66
4,00,220
5,11,7
6,12,24
7,00,473
8,00,5
9,12,29
10,10,87
11,10,38
12,12,14
13,12,169
14,00,201
15,00,24
16,00,129
17,00,388
18,00,145
19,12,29
20,01,91
21,12,81
22,08,95
23,11,34
24,10,76
25,00,277
26,12,62
27,00,4
28,11,75
29,10,49
30,01,3
31,12,32
32,11,76
33,12,216
34,00,16
35,10,206
36,00,580
37,00,629
38,12,30
39,12,285
40,00,133
41,00,318
42,00,361
43,12,149
44,02,28
45,01,148
46,00,22
47,00,113
48,00,726
49,00,349
50,11,192
51,00,123
52,12,72
53,08,51
54,00,25
55,00,74
56,08,124
57,12,9
58,09,8
59,08,6
60,00,62
61,00,639
62,11,137
63,09,98
64,12,26
65,12,244
66,12,180
67,12,67
68,00,467
69,00,171
70,09,92
71,11,154
72,10,199
73,10,39
74,00,255
75,11,233
76,00,328
77,00,115
78,09,98
79,00,1189
80,00,624
81,12,95
82,12,203
83,09,68
84,02,41
85,11,111
86,09,22
87,00,265
88,00,101
89,11,267
90,00,356
91,10,177
92,00,217
93,00,45
94,01,56
95,00,183
96,09,10
97,00,324
98,12,37
99,01,3
100,00,327
101,08,19
102,12,68
103,00,0
104,00,0
105,00,0
106,00,122
107,00,458
108,11,47
109,00,21
110,12,1
111,11,4
112,00,557
113,00,336
114,00,578
115,12,30
116,00,205
117,08,34
118,12,21
119,09,103
120,02,13
121,12,78
122,09,39
123,00,55
124,10,40
125,00,166
126,00,61
127,02,215
128,07,10
129,12,240
130,00,233
131,11,41
132,06,411
133,11,67
134,00,58
135,12,71
136,00,103
137,00,331
138,10,286
139,12,41
140,12,226
141,10,234
142,00,263
143,11,202
144,00,437
145,00,323
146,00,108
147,00,71
148,01,1176
149,11,59
150,00,61
151,10,160
152,00,114
153,10,22
154,12,9
155,12,101
156,08,37
157,12,90
158,00,437
159,12,111
160,09,71
161,00,398
162,11,264
163,00,242
164,00,544
165,09,60
166,00,176
167,00,94
168,00,139
169,12,123
170,11,353
171,00,67
172,01,13
173,11,80
174,10,86
175,11,43
176,12,9
177,00,158
178,11,20
179,00,135
180,01,75
181,00,451
182,00,73
183,12,39
184,00,14
185,10,93
186,00,243
187,11,21
188,11,268
189,00,177
190,12,89
191,09,70
192,12,49
193,12,56
194,12,33
195,12,82
196,12,92
197,04,159
198,00,248
199,00,0
200,12,69
201,11,10
202,12,27
203,09,45
204,00,15
205,09,113
206,10,64
207,11,1
208,12,88
209,00,100
210,00,101
211,00,233
212,00,58
213,11,115
214,10,14
215,09,74
216,12,141
217,00,37
218,12,58
219,07,52
220,00,116
221,00,35
222,12,42
223,00,244
224,12,150
225,00,395
226,12,206
227,09,70
228,00,154
229,11,256
230,00,442
231,00,395
232,11,222
233,12,286
234,00,518
235,09,128
236,12,267
237,12,291
238,10,247
239,00,252
240,00,32
241,00,125
242,00,88
243,01,264
244,00,246
245,00,50
246,12,365
247,00,149
248,11,70
249,00,735
250,00,67
251,02,23
252,00,40
253,00,43
254,11,122
255,01,781
256,00,594
257,12,85
258,09,102
259,09,83
260,12,137
261,12,131
262,11,211
263,10,253
