p_id,p_hour,ycount
1,07,1
2,00,0
3,00,0
4,01,139
5,00,0
6,00,0
7,04,52
8,00,0
9,00,0
10,08,4
11,03,1
12,12,14
13,12,161
14,02,1
15,12,1
16,04,2
17,00,13
18,00,1
19,03,1
20,00,0
21,10,1
22,07,2
23,00,1
24,10,71
25,00,36
26,10,2
27,00,0
28,00,2
29,09,1
30,00,0
31,08,1
32,10,1
33,10,24
34,02,1
35,09,4
36,02,12
37,03,13
38,00,0
39,02,1
40,00,13
41,12,73
42,09,35
43,12,390
44,00,0
45,01,53
46,00,0
47,04,1
48,00,723
49,00,12
50,00,158
51,07,1
52,10,16
53,00,0
54,00,2
55,02,1
56,09,2
57,00,0
58,00,0
59,00,0
60,00,1
61,00,5
62,00,1
63,02,2
64,03,1
65,10,23
66,00,9
67,00,0
68,00,447
69,03,3
70,12,4
71,09,2
72,12,1
73,08,1
74,10,78
75,11,128
76,07,3
77,07,1
78,02,1
79,01,1540
80,01,32
81,00,2
82,04,16
83,04,5
84,00,0
85,10,2
86,01,1
87,12,117
88,12,39
89,02,4
90,00,364
91,07,1
92,12,2
93,01,2
94,10,1
95,01,7
96,07,1
97,00,30
98,07,1
99,00,0
100,11,259
101,00,0
102,00,0
103,00,0
104,00,0
105,10,1
106,02,6
107,00,581
108,00,0
109,00,0
110,00,0
111,00,0
112,00,26
113,00,334
114,01,767
115,00,0
116,01,18
117,00,0
118,00,0
119,02,1
120,00,0
121,12,2
122,00,0
123,03,1
124,00,0
125,02,127
126,04,1
127,04,5
128,03,1
129,04,22
130,06,2
131,09,1
132,12,214
133,11,2
134,10,3
135,06,1
136,04,1
137,00,245
138,11,409
139,00,0
140,11,269
141,12,495
142,12,504
143,12,277
144,01,328
145,00,13
146,09,22
147,04,1
148,02,1234
149,00,0
150,03,1
151,12,207
152,12,14
153,00,0
154,00,0
155,08,1
156,00,0
157,02,2
158,01,426
159,05,2
160,00,1
161,12,550
162,11,505
163,12,438
164,00,429
165,02,1
166,12,115
167,05,1
168,11,6
169,03,1
170,12,545
171,12,1
172,00,0
173,04,5
174,11,1
175,00,0
176,00,0
177,01,3
178,00,0
179,08,17
180,08,1
181,00,53
182,05,1
183,00,0
184,00,0
185,05,1
186,12,683
187,00,0
188,02,6
189,02,16
190,00,1
191,00,0
192,09,1
193,09,9
194,05,1
195,11,2
196,04,2
197,05,1
198,01,2
199,00,0
200,04,1
201,00,0
202,00,2
203,02,1
204,00,0
205,07,1
206,00,0
207,11,1
208,03,1
209,00,30
210,00,0
211,00,199
212,04,2
213,01,1
214,00,0
215,11,2
216,12,2
217,00,4
218,08,1
219,00,1
220,04,3
221,00,0
222,00,1
223,04,16
224,11,70
225,00,4
226,09,38
227,00,0
228,11,5
229,11,320
230,00,641
231,00,275
232,01,90
233,11,228
234,00,538
235,12,2
236,12,751
237,12,688
238,10,427
239,12,600
240,00,1
241,00,1
242,00,0
243,03,5
244,10,25
245,00,0
246,12,449
247,12,5
248,06,1
249,00,791
250,09,2
251,04,1
252,00,0
253,00,0
254,08,1
255,00,94
256,00,64
257,08,2
258,03,1
259,00,0
260,10,20
261,12,151
262,11,309
263,12,372
