p_id,p_hour,sum
1,12,1
2,00,0
3,01,1
4,08,70
5,00,0
6,00,0
7,08,139
8,07,3
9,00,0
10,07,4
11,01,1
12,09,14
13,08,470
14,09,3
15,00,0
16,00,1
17,00,44
18,09,12
19,08,1
20,07,8
21,06,2
22,07,2
23,00,0
24,08,123
25,08,64
26,08,4
27,00,0
28,07,4
29,08,1
30,00,0
31,03,1
32,08,3
33,08,137
34,11,6
35,07,8
36,00,17
37,00,45
38,06,1
39,08,5
40,08,79
41,08,275
42,08,198
43,11,470
44,00,0
45,09,56
46,00,0
47,11,9
48,07,793
49,08,75
50,08,312
51,07,1
52,08,100
53,06,1
54,08,12
55,08,6
56,09,10
57,00,0
58,10,1
59,06,1
60,09,5
61,08,50
62,08,10
63,08,2
64,00,0
65,09,74
66,09,81
67,00,0
68,09,642
69,12,20
70,05,9
71,01,2
72,00,2
73,00,1
74,08,265
75,08,321
76,03,3
77,08,2
78,09,9
79,00,542
80,00,79
81,00,0
82,00,89
83,00,18
84,00,0
85,07,6
86,00,0
87,08,214
88,12,108
89,00,11
90,09,505
91,07,2
92,00,27
93,06,4
94,07,3
95,09,47
96,02,1
97,09,80
98,11,1
99,00,0
100,06,541
101,01,1
102,00,1
103,00,0
104,00,0
105,00,0
106,08,16
107,08,713
108,07,1
109,00,0
110,00,0
111,05,1
112,08,62
113,09,525
114,00,268
115,00,0
116,08,92
117,00,0
118,00,0
119,08,11
120,10,2
121,10,6
122,03,1
123,07,2
124,07,1
125,12,171
126,08,7
127,07,19
128,12,3
129,02,112
130,00,28
131,09,2
132,00,385
133,08,6
134,12,18
135,09,5
136,08,11
137,08,392
138,10,947
139,04,1
140,08,817
141,08,836
142,08,650
143,07,306
144,00,227
145,00,60
146,09,36
147,09,8
148,00,273
149,08,2
150,08,3
151,07,256
152,08,55
153,08,7
154,00,0
155,09,1
156,06,1
157,02,3
158,09,389
159,09,29
160,01,2
161,12,1002
162,08,861
163,12,730
164,12,596
165,07,4
166,08,286
167,08,10
168,08,20
169,08,14
170,08,1070
171,08,1
172,00,0
173,09,14
174,10,11
175,10,1
176,00,0
177,07,11
178,01,1
179,08,44
180,08,1
181,09,107
182,08,23
183,09,3
184,05,1
185,08,8
186,07,1020
187,00,0
188,08,20
189,08,32
190,08,6
191,06,1
192,12,4
193,09,27
194,01,2
195,09,5
196,08,20
197,12,7
198,00,3
199,00,0
200,08,2
201,00,0
202,00,2
203,12,1
204,00,0
205,09,2
206,00,0
207,11,1
208,08,2
209,08,47
210,08,15
211,12,178
212,08,5
213,10,5
214,00,0
215,09,3
216,07,4
217,09,10
218,02,1
219,07,3
220,07,13
221,00,0
222,07,1
223,08,74
224,07,115
225,08,22
226,08,99
227,02,2
228,08,14
229,08,667
230,09,705
231,08,527
232,09,37
233,08,448
234,12,710
235,10,11
236,08,1233
237,08,1251
238,08,516
239,12,555
240,03,1
241,08,9
242,08,10
243,08,41
244,08,100
245,00,0
246,09,449
247,12,27
248,07,5
249,09,428
250,08,8
251,00,0
252,00,0
253,12,1
254,09,2
255,00,245
256,00,149
257,08,5
258,06,4
259,12,2
260,08,44
261,11,114
262,07,518
263,07,470
