p_id,p_hour,gcount
1,00,0
2,00,0
3,12,2
4,00,0
5,00,0
6,00,0
7,09,106
8,09,1
9,00,0
10,00,0
11,00,0
12,00,0
13,00,0
14,01,3
15,00,0
16,00,0
17,08,33
18,11,7
19,00,0
20,11,8
21,07,1
22,01,2
23,00,0
24,09,15
25,10,46
26,09,2
27,00,0
28,08,3
29,08,3
30,11,1
31,02,1
32,10,2
33,08,77
34,08,6
35,12,3
36,00,11
37,00,23
38,00,0
39,09,4
40,09,31
41,08,151
42,08,124
43,10,29
44,00,0
45,00,0
46,09,1
47,09,5
48,00,0
49,08,64
50,00,0
51,07,1
52,08,35
53,11,3
54,09,3
55,08,5
56,08,7
57,00,0
58,00,0
59,00,0
60,11,6
61,11,32
62,08,11
63,07,2
64,00,0
65,10,39
66,08,59
67,00,0
68,00,0
69,12,17
70,06,5
71,10,2
72,00,4
73,12,2
74,08,161
75,08,168
76,11,5
77,09,3
78,09,9
79,00,0
80,00,25
81,10,1
82,00,81
83,01,15
84,00,0
85,11,5
86,01,1
87,00,0
88,00,0
89,09,8
90,00,0
91,09,3
92,09,19
93,12,2
94,02,3
95,00,41
96,00,1
97,08,57
98,00,0
99,00,0
100,00,0
101,00,0
102,01,1
103,00,0
104,00,0
105,00,0
106,08,7
107,00,0
108,00,0
109,00,0
110,00,0
111,00,1
112,09,44
113,00,0
114,00,0
115,00,0
116,08,60
117,00,0
118,00,0
119,12,9
120,03,1
121,10,4
122,06,1
123,06,1
124,07,1
125,00,0
126,08,4
127,08,13
128,10,2
129,04,55
130,12,22
131,03,1
132,10,2
133,08,3
134,11,15
135,09,2
136,08,6
137,00,0
138,00,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,08,48
146,09,22
147,09,6
148,00,0
149,00,0
150,08,1
151,00,0
152,09,33
153,11,4
154,10,1
155,00,0
156,06,1
157,04,2
158,00,0
159,12,18
160,00,0
161,00,0
162,00,0
163,00,0
164,00,0
165,06,1
166,09,123
167,07,9
168,12,14
169,12,10
170,00,0
171,08,1
172,00,0
173,02,12
174,12,12
175,00,0
176,00,0
177,07,6
178,07,1
179,09,20
180,01,1
181,09,67
182,07,15
183,09,3
184,08,1
185,09,5
186,00,0
187,00,0
188,12,13
189,09,13
190,12,7
191,07,2
192,10,6
193,08,7
194,00,0
195,12,6
196,10,17
197,08,4
198,01,2
199,00,0
200,06,1
201,00,0
202,09,2
203,07,1
204,00,0
205,03,1
206,00,0
207,00,0
208,08,2
209,00,0
210,08,13
211,00,0
212,08,6
213,10,3
214,00,0
215,12,1
216,00,2
217,12,5
218,05,1
219,03,1
220,08,8
221,00,0
222,12,1
223,09,36
224,00,0
225,08,16
226,12,37
227,09,2
228,09,6
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,08,7
236,08,14
237,00,0
238,00,0
239,00,0
240,00,0
241,09,5
242,08,8
243,08,26
244,09,74
245,00,0
246,00,0
247,09,24
248,08,5
249,00,0
250,10,5
251,00,0
252,00,0
253,00,0
254,08,2
255,00,78
256,01,34
257,07,4
258,00,0
259,10,1
260,00,32
261,00,0
262,00,1
263,08,6
