p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,2,2
1,01,0,0,0,0,0
1,02,0,0,0,1,1
1,03,0,0,0,0,0
1,04,0,0,0,0,0
1,05,0,0,0,1,1
1,06,1,0,0,0,1
1,07,0,0,0,3,3
1,08,0,0,0,2,2
1,09,1,0,0,3,4
1,10,0,0,0,3,3
1,11,0,0,0,2,2
1,12,0,0,0,7,7
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,1,1
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,0,0,49,49
3,01,0,0,0,34,34
3,02,0,1,0,38,39
3,03,0,0,0,33,33
3,04,0,0,0,15,15
3,05,0,0,0,17,17
3,06,0,0,0,14,14
3,07,1,2,0,25,28
3,08,0,1,0,26,27
3,09,0,1,0,34,35
3,10,1,2,0,46,49
3,11,0,0,0,46,46
3,12,0,0,0,53,53
4,00,101,0,0,244,345
4,01,97,0,0,246,343
4,02,88,0,0,164,252
4,03,41,0,0,73,114
4,04,25,0,0,52,77
4,05,17,0,0,41,58
4,06,10,0,0,54,64
4,07,18,0,0,75,93
4,08,23,0,0,71,94
4,09,21,0,0,94,115
4,10,27,0,0,128,155
4,11,25,0,0,156,181
4,12,24,0,0,157,181
5,00,0,0,0,4,4
5,01,0,0,0,6,6
5,02,0,0,0,8,8
5,03,0,0,0,3,3
5,04,0,0,0,2,2
5,05,0,0,0,1,1
5,06,0,0,0,1,1
5,07,0,0,0,3,3
5,08,0,0,0,3,3
5,09,0,0,0,8,8
5,10,0,0,0,7,7
5,11,0,0,0,4,4
5,12,0,0,0,7,7
6,00,0,0,0,14,14
6,01,0,0,0,7,7
6,02,0,0,0,3,3
6,03,0,0,0,9,9
6,04,0,0,0,3,3
6,05,0,0,0,3,3
6,06,0,0,0,6,6
6,07,0,0,0,5,5
6,08,0,0,0,5,5
6,09,0,0,0,4,4
6,10,0,0,0,9,9
6,11,0,0,0,6,6
6,12,0,0,0,6,6
7,00,41,97,0,548,686
7,01,42,95,0,475,612
7,02,42,71,0,407,520
7,03,32,58,0,297,387
7,04,48,45,0,265,358
7,05,26,23,0,154,203
7,06,16,13,0,133,162
7,07,17,18,0,148,183
7,08,31,13,0,191,235
7,09,25,24,0,258,307
7,10,33,41,0,287,361
7,11,18,43,0,342,403
7,12,19,67,0,342,428
8,00,0,0,0,0,0
8,01,0,0,0,1,1
8,02,0,0,0,0,0
8,03,0,0,0,1,1
8,04,0,0,0,1,1
8,05,0,0,0,0,0
8,06,0,0,0,0,0
8,07,1,0,0,2,3
8,08,0,0,0,3,3
8,09,0,0,0,0,0
8,10,0,0,0,3,3
8,11,0,0,0,4,4
8,12,0,0,0,3,3
9,00,0,0,0,35,35
9,01,0,0,0,27,27
9,02,0,0,0,17,17
9,03,0,0,0,5,5
9,04,0,0,0,10,10
9,05,0,0,0,4,4
9,06,0,0,0,11,11
9,07,0,0,0,12,12
9,08,0,0,0,14,14
9,09,0,0,0,13,13
9,10,0,0,0,19,19
9,11,0,1,0,15,16
9,12,0,0,0,19,19
10,00,1,0,0,65,66
10,01,1,0,0,45,46
10,02,0,0,0,27,27
10,03,0,0,0,37,37
10,04,0,0,0,38,38
10,05,2,0,0,31,33
10,06,1,0,0,41,42
10,07,3,1,0,39,43
10,08,3,1,0,43,47
10,09,4,0,0,71,75
10,10,2,0,0,81,83
10,11,1,2,0,78,81
10,12,2,2,0,72,76
11,00,0,0,0,24,24
11,01,0,0,0,10,10
11,02,0,0,0,13,13
11,03,0,0,0,11,11
11,04,0,0,0,6,6
11,05,0,0,0,2,2
11,06,0,0,0,7,7
11,07,0,0,0,14,14
11,08,0,0,0,28,28
11,09,1,0,0,29,30
11,10,0,0,0,30,30
11,11,0,1,0,21,22
11,12,0,0,0,26,26
12,00,2,0,0,6,8
12,01,4,0,0,5,9
12,02,1,0,0,3,4
12,03,0,0,0,1,1
12,04,1,0,0,1,2
12,05,0,0,0,0,0
12,06,0,0,0,1,1
12,07,0,0,0,1,1
12,08,3,0,0,3,6
12,09,3,0,0,1,4
12,10,5,0,0,4,9
12,11,10,0,0,6,16
12,12,10,0,0,12,22
13,00,57,0,0,125,182
13,01,41,0,0,60,101
13,02,18,0,0,38,56
13,03,6,0,0,27,33
13,04,2,0,0,17,19
13,05,9,0,0,10,19
13,06,6,0,0,21,27
13,07,31,0,0,46,77
13,08,48,0,0,63,111
13,09,81,0,0,105,186
13,10,131,0,0,133,264
13,11,146,0,0,162,308
13,12,166,0,0,185,351
14,00,1,0,0,240,241
14,01,1,1,0,191,193
14,02,1,1,0,156,158
14,03,2,0,0,112,114
14,04,2,1,0,78,81
14,05,1,0,0,39,40
14,06,2,0,0,50,52
14,07,0,0,0,50,50
14,08,0,3,0,86,89
14,09,0,1,0,97,98
14,10,1,2,0,117,120
14,11,2,2,0,123,127
14,12,2,5,0,135,142
15,00,0,0,0,19,19
15,01,0,0,0,19,19
15,02,0,0,0,6,6
15,03,0,0,0,3,3
15,04,0,0,0,4,4
15,05,0,0,0,8,8
15,06,0,0,0,7,7
15,07,0,0,0,7,7
15,08,0,0,0,9,9
15,09,0,0,0,11,11
15,10,0,0,0,13,13
15,11,0,0,0,10,10
15,12,1,0,0,16,17
16,00,1,1,0,116,118
16,01,0,0,0,116,116
16,02,0,0,0,98,98
16,03,0,0,0,82,82
16,04,0,0,0,27,27
16,05,0,0,0,22,22
16,06,1,0,0,13,14
16,07,0,0,0,12,12
16,08,1,1,0,19,21
