p_id,p_hour,ycount
1,12,1
2,00,0
3,00,0
4,09,67
5,00,0
6,00,0
7,07,56
8,11,1
9,00,0
10,06,5
11,00,0
12,12,14
13,08,420
14,02,3
15,00,0
16,00,0
17,01,18
18,00,0
19,05,1
20,00,0
21,00,0
22,12,2
23,00,0
24,08,105
25,08,32
26,07,1
27,00,0
28,07,3
29,00,0
30,00,0
31,00,0
32,06,1
33,07,70
34,00,0
35,01,1
36,00,8
37,01,15
38,12,1
39,00,1
40,08,60
41,07,105
42,07,65
43,10,403
44,00,0
45,12,38
46,00,0
47,07,1
48,07,623
49,00,10
50,10,287
51,00,0
52,07,45
53,07,1
54,08,2
55,00,0
56,05,2
57,00,0
58,00,0
59,00,0
60,07,1
61,00,13
62,00,4
63,00,0
64,00,0
65,07,43
66,07,21
67,00,0
68,09,589
69,08,2
70,05,4
71,08,1
72,02,1
73,00,0
74,07,111
75,07,201
76,01,3
77,09,1
78,00,0
79,09,438
80,00,26
81,00,0
82,01,8
83,02,6
84,00,0
85,00,1
86,00,0
87,08,198
88,12,89
89,07,5
90,09,391
91,01,1
92,01,1
93,06,2
94,00,0
95,07,12
96,00,0
97,07,18
98,00,0
99,00,0
100,08,486
101,01,1
102,00,0
103,00,1
104,00,0
105,00,0
106,01,6
107,08,614
108,02,1
109,00,0
110,00,0
111,04,1
112,00,23
113,09,386
114,00,197
115,00,0
116,07,43
117,10,1
118,00,0
119,00,0
120,00,0
121,00,0
122,00,0
123,00,0
124,06,1
125,09,136
126,03,1
127,07,3
128,00,0
129,07,25
130,12,3
131,06,1
132,06,347
133,07,4
134,01,2
135,09,3
136,00,0
137,08,358
138,09,715
139,02,1
140,08,721
141,08,678
142,08,587
143,09,301
144,12,135
145,00,44
146,07,22
147,00,0
148,00,225
149,00,0
150,00,0
151,08,243
152,07,24
153,06,1
154,00,0
155,10,1
156,00,0
157,08,2
158,09,331
159,02,2
160,02,1
161,12,955
162,12,698
163,11,598
164,12,556
165,06,1
166,08,121
167,01,1
168,07,5
169,05,1
170,08,965
171,12,1
172,00,0
173,01,1
174,11,1
175,00,0
176,00,0
177,01,2
178,01,1
179,07,23
180,05,1
181,00,46
182,08,1
183,00,0
184,00,0
185,00,0
186,07,978
187,00,0
188,06,6
189,01,8
190,08,2
191,00,0
192,00,1
193,08,9
194,01,2
195,11,2
196,00,3
197,01,1
198,00,4
199,00,0
200,00,0
201,00,0
202,05,2
203,00,0
204,00,0
205,09,1
206,00,0
207,11,1
208,00,0
209,09,51
210,08,2
211,12,167
212,00,0
213,03,1
214,00,0
215,00,2
216,06,2
217,00,2
218,12,1
219,07,2
220,01,1
221,01,1
222,12,1
223,07,31
224,07,112
225,01,4
226,07,74
227,08,1
228,08,7
229,08,621
230,12,556
231,08,425
232,08,31
233,08,403
234,11,635
235,00,1
236,08,1102
237,08,1020
238,08,476
239,08,540
240,00,0
241,06,1
242,00,1
243,07,5
244,07,28
245,00,0
246,09,363
247,07,5
248,08,1
249,09,361
250,00,0
251,00,0
252,00,0
253,00,0
254,01,1
255,00,60
256,00,37
257,07,3
258,08,1
259,00,0
260,07,21
261,12,119
262,07,465
263,07,391
