p_id,p_hour,ycount
1,00,0
2,00,0
3,09,1
4,08,49
5,00,0
6,00,0
7,07,39
8,06,2
9,00,0
10,06,5
11,00,0
12,12,11
13,08,267
14,10,2
15,00,0
16,10,1
17,01,6
18,03,1
19,01,1
20,06,1
21,00,0
22,12,1
23,00,0
24,07,78
25,07,23
26,10,1
27,00,0
28,11,3
29,08,1
30,00,0
31,00,0
32,00,0
33,08,38
34,00,1
35,06,2
36,01,3
37,02,7
38,00,0
39,06,1
40,08,31
41,08,92
42,07,45
43,12,323
44,00,0
45,07,30
46,00,0
47,05,1
48,07,572
49,00,12
50,08,178
51,07,1
52,08,38
53,11,1
54,06,2
55,07,1
56,09,2
57,00,0
58,00,0
59,00,0
60,01,1
61,00,4
62,12,2
63,11,1
64,02,1
65,08,28
66,07,19
67,00,0
68,09,377
69,06,2
70,00,3
71,09,1
72,08,3
73,00,0
74,07,96
75,07,171
76,11,3
77,00,1
78,08,4
79,00,517
80,00,18
81,07,1
82,07,7
83,06,4
84,00,0
85,00,2
86,00,0
87,08,133
88,11,62
89,00,2
90,09,317
91,08,1
92,04,1
93,06,2
94,02,1
95,06,4
96,06,1
97,00,21
98,00,0
99,00,0
100,06,472
101,00,0
102,09,1
103,00,0
104,00,0
105,00,0
106,00,4
107,09,451
108,06,1
109,00,0
110,00,0
111,00,0
112,00,15
113,08,283
114,00,307
115,00,0
116,07,36
117,01,1
118,00,0
119,11,4
120,07,1
121,07,1
122,00,0
123,08,2
124,09,1
125,00,155
126,06,1
127,09,3
128,00,0
129,06,13
130,05,2
131,09,3
132,06,310
133,08,2
134,05,1
135,00,1
136,00,0
137,08,304
138,10,524
139,00,0
140,08,492
141,08,568
142,08,479
143,08,300
144,00,192
145,01,11
146,00,25
147,11,1
148,00,343
149,07,1
150,11,1
151,08,241
152,07,19
153,00,0
154,00,0
155,11,1
156,00,0
157,04,1
158,00,278
159,00,2
160,11,1
161,12,867
162,12,639
163,12,535
164,12,385
165,09,1
166,08,125
167,05,1
168,00,5
169,04,1
170,08,724
171,00,0
172,00,0
173,01,1
174,07,1
175,00,0
176,00,0
177,07,2
178,00,0
179,06,23
180,00,1
181,00,37
182,06,2
183,00,0
184,00,0
185,02,1
186,06,656
187,00,0
188,00,4
189,00,9
190,04,1
191,00,0
192,00,0
193,07,19
194,12,5
195,10,2
196,05,3
197,11,2
198,01,1
199,00,0
200,07,1
201,00,0
202,00,2
203,07,1
204,00,0
205,07,3
206,00,0
207,07,1
208,00,0
209,09,32
210,00,0
211,12,124
212,00,1
213,07,1
214,00,0
215,05,2
216,07,4
217,00,5
218,10,2
219,08,2
220,02,1
221,00,0
222,08,1
223,07,21
224,07,89
225,00,3
226,07,50
227,00,2
228,08,3
229,08,475
230,00,531
231,09,315
232,00,44
233,08,280
234,12,504
235,10,1
236,08,1016
237,08,883
238,08,539
239,08,518
240,00,0
241,07,1
242,00,1
243,08,7
244,08,35
245,00,0
246,08,248
247,05,3
248,01,1
249,00,376
250,00,0
251,00,0
252,01,2
253,00,0
254,00,0
255,00,30
256,01,23
257,00,1
258,00,0
259,00,0
260,06,20
261,12,124
262,08,414
263,08,419
