p_id,p_hour,ycount
1,05,1
2,00,0
3,00,0
4,08,81
5,00,0
6,00,0
7,07,64
8,04,1
9,00,0
10,07,8
11,08,1
12,08,8
13,08,429
14,07,4
15,00,0
16,00,0
17,00,18
18,08,3
19,00,0
20,09,1
21,00,1
22,03,1
23,00,0
24,07,97
25,08,35
26,00,0
27,00,0
28,00,3
29,06,2
30,00,0
31,00,0
32,03,1
33,07,66
34,00,0
35,02,2
36,02,12
37,00,27
38,00,0
39,00,0
40,08,45
41,07,110
42,07,58
43,11,394
44,00,0
45,09,50
46,00,0
47,06,1
48,07,810
49,00,19
50,09,314
51,00,0
52,07,41
53,00,0
54,06,4
55,00,0
56,02,1
57,00,0
58,00,0
59,00,0
60,00,0
61,00,12
62,01,3
63,12,2
64,00,0
65,08,46
66,07,27
67,00,0
68,08,591
69,00,1
70,06,3
71,08,1
72,08,1
73,00,0
74,07,140
75,07,219
76,00,2
77,00,0
78,06,1
79,00,616
80,00,44
81,00,0
82,01,15
83,06,7
84,00,0
85,00,2
86,00,0
87,08,193
88,12,99
89,00,5
90,09,438
91,00,0
92,04,2
93,09,3
94,02,1
95,06,11
96,00,0
97,00,41
98,09,1
99,00,0
100,11,466
101,00,0
102,06,1
103,00,0
104,00,0
105,00,0
106,01,14
107,08,705
108,00,0
109,00,0
110,00,0
111,00,0
112,00,22
113,08,460
114,00,308
115,00,0
116,08,45
117,00,0
118,00,0
119,03,1
120,06,1
121,10,1
122,00,0
123,00,0
124,00,0
125,12,167
126,01,1
127,02,3
128,00,0
129,05,18
130,07,3
131,05,1
132,06,391
133,07,6
134,09,2
135,04,1
136,01,1
137,07,358
138,10,631
139,00,0
140,08,761
141,08,826
142,08,612
143,07,327
144,00,237
145,00,28
146,08,20
147,00,0
148,00,497
149,00,1
150,10,1
151,08,272
152,07,30
153,00,1
154,00,0
155,00,0
156,00,0
157,01,1
158,08,355
159,03,3
160,03,1
161,12,1035
162,12,866
163,12,686
164,12,567
165,07,3
166,08,128
167,01,1
168,00,6
169,00,0
170,08,1068
171,05,1
172,00,0
173,05,1
174,04,2
175,00,0
176,00,0
177,00,1
178,06,1
179,07,28
180,00,0
181,00,53
182,05,1
183,00,0
184,00,0
185,00,1
186,09,896
187,00,0
188,00,6
189,00,12
190,05,2
191,02,1
192,00,1
193,07,13
194,06,1
195,07,1
196,00,6
197,00,1
198,02,4
199,00,0
200,11,1
201,00,0
202,00,2
203,00,0
204,00,0
205,00,0
206,00,0
207,12,2
208,02,1
209,09,57
210,00,0
211,11,180
212,01,1
213,00,0
214,00,0
215,06,5
216,11,2
217,00,7
218,05,1
219,06,2
220,00,0
221,00,1
222,00,0
223,06,41
224,07,117
225,00,8
226,08,75
227,01,1
228,02,5
229,08,658
230,00,633
231,08,472
232,00,35
233,08,416
234,12,733
235,00,1
236,08,1172
237,08,1158
238,08,523
239,08,576
240,00,0
241,05,1
242,08,1
243,08,7
244,08,40
245,00,0
246,12,437
247,00,6
248,00,0
249,09,443
250,06,1
251,00,0
252,00,0
253,00,0
254,03,1
255,00,103
256,00,70
257,06,3
258,08,2
259,00,0
260,07,27
261,12,123
262,07,555
263,07,473
