p_id,p_hour,ycount
1,12,1
2,00,0
3,03,1
4,01,217
5,00,0
6,00,0
7,01,115
8,05,1
9,02,1
10,12,5
11,02,1
12,11,22
13,12,273
14,01,4
15,00,0
16,02,1
17,01,38
18,06,1
19,00,0
20,00,2
21,04,2
22,04,3
23,03,1
24,09,71
25,01,69
26,04,2
27,00,0
28,04,3
29,00,1
30,00,0
31,00,0
32,04,1
33,10,38
34,03,1
35,02,3
36,01,56
37,03,72
38,00,0
39,01,2
40,00,24
41,10,112
42,10,44
43,11,177
44,00,0
45,02,74
46,00,0
47,00,0
48,00,1007
49,00,55
50,01,474
51,00,1
52,00,17
53,01,1
54,00,4
55,01,1
56,01,2
57,00,0
58,00,0
59,00,0
60,03,3
61,00,32
62,02,14
63,04,1
64,00,0
65,00,59
66,00,32
67,00,1
68,01,806
69,01,4
70,09,6
71,02,1
72,05,2
73,02,2
74,10,93
75,10,170
76,02,3
77,01,1
78,06,1
79,01,1947
80,01,119
81,00,0
82,04,23
83,01,7
84,00,0
85,00,2
86,00,0
87,00,209
88,00,67
89,00,8
90,00,540
91,01,4
92,00,3
93,06,2
94,03,1
95,09,10
96,03,1
97,00,84
98,02,1
99,00,0
100,00,317
101,00,0
102,02,1
103,00,0
104,00,0
105,00,0
106,01,23
107,00,794
108,00,0
109,00,0
110,00,0
111,01,2
112,01,104
113,00,496
114,02,795
115,00,0
116,01,36
117,03,1
118,00,0
119,04,2
120,00,4
121,00,1
122,00,0
123,02,1
124,00,0
125,00,138
126,03,1
127,01,15
128,00,1
129,04,37
130,08,4
131,00,1
132,12,383
133,10,3
134,01,2
135,01,1
136,03,3
137,00,409
138,12,619
139,00,0
140,11,302
141,11,470
142,00,569
143,11,249
144,01,460
145,02,52
146,00,34
147,04,1
148,02,1449
149,02,1
150,04,1
151,10,223
152,01,36
153,00,0
154,00,0
155,04,1
156,00,0
157,01,3
158,03,762
159,05,2
160,00,2
161,00,508
162,12,561
163,00,467
164,00,814
165,00,5
166,00,99
167,10,2
168,01,7
169,00,2
170,00,742
171,00,0
172,00,0
173,02,6
174,00,1
175,10,1
176,00,0
177,02,3
178,05,3
179,02,34
180,04,1
181,00,223
182,04,1
183,00,0
184,00,0
185,01,1
186,12,686
187,05,1
188,00,16
189,00,59
190,00,9
191,05,1
192,00,1
193,10,11
194,12,5
195,00,8
196,02,5
197,06,2
198,01,6
199,00,0
200,00,1
201,00,0
202,01,5
203,12,1
204,00,0
205,00,0
206,00,1
207,10,2
208,00,1
209,00,63
210,02,1
211,00,269
212,04,2
213,03,2
214,00,0
215,01,1
216,07,2
217,02,9
218,00,0
219,09,2
220,01,7
221,00,0
222,00,0
223,01,36
224,10,112
225,00,27
226,04,45
227,00,1
228,01,11
229,00,367
230,00,765
231,00,431
232,02,137
233,10,282
234,00,790
235,00,2
236,12,626
237,12,545
238,10,467
239,12,572
240,00,0
241,01,2
242,02,1
243,00,12
244,00,32
245,00,0
246,02,387
247,10,6
248,07,1
249,01,940
250,02,1
251,03,1
252,04,1
253,08,1
254,01,1
255,01,307
256,01,221
257,01,4
258,01,2
259,01,1
260,04,33
261,12,190
262,10,339
263,11,483
