p_id,p_hour,gcount
1,00,0
2,09,1
3,11,5
4,00,0
5,00,0
6,00,0
7,10,47
8,00,0
9,09,1
10,09,6
11,08,2
12,00,0
13,00,0
14,10,5
15,09,2
16,10,2
17,08,13
18,11,5
19,08,2
20,10,2
21,10,2
22,09,5
23,00,0
24,09,11
25,10,30
26,11,8
27,00,0
28,08,3
29,08,4
30,00,0
31,00,0
32,09,6
33,08,62
34,00,0
35,08,8
36,00,4
37,01,5
38,08,2
39,11,8
40,09,13
41,08,90
42,09,57
43,08,16
44,00,0
45,00,0
46,00,0
47,08,5
48,00,0
49,08,15
50,00,0
51,09,8
52,10,22
53,08,1
54,05,1
55,08,8
56,08,6
57,00,0
58,11,2
59,00,0
60,08,2
61,12,16
62,12,11
63,06,2
64,11,2
65,10,24
66,09,38
67,07,2
68,06,1
69,10,13
70,08,2
71,12,6
72,07,4
73,12,1
74,08,141
75,09,109
76,11,12
77,10,6
78,10,8
79,12,1
80,00,21
81,08,8
82,11,46
83,12,6
84,00,0
85,10,3
86,09,1
87,00,0
88,00,0
89,08,10
90,00,0
91,12,8
92,09,9
93,00,2
94,12,4
95,11,31
96,11,1
97,08,24
98,07,2
99,00,0
100,00,0
101,12,2
102,09,1
103,00,0
104,00,0
105,00,0
106,01,2
107,00,0
108,08,5
109,00,0
110,00,0
111,00,0
112,09,7
113,00,0
114,00,0
115,00,0
116,08,37
117,00,0
118,00,0
119,07,4
120,09,1
121,11,4
122,07,1
123,11,8
124,04,1
125,00,0
126,10,5
127,07,7
128,11,2
129,12,36
130,08,18
131,10,2
132,09,1
133,12,4
134,10,11
135,10,4
136,10,6
137,00,0
138,00,1
139,04,1
140,00,0
141,10,1
142,08,1
143,00,0
144,00,0
145,09,33
146,12,8
147,11,4
148,00,0
149,12,4
150,06,1
151,00,0
152,08,20
153,08,2
154,00,0
155,10,7
156,00,0
157,08,3
158,00,0
159,12,10
160,07,1
161,07,1
162,10,1
163,07,2
164,09,1
165,12,8
166,09,52
167,06,5
168,08,8
169,08,4
170,00,0
171,07,1
172,00,0
173,00,5
174,12,9
175,08,1
176,00,0
177,11,5
178,09,2
179,11,10
180,06,1
181,11,29
182,08,9
183,10,3
184,10,1
185,12,3
186,00,0
187,00,0
188,09,11
189,09,9
190,08,2
191,07,3
192,08,3
193,10,5
194,00,0
195,09,2
196,10,12
197,08,5
198,12,4
199,00,0
200,07,2
201,00,0
202,09,1
203,05,2
204,00,0
205,09,4
206,00,0
207,00,0
208,06,3
209,00,0
210,08,8
211,00,0
212,08,5
213,08,8
214,00,0
215,08,3
216,06,3
217,09,4
218,06,3
219,06,1
220,11,6
221,00,0
222,08,3
223,09,25
224,00,0
225,09,7
226,08,17
227,11,3
228,08,2
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,07,8
236,08,8
237,09,1
238,00,0
239,07,1
240,07,1
241,08,4
242,10,10
243,08,17
244,11,43
245,00,0
246,12,1
247,10,10
248,10,5
249,00,0
250,12,6
251,00,0
252,06,1
253,00,0
254,07,7
255,00,32
256,00,15
257,09,3
258,10,4
259,06,4
260,08,23
261,00,0
262,00,0
263,11,3
