p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,2,2
1,01,0,0,0,2,2
1,02,0,0,0,0,0
1,03,0,0,0,0,0
1,04,0,0,0,0,0
1,05,0,0,0,0,0
1,06,0,0,0,0,0
1,07,0,0,0,1,1
1,08,0,0,0,2,2
1,09,0,0,0,0,0
1,10,0,0,0,0,0
1,11,0,0,0,1,1
1,12,0,0,0,2,2
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,0,0,9,9
3,01,0,0,0,6,6
3,02,0,0,0,3,3
3,03,0,0,0,5,5
3,04,0,0,0,2,2
3,05,0,0,0,2,2
3,06,0,0,0,15,15
3,07,0,0,0,14,14
3,08,0,0,0,15,15
3,09,0,0,0,16,16
3,10,0,0,0,11,11
3,11,0,0,0,18,18
3,12,0,0,0,11,11
4,00,0,0,0,32,32
4,01,0,0,0,24,24
4,02,0,0,0,12,12
4,03,0,0,0,7,7
4,04,0,0,0,14,14
4,05,0,0,0,21,21
4,06,0,0,0,39,39
4,07,0,0,0,121,121
4,08,0,0,0,163,163
4,09,0,0,0,155,155
4,10,0,0,0,71,71
4,11,0,0,0,55,55
4,12,0,0,0,52,52
5,00,0,0,0,0,0
5,01,0,0,0,0,0
5,02,0,0,0,0,0
5,03,0,0,0,0,0
5,04,0,0,0,1,1
5,05,0,0,0,1,1
5,06,0,0,0,1,1
5,07,0,0,0,2,2
5,08,0,0,0,1,1
5,09,0,0,0,4,4
5,10,0,0,0,1,1
5,11,0,0,0,2,2
5,12,0,0,0,1,1
6,00,0,0,0,2,2
6,01,0,0,0,0,0
6,02,0,0,0,0,0
6,03,0,0,0,1,1
6,04,0,0,0,0,0
6,05,0,0,0,0,0
6,06,0,0,0,1,1
6,07,0,0,0,1,1
6,08,0,0,0,6,6
6,09,0,0,0,2,2
6,10,0,0,0,2,2
6,11,0,0,0,3,3
6,12,0,0,0,4,4
7,00,0,0,0,74,74
7,01,0,0,0,32,32
7,02,0,0,0,23,23
7,03,0,0,0,20,20
7,04,0,0,0,37,37
7,05,0,0,0,38,38
7,06,0,0,0,58,58
7,07,0,0,0,102,102
7,08,0,0,0,106,106
7,09,0,0,0,85,85
7,10,0,0,0,68,68
7,11,0,0,0,73,73
7,12,0,0,0,68,68
8,00,0,0,0,0,0
8,01,0,0,0,0,0
8,02,0,0,0,0,0
8,03,0,0,0,0,0
8,04,0,0,0,0,0
8,05,0,0,0,0,0
8,06,0,0,0,0,0
8,07,0,0,0,0,0
8,08,0,0,0,0,0
8,09,0,0,0,0,0
8,10,0,0,0,0,0
8,11,0,0,0,0,0
8,12,0,0,0,0,0
9,00,0,0,0,2,2
9,01,0,0,0,3,3
9,02,0,0,0,1,1
9,03,0,0,0,2,2
9,04,0,0,0,2,2
9,05,0,0,0,2,2
9,06,0,0,0,4,4
9,07,0,0,0,6,6
9,08,0,0,0,5,5
9,09,0,0,0,8,8
9,10,0,0,0,7,7
9,11,0,0,0,3,3
9,12,0,0,0,9,9
10,00,0,0,0,6,6
10,01,0,0,0,4,4
10,02,0,0,0,5,5
10,03,0,0,0,6,6
10,04,0,0,0,6,6
10,05,0,0,0,9,9
10,06,0,0,0,8,8
10,07,0,0,0,25,25
10,08,0,0,0,35,35
10,09,0,0,0,18,18
10,10,0,0,0,14,14
10,11,0,0,0,20,20
10,12,0,0,0,17,17
11,00,0,0,0,2,2
11,01,0,0,0,4,4
11,02,0,0,0,1,1
11,03,0,0,0,1,1
11,04,0,0,0,1,1
11,05,0,0,0,4,4
11,06,0,0,0,4,4
11,07,0,0,0,4,4
11,08,0,0,0,18,18
11,09,0,0,0,14,14
11,10,0,0,0,14,14
11,11,0,0,0,12,12
11,12,0,0,0,10,10
12,00,0,0,0,4,4
