p_id,p_hour,ycount
1,00,0
2,00,0
3,00,0
4,09,88
5,00,0
6,08,2
7,07,78
8,08,1
9,00,0
10,07,5
11,07,1
12,12,14
13,08,455
14,07,3
15,00,0
16,02,1
17,00,18
18,07,1
19,00,0
20,09,4
21,00,0
22,05,2
23,00,0
24,07,134
25,08,38
26,11,2
27,00,0
28,07,9
29,01,1
30,00,0
31,00,0
32,08,1
33,07,76
34,09,1
35,02,1
36,00,17
37,00,26
38,00,0
39,00,0
40,08,65
41,07,155
42,07,104
43,12,393
44,00,0
45,12,53
46,00,0
47,05,1
48,08,688
49,00,28
50,09,254
51,00,0
52,08,61
53,12,1
54,07,10
55,00,0
56,00,3
57,00,0
58,00,0
59,00,0
60,01,1
61,00,10
62,01,3
63,11,1
64,00,0
65,07,46
66,07,26
67,07,1
68,09,589
69,00,3
70,06,5
71,04,1
72,01,1
73,06,1
74,07,164
75,07,249
76,01,1
77,01,1
78,02,1
79,00,572
80,00,53
81,00,0
82,07,17
83,05,6
84,00,0
85,01,2
86,00,0
87,08,238
88,11,92
89,00,4
90,09,454
91,00,3
92,10,2
93,08,4
94,00,1
95,08,17
96,07,1
97,00,72
98,10,1
99,00,0
100,09,504
101,00,0
102,00,2
103,00,0
104,00,0
105,00,0
106,01,7
107,08,679
108,00,0
109,00,0
110,00,0
111,09,1
112,00,17
113,09,470
114,00,309
115,00,0
116,07,59
117,00,0
118,00,0
119,06,3
120,00,1
121,08,1
122,00,0
123,08,2
124,00,0
125,12,169
126,08,1
127,00,2
128,07,1
129,06,22
130,00,1
131,00,0
132,00,312
133,07,5
134,07,3
135,00,1
136,01,1
137,08,410
138,11,623
139,02,1
140,08,830
141,08,823
142,08,632
143,09,285
144,00,189
145,08,29
146,06,27
147,00,1
148,00,402
149,09,1
150,12,1
151,08,250
152,07,34
153,08,1
154,00,0
155,01,1
156,00,0
157,10,4
158,09,336
159,07,4
160,02,1
161,12,1018
162,11,838
163,12,676
164,12,553
165,07,3
166,08,162
167,00,1
168,07,10
169,00,1
170,08,1110
171,00,0
172,00,0
173,01,2
174,00,1
175,00,0
176,00,0
177,07,2
178,01,1
179,07,36
180,09,1
181,00,56
182,05,1
183,00,0
184,00,0
185,08,1
186,10,913
187,00,0
188,00,8
189,00,17
190,03,1
191,01,1
192,09,2
193,08,16
194,06,1
195,00,3
196,07,9
197,06,2
198,00,1
199,00,0
200,00,0
201,00,0
202,08,2
203,00,0
204,00,0
205,00,0
206,00,0
207,06,1
208,07,1
209,08,62
210,11,1
211,12,196
212,01,1
213,00,1
214,00,0
215,08,1
216,00,1
217,00,9
218,11,2
219,11,1
220,00,2
221,00,0
222,00,0
223,07,43
224,10,109
225,00,12
226,07,93
227,03,2
228,06,4
229,08,702
230,12,720
231,08,522
232,08,45
233,08,439
234,12,740
235,00,1
236,08,1241
237,09,1256
238,08,548
239,12,549
240,00,0
241,06,2
242,08,2
243,00,9
244,08,42
245,00,0
246,08,357
247,07,8
248,04,1
249,09,460
250,01,1
251,08,1
252,00,0
253,00,0
254,00,0
255,00,101
256,00,91
257,00,3
258,05,2
259,04,1
260,07,32
261,12,116
262,07,514
263,07,454
