p_id,p_hour,sum
1,09,6
2,00,0
3,11,58
4,00,293
5,09,11
6,11,12
7,00,402
8,10,5
9,12,27
10,08,71
11,09,45
12,12,14
13,12,339
14,12,158
15,09,20
16,00,62
17,00,318
18,09,110
19,08,19
20,12,68
21,09,83
22,09,92
23,12,28
24,09,161
25,00,273
26,12,52
27,12,3
28,09,71
29,12,51
30,12,6
31,08,14
32,12,71
33,12,232
34,00,31
35,11,179
36,01,454
37,00,552
38,11,32
39,11,260
40,00,131
41,10,438
42,12,374
43,12,401
44,10,11
45,00,166
46,01,5
47,09,86
48,00,1098
49,12,286
50,02,401
51,12,104
52,12,89
53,08,39
54,10,25
55,12,69
56,09,119
57,00,7
58,00,7
59,08,5
60,12,52
61,12,531
62,12,140
63,09,116
64,08,19
65,11,242
66,12,148
67,11,57
68,00,745
69,09,137
70,10,76
71,10,146
72,10,189
73,11,35
74,11,362
75,12,406
76,10,297
77,12,94
78,10,97
79,01,1910
80,03,636
81,11,96
82,11,220
83,04,143
84,02,21
85,11,104
86,12,23
87,12,365
88,00,126
89,12,255
90,12,572
91,09,143
92,12,153
93,09,12
94,11,46
95,12,185
96,12,7
97,00,308
98,08,28
99,01,3
100,00,513
101,11,21
102,12,74
103,00,0
104,00,0
105,00,0
106,00,122
107,12,752
108,12,45
109,10,19
110,10,1
111,07,5
112,00,409
113,00,559
114,01,942
115,09,21
116,10,222
117,12,24
118,12,18
119,09,94
120,01,13
121,12,70
122,12,37
123,09,56
124,12,38
125,00,251
126,11,67
127,02,119
128,07,7
129,10,268
130,12,152
131,11,39
132,11,765
133,10,70
134,09,63
135,09,47
136,03,64
137,12,528
138,11,855
139,08,35
140,12,462
141,12,702
142,12,848
143,11,522
144,00,662
145,12,343
146,11,127
147,11,62
148,01,1694
149,12,57
150,09,35
151,12,373
152,01,133
153,12,20
154,09,5
155,12,96
156,10,37
157,09,83
158,01,516
159,11,97
160,08,62
161,12,782
162,12,821
163,12,640
164,00,779
165,09,52
166,12,367
167,10,102
168,11,133
169,09,112
170,12,878
171,10,53
172,00,11
173,08,77
174,08,94
175,12,42
176,10,9
177,00,138
178,09,20
179,10,132
180,12,41
181,12,449
182,09,71
183,12,29
184,08,7
185,09,74
186,12,734
187,07,14
188,12,247
189,00,177
190,11,33
191,10,64
192,09,42
193,11,56
194,11,6
195,12,82
196,12,77
197,08,104
198,12,192
199,00,0
200,12,61
201,12,25
202,09,24
203,12,45
204,11,6
205,09,99
206,10,50
207,04,1
208,11,65
209,00,108
210,11,91
211,12,306
212,00,61
213,12,113
214,11,19
215,10,85
216,09,128
217,00,32
218,10,56
219,07,54
220,12,102
221,12,38
222,09,49
223,12,174
224,11,216
225,12,329
226,11,225
227,12,69
228,12,129
229,12,573
230,00,1088
231,12,716
232,00,223
233,12,475
234,12,949
235,12,134
236,12,1096
237,12,1065
238,10,722
239,12,825
240,09,24
241,11,101
242,12,76
243,09,197
244,00,280
245,00,28
246,12,561
247,11,114
248,09,55
249,00,1114
250,12,62
251,09,14
252,12,38
253,03,1
254,10,141
255,00,898
256,00,501
257,10,62
258,09,86
259,08,73
260,10,155
261,12,282
262,11,494
263,12,662
