p_id,p_hour,fcount
1,00,0
2,09,2
3,06,4
4,01,18
5,00,0
6,00,0
7,02,23
8,00,0
9,01,2
10,11,2
11,08,1
12,10,1
13,12,33
14,00,16
15,01,2
16,01,4
17,00,20
18,12,8
19,12,2
20,00,8
21,02,5
22,01,2
23,01,1
24,10,5
25,12,14
26,01,2
27,00,0
28,00,3
29,09,1
30,00,0
31,12,3
32,00,4
33,12,17
34,08,1
35,00,2
36,01,19
37,00,31
38,00,1
39,00,3
40,11,12
41,00,17
42,12,25
43,11,9
44,00,0
45,03,13
46,01,1
47,02,10
48,00,54
49,00,24
50,12,33
51,06,3
52,09,6
53,11,2
54,00,2
55,01,4
56,00,1
57,03,1
58,12,2
59,00,5
60,01,12
61,12,25
62,12,8
63,10,2
64,12,2
65,11,10
66,11,12
67,01,2
68,00,38
69,01,16
70,12,4
71,10,3
72,00,3
73,00,1
74,10,11
75,11,9
76,09,3
77,01,3
78,01,32
79,01,114
80,01,28
81,08,2
82,06,4
83,02,2
84,11,1
85,00,2
86,00,0
87,11,24
88,09,9
89,11,14
90,12,46
91,01,4
92,11,6
93,12,2
94,06,5
95,01,9
96,00,1
97,00,13
98,03,2
99,00,0
100,12,14
101,08,1
102,02,3
103,00,0
104,00,0
105,00,0
106,01,8
107,00,46
108,00,1
109,00,1
110,00,0
111,00,0
112,00,43
113,00,31
114,00,64
115,00,0
116,01,29
117,00,0
118,00,0
119,12,33
120,01,1
121,02,2
122,10,1
123,03,2
124,01,2
125,01,14
126,00,7
127,07,19
128,11,1
129,09,8
130,00,4
131,12,3
132,00,67
133,12,5
134,04,3
135,00,3
136,09,4
137,12,28
138,11,53
139,03,1
140,12,23
141,12,37
142,12,28
143,11,21
144,00,45
145,00,19
146,09,6
147,00,7
148,02,89
149,12,2
150,00,2
151,00,9
152,00,11
153,00,1
154,00,0
155,01,1
156,00,0
157,09,3
158,00,61
159,00,12
160,08,4
161,12,58
162,12,27
163,00,36
164,00,44
165,00,4
166,12,10
167,00,23
168,00,8
169,00,20
170,12,52
171,00,5
172,00,0
173,07,1
174,01,3
175,01,3
176,00,0
177,11,4
178,07,1
179,12,11
180,02,1
181,00,39
182,00,9
183,04,2
184,05,1
185,00,5
186,12,33
187,06,1
188,09,10
189,11,21
190,12,7
191,00,1
192,11,3
193,12,3
194,10,1
195,10,5
196,00,4
197,07,3
198,01,11
199,00,0
200,12,3
201,02,1
202,01,1
203,10,1
204,00,0
205,05,3
206,12,2
207,00,1
208,09,8
209,11,11
210,00,2
211,12,31
212,12,29
213,01,25
214,12,1
215,08,3
216,06,3
217,11,4
218,10,2
219,07,3
220,00,4
221,00,0
222,11,2
223,11,12
224,00,16
225,00,16
226,11,9
227,11,4
228,12,12
229,12,34
230,00,51
231,12,60
232,00,15
233,00,22
234,00,46
235,10,67
236,11,38
237,12,54
238,12,32
239,11,36
240,02,1
241,05,4
242,00,6
243,11,23
244,11,15
245,04,1
246,11,27
247,00,16
248,10,10
249,00,77
250,10,9
251,02,1
252,00,2
253,00,0
254,00,2
255,00,65
256,00,38
257,02,4
258,00,2
259,02,1
260,02,6
261,12,15
262,11,19
263,00,23
