p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,0,0
1,01,0,0,0,0,0
1,02,0,0,0,0,0
1,03,0,0,0,0,0
1,04,0,0,0,0,0
1,05,0,0,0,0,0
1,06,0,0,0,0,0
1,07,0,0,0,0,0
1,08,0,0,0,1,1
1,09,0,0,0,0,0
1,10,0,0,0,0,0
1,11,0,0,0,0,0
1,12,0,0,0,0,0
2,00,0,0,0,1,1
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,2,2
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,1,1
2,11,0,0,0,0,0
2,12,0,0,0,1,1
3,00,0,0,0,1,1
3,01,0,0,0,1,1
3,02,0,0,0,0,0
3,03,0,0,0,2,2
3,04,0,0,0,0,0
3,05,0,0,0,1,1
3,06,0,0,0,2,2
3,07,0,0,0,5,5
3,08,0,0,0,5,5
3,09,0,1,0,4,5
3,10,0,1,0,3,4
3,11,0,1,0,5,6
3,12,0,2,0,1,3
4,00,29,0,0,19,48
4,01,25,0,0,2,27
4,02,15,0,0,6,21
4,03,13,0,0,2,15
4,04,6,0,0,6,12
4,05,16,0,0,11,27
4,06,33,0,0,20,53
4,07,65,0,0,26,91
4,08,69,0,0,25,94
4,09,67,0,0,35,102
4,10,62,0,0,23,85
4,11,47,0,0,21,68
4,12,29,0,0,23,52
5,00,0,0,0,0,0
5,01,0,0,0,0,0
5,02,0,0,0,0,0
5,03,0,0,0,0,0
5,04,0,0,0,0,0
5,05,0,0,0,0,0
5,06,0,0,0,0,0
5,07,0,0,0,0,0
5,08,0,0,0,0,0
5,09,0,0,0,0,0
5,10,0,0,0,0,0
5,11,0,0,0,0,0
5,12,0,0,0,0,0
6,00,0,0,0,0,0
6,01,0,0,0,0,0
6,02,0,0,0,0,0
6,03,0,0,0,0,0
6,04,0,0,0,0,0
6,05,0,0,0,0,0
6,06,0,0,0,0,0
6,07,0,0,0,0,0
6,08,0,0,0,0,0
6,09,0,0,0,0,0
6,10,0,0,0,0,0
6,11,0,0,0,1,1
6,12,0,0,0,0,0
7,00,66,67,0,11,144
7,01,41,52,0,11,104
7,02,40,23,0,10,73
7,03,22,23,0,1,46
7,04,24,18,0,8,50
