p_id,p_hour,sum
1,07,2
2,00,0
3,00,0
4,08,62
5,00,0
6,00,0
7,00,121
8,03,1
9,00,0
10,07,6
11,00,0
12,11,20
13,08,338
14,09,7
15,00,0
16,02,1
17,10,38
18,08,9
19,00,0
20,09,6
21,01,2
22,09,1
23,06,1
24,07,102
25,09,54
26,00,1
27,00,0
28,07,6
29,08,2
30,00,0
31,09,2
32,07,2
33,08,118
34,08,4
35,08,6
36,00,16
37,00,37
38,10,1
39,09,3
40,08,59
41,08,230
42,08,181
43,10,361
44,00,0
45,12,43
46,00,1
47,08,7
48,09,586
49,09,78
50,09,232
51,11,2
52,08,61
53,11,2
54,07,11
55,08,6
56,08,10
57,00,0
58,00,0
59,00,0
60,08,3
61,07,64
62,07,12
63,07,3
64,00,0
65,08,74
66,08,89
67,03,1
68,09,560
69,07,15
70,07,11
71,07,3
72,07,3
73,10,1
74,07,250
75,07,285
76,08,3
77,08,2
78,08,11
79,09,421
80,01,51
81,06,1
82,00,70
83,01,14
84,00,0
85,07,7
86,00,0
87,08,166
88,12,91
89,07,18
90,09,392
91,08,4
92,01,21
93,08,6
94,07,5
95,07,44
96,06,1
97,08,78
98,00,0
99,00,0
100,07,445
101,00,0
102,00,1
103,00,0
104,00,0
105,00,0
106,01,9
107,07,521
108,00,0
109,00,0
110,00,0
111,08,1
112,00,64
113,09,369
114,00,193
115,00,0
116,08,94
117,00,0
118,00,0
119,08,11
120,02,1
121,11,5
122,03,1
123,00,2
124,07,1
125,11,126
126,06,4
127,07,13
128,05,1
129,04,112
130,01,27
131,10,1
132,07,477
133,05,2
134,10,18
135,08,5
136,08,7
137,08,294
138,09,937
139,00,0
140,08,637
141,08,684
142,08,524
143,09,256
144,12,152
145,09,68
146,00,30
147,08,5
148,00,190
149,00,2
150,08,2
151,08,244
152,10,70
153,08,4
154,11,1
155,07,1
156,06,1
157,00,3
158,09,287
159,08,20
160,00,2
161,12,923
162,09,693
163,12,529
164,10,462
165,01,1
166,10,337
167,08,14
168,07,14
169,10,9
170,08,918
171,09,1
172,00,0
173,00,16
174,08,10
175,00,0
176,00,0
177,07,6
178,00,0
179,08,36
180,00,1
181,08,99
182,08,19
183,08,4
184,08,3
185,11,4
186,07,898
187,07,1
188,07,29
189,09,18
190,08,3
191,07,1
192,09,4
193,08,15
194,07,2
195,07,5
196,09,17
197,07,6
198,03,2
199,00,0
200,08,2
201,00,0
202,08,4
203,11,1
204,00,0
205,07,1
206,00,0
207,05,1
208,08,3
209,08,46
210,08,13
211,11,161
212,08,12
213,08,5
214,00,0
215,12,4
216,07,6
217,10,7
218,09,3
219,12,3
220,06,5
221,00,0
222,10,1
223,08,63
224,10,87
225,08,22
226,09,86
227,01,2
228,10,11
229,08,565
230,11,565
231,08,407
232,08,30
233,08,323
234,12,580
235,08,6
236,08,996
237,08,939
238,08,451
239,12,456
240,00,0
241,08,6
242,00,5
243,08,29
244,09,87
245,00,0
246,08,318
247,07,18
248,07,5
249,08,348
250,12,6
251,00,0
252,11,1
253,00,0
254,08,1
255,00,211
256,00,88
257,07,9
258,06,2
259,00,0
260,04,74
261,12,131
262,07,311
263,06,302
