p_id,p_hour,fcount
1,00,28
2,00,0
3,08,77
4,08,240
5,09,12
6,09,26
7,07,287
8,06,5
9,08,49
10,07,119
11,08,49
12,11,6
13,08,259
14,07,197
15,08,28
16,08,66
17,09,243
18,08,170
19,08,39
20,08,92
21,08,124
22,07,128
23,09,37
24,08,76
25,09,158
26,09,224
27,06,2
28,08,78
29,08,66
30,01,3
31,07,16
32,08,87
33,09,185
34,12,31
35,08,246
36,08,179
37,08,266
38,08,39
39,08,332
40,08,92
41,08,215
42,08,341
43,09,125
44,09,6
45,12,79
46,07,3
47,08,135
48,08,521
49,08,230
50,08,366
51,08,125
52,09,44
53,08,66
54,09,34
55,08,85
56,08,142
57,08,6
58,08,12
59,09,7
60,08,96
61,08,457
62,08,134
63,08,125
64,11,30
65,09,143
66,08,117
67,08,79
68,09,379
69,08,222
70,08,111
71,08,163
72,08,231
73,09,50
74,08,288
75,08,253
76,07,341
77,08,109
78,08,186
79,08,473
80,09,153
81,08,116
82,08,159
83,07,60
84,08,15
85,08,93
86,08,50
87,08,213
88,11,70
89,08,302
90,08,281
91,08,223
92,08,109
93,06,8
94,08,68
95,08,197
96,12,9
97,09,197
98,12,43
99,09,3
100,11,221
101,08,32
102,08,111
103,00,0
104,00,0
105,00,0
106,08,49
107,08,421
108,08,67
109,11,18
110,11,1
111,08,5
112,08,253
113,08,233
114,00,158
115,08,56
116,08,163
117,07,40
118,11,25
119,08,197
120,08,21
121,08,80
122,07,44
123,08,129
124,08,40
125,08,121
126,08,89
127,08,109
128,00,8
129,08,258
130,08,168
131,08,60
132,00,850
133,09,88
134,07,62
135,08,86
136,08,105
137,08,345
138,00,848
139,07,61
140,08,443
141,08,430
142,08,315
143,08,459
144,09,180
145,08,186
146,08,68
147,08,102
148,09,250
149,08,91
150,08,56
151,07,233
152,08,100
153,08,27
154,09,7
155,08,124
156,08,40
157,08,120
158,08,255
159,08,173
160,07,81
161,12,398
162,12,243
163,12,204
164,12,265
165,09,157
166,08,151
167,08,163
168,08,235
169,08,201
170,08,432
171,08,78
172,10,16
173,08,71
174,08,165
175,08,42
176,08,13
177,07,179
178,08,76
179,08,125
180,08,45
181,08,317
182,08,110
183,07,39
184,09,6
185,08,109
186,09,237
187,07,27
188,08,264
189,09,131
190,09,26
191,08,119
192,08,57
193,08,55
194,06,3
195,09,65
196,08,79
197,08,147
198,08,202
199,00,0
200,08,86
201,12,13
202,10,23
203,07,58
204,08,13
205,08,153
206,08,84
207,11,1
208,08,106
209,08,77
210,08,133
211,08,162
212,08,94
213,08,208
214,09,27
215,07,112
216,08,230
217,12,62
218,08,76
219,08,71
220,08,146
221,07,60
222,08,56
223,07,209
224,08,200
225,08,294
226,08,193
227,08,79
228,08,127
229,08,373
230,00,273
231,08,404
232,08,274
233,08,301
234,08,315
235,08,233
236,07,445
237,08,372
238,08,454
239,08,431
240,08,29
241,08,158
242,08,138
243,08,209
244,08,277
245,08,30
246,08,463
247,00,279
248,08,99
249,08,307
250,08,92
251,07,18
252,08,47
253,08,3
254,08,157
255,00,245
256,09,177
257,08,68
258,08,133
259,07,108
260,08,108
261,08,92
262,08,464
263,08,402
