p_id,p_hour,fcount
1,12,8
2,00,0
3,11,62
4,01,208
5,00,7
6,10,13
7,00,499
8,10,4
9,01,24
10,11,86
11,10,29
12,12,12
13,11,214
14,00,200
15,12,22
16,02,93
17,00,432
18,00,153
19,00,17
20,00,82
21,10,67
22,11,82
23,00,32
24,09,78
25,00,291
26,00,41
27,00,3
28,11,61
29,00,56
30,12,2
31,00,24
32,10,62
33,00,254
34,00,26
35,00,171
36,00,623
37,00,627
38,08,23
39,11,272
40,00,129
41,00,303
42,00,348
43,12,183
44,00,19
45,00,152
46,00,11
47,00,90
48,00,736
49,00,361
50,12,206
51,00,95
52,12,55
53,00,41
54,00,33
55,00,69
56,10,105
57,11,8
58,11,8
59,12,4
60,00,82
61,00,793
62,11,146
63,10,92
64,12,18
65,12,199
66,12,150
67,11,49
68,00,421
69,00,190
70,11,68
71,11,152
72,10,196
73,10,28
74,12,236
75,11,196
76,12,297
77,00,96
78,00,88
79,00,1240
80,04,629
81,11,82
82,11,235
83,00,84
84,02,24
85,00,119
86,07,25
87,11,286
88,01,74
89,00,317
90,00,323
91,11,155
92,04,133
93,00,38
94,00,58
95,00,163
96,10,7
97,00,262
98,11,29
99,02,2
100,00,230
101,11,17
102,12,71
103,00,0
104,00,0
105,00,0
106,00,183
107,00,482
108,11,33
109,00,19
110,01,1
111,00,3
112,00,500
113,00,308
114,00,538
115,12,16
116,00,182
117,12,25
118,00,24
119,00,110
120,00,13
121,12,83
122,11,33
123,03,50
124,00,36
125,00,126
126,00,54
127,01,166
128,00,15
129,00,228
130,00,167
131,12,46
132,00,511
133,11,56
134,12,52
135,11,42
136,00,99
137,00,297
138,10,493
139,00,38
140,11,222
141,12,268
142,12,287
143,11,207
144,00,453
145,00,328
146,11,102
147,00,59
148,01,1214
149,12,55
150,00,56
151,12,152
152,00,107
153,00,30
154,01,14
155,10,74
156,09,22
157,04,261
158,00,440
159,00,100
160,00,69
161,12,316
162,12,276
163,00,281
164,00,481
165,00,53
166,12,191
167,00,105
168,00,140
169,10,150
170,00,377
171,12,50
172,00,14
173,00,95
174,00,110
175,12,28
176,11,9
177,00,147
178,00,15
179,00,129
180,00,47
181,00,509
182,11,65
183,12,29
184,01,7
185,12,72
186,11,224
187,09,14
188,00,285
189,00,208
190,12,40
191,10,63
192,11,43
193,11,53
194,11,7
195,00,65
196,12,84
197,00,107
198,00,220
199,00,0
200,12,45
201,00,19
202,12,23
203,10,40
204,00,16
205,11,95
206,00,44
207,12,2
208,00,99
209,00,100
210,00,85
211,00,281
212,01,61
213,10,104
214,09,16
215,10,79
216,01,134
217,11,36
218,10,52
219,11,49
220,00,84
221,00,36
222,12,46
223,00,205
224,12,141
225,00,374
226,00,177
227,12,57
228,10,138
229,00,257
230,00,462
231,00,493
232,00,212
233,11,266
234,00,586
235,00,145
236,12,284
237,12,283
238,12,286
239,00,271
240,10,27
241,00,104
242,00,100
243,00,246
244,00,245
245,01,58
246,00,405
247,11,151
248,00,74
249,00,774
250,00,71
251,01,19
252,10,33
253,00,26
254,12,119
255,00,903
256,01,655
257,11,72
258,12,88
259,00,88
260,03,128
261,12,134
262,12,210
263,11,255
