p_id,p_hour,sum
1,11,6
2,12,2
3,10,72
4,01,328
5,08,6
6,08,12
7,00,554
8,10,6
9,08,23
10,11,97
11,09,36
12,12,27
13,12,361
14,12,189
15,10,24
16,00,83
17,00,372
18,12,112
19,09,27
20,00,71
21,09,83
22,10,92
23,08,26
24,09,165
25,00,313
26,00,48
27,01,1
28,09,77
29,12,54
30,01,3
31,12,18
32,09,62
33,12,278
34,12,19
35,12,199
36,01,568
37,00,551
38,12,28
39,11,275
40,00,159
41,00,447
42,00,438
43,12,546
44,00,13
45,01,177
46,00,12
47,10,79
48,00,1412
49,00,332
50,10,402
51,12,117
52,12,97
53,08,44
54,12,35
55,00,83
56,09,133
57,00,9
58,09,9
59,11,8
60,09,72
61,00,611
62,12,140
63,09,106
64,10,19
65,12,251
66,00,196
67,11,65
68,00,871
69,00,153
70,09,99
71,12,153
72,09,193
73,10,40
74,10,436
75,12,427
76,09,300
77,09,109
78,12,123
79,01,2202
80,00,589
81,11,91
82,00,314
83,00,103
84,02,24
85,12,121
86,12,25
87,12,454
88,00,147
89,12,296
90,00,613
91,09,169
92,00,164
93,00,43
94,00,53
95,00,220
96,09,10
97,00,379
98,11,42
99,01,3
100,00,553
101,12,24
102,11,83
103,00,0
104,00,0
105,00,0
106,00,124
107,12,875
108,11,46
109,00,27
110,01,1
111,11,6
112,00,505
113,00,636
114,01,970
115,10,19
116,10,256
117,09,30
118,11,28
119,09,104
120,00,20
121,12,120
122,09,36
123,12,51
124,12,46
125,00,266
126,00,69
127,01,180
128,00,12
129,09,277
130,00,218
131,12,60
132,00,768
133,10,71
134,12,69
135,12,59
136,00,85
137,00,528
138,11,730
139,10,38
140,12,499
141,12,768
142,12,870
143,11,489
144,00,711
145,00,373
146,00,158
147,12,74
148,01,1924
149,11,66
150,00,54
151,12,387
152,00,161
153,08,28
154,12,7
155,12,84
156,11,32
157,01,242
158,01,736
159,09,152
160,12,78
161,12,873
162,12,804
163,12,647
164,00,1022
165,10,68
166,12,393
167,11,91
168,00,164
169,00,145
170,12,969
171,00,58
172,10,12
173,11,79
174,09,106
175,12,37
176,12,13
177,00,157
178,09,21
179,10,148
180,00,44
181,12,501
182,09,82
183,12,33
184,10,9
185,12,86
186,12,886
187,12,19
188,00,284
189,00,188
190,12,99
191,09,73
192,12,39
193,11,54
194,12,45
195,12,157
196,11,80
197,11,96
198,01,239
199,00,0
200,12,71
201,00,14
202,11,27
203,11,48
204,01,7
205,10,115
206,10,54
207,10,2
208,12,92
209,00,149
210,11,101
211,00,422
212,00,56
213,09,120
214,11,21
215,09,85
216,08,138
217,00,49
218,10,59
219,12,60
220,12,128
221,09,34
222,09,52
223,11,227
224,12,216
225,11,346
226,12,252
227,09,72
228,10,124
229,12,631
230,00,1050
231,00,727
232,12,243
233,11,556
234,00,1143
235,12,119
236,11,1091
237,12,1195
238,12,660
239,12,828
240,11,30
241,09,112
242,11,102
243,10,235
244,09,356
245,00,33
246,12,703
247,00,289
248,09,69
249,00,1212
250,12,70
251,09,20
252,09,36
253,00,43
254,11,120
255,00,988
256,00,596
257,11,62
258,08,90
259,11,86
260,11,165
261,12,281
262,10,485
263,11,665
