p_id,p_hour,gcount
1,00,0
2,00,0
3,10,4
4,00,0
5,00,0
6,00,0
7,08,52
8,00,0
9,12,1
10,07,3
11,09,2
12,00,0
13,00,0
14,10,6
15,00,0
16,00,0
17,11,14
18,09,5
19,09,2
20,11,4
21,09,3
22,09,8
23,00,0
24,08,7
25,10,33
26,10,6
27,00,0
28,09,6
29,12,2
30,00,0
31,00,0
32,08,2
33,09,58
34,12,1
35,12,8
36,12,2
37,08,5
38,00,0
39,09,7
40,09,17
41,08,96
42,08,83
43,10,22
44,00,0
45,00,0
46,00,0
47,08,5
48,11,1
49,09,29
50,00,0
51,09,3
52,09,23
53,07,1
54,09,3
55,07,6
56,08,9
57,06,1
58,00,0
59,08,1
60,10,2
61,08,23
62,12,8
63,04,1
64,09,1
65,12,28
66,08,45
67,07,3
68,00,0
69,10,9
70,09,3
71,09,7
72,08,6
73,00,0
74,09,135
75,08,142
76,09,10
77,08,2
78,12,5
79,00,0
80,02,13
81,07,2
82,11,39
83,12,6
84,00,0
85,08,2
86,00,0
87,00,0
88,00,0
89,08,11
90,00,0
91,08,6
92,07,11
93,00,0
94,00,2
95,10,33
96,00,0
97,10,36
98,11,1
99,00,0
100,00,0
101,10,2
102,10,3
103,00,0
104,00,0
105,00,0
106,12,4
107,00,0
108,06,4
109,00,0
110,00,0
111,00,0
112,00,10
113,00,0
114,00,0
115,00,0
116,10,33
117,07,1
118,00,0
119,09,3
120,07,1
121,12,9
122,08,1
123,11,5
124,06,1
125,00,0
126,09,1
127,08,9
128,07,1
129,02,26
130,08,19
131,11,2
132,00,0
133,09,3
134,08,12
135,12,3
136,10,3
137,00,0
138,00,0
139,10,2
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,08,31
146,08,6
147,07,3
148,00,0
149,09,2
150,11,2
151,00,0
152,08,20
153,09,2
154,00,0
155,10,6
156,00,0
157,10,2
158,00,0
159,07,7
160,08,2
161,00,0
162,00,0
163,00,0
164,00,0
165,10,6
166,08,75
167,08,7
168,11,7
169,09,3
170,00,0
171,09,3
172,00,0
173,07,6
174,12,6
175,00,0
176,00,0
177,10,5
178,09,2
179,09,14
180,08,2
181,11,34
182,08,5
183,12,2
184,09,1
185,08,3
186,00,0
187,00,0
188,12,9
189,07,4
190,08,1
191,07,2
192,08,2
193,10,7
194,05,1
195,09,3
196,11,14
197,08,2
198,09,2
199,00,0
200,12,3
201,00,0
202,00,0
203,00,1
204,00,0
205,08,3
206,00,0
207,00,0
208,06,2
209,00,0
210,07,7
211,00,0
212,08,9
213,09,7
214,00,0
215,07,4
216,09,4
217,09,5
218,07,2
219,06,1
220,08,2
221,00,0
222,07,3
223,09,25
224,00,0
225,08,8
226,10,25
227,12,3
228,00,9
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,08,5
236,12,8
237,00,0
238,00,0
239,00,0
240,00,0
241,10,4
242,12,11
243,08,19
244,11,51
245,00,0
246,00,0
247,10,8
248,08,3
249,00,0
250,10,6
251,00,0
252,10,1
253,00,0
254,10,4
255,00,24
256,00,11
257,07,2
258,08,3
259,07,2
260,10,30
261,00,0
262,00,0
263,08,7
