p_id,p_hour,ycount
1,00,0
2,00,0
3,00,0
4,08,72
5,00,0
6,05,1
7,07,50
8,04,1
9,00,0
10,06,7
11,00,0
12,11,12
13,08,388
14,00,0
15,00,0
16,00,0
17,00,15
18,01,1
19,00,0
20,00,0
21,00,0
22,00,0
23,00,0
24,08,101
25,07,26
26,03,1
27,00,0
28,00,2
29,00,1
30,00,0
31,00,0
32,00,0
33,07,57
34,07,1
35,12,2
36,00,6
37,00,12
38,00,0
39,00,1
40,08,41
41,07,103
42,07,44
43,12,326
44,00,0
45,12,42
46,00,0
47,06,1
48,09,662
49,00,6
50,09,259
51,01,1
52,08,40
53,12,1
54,07,4
55,01,1
56,08,1
57,00,0
58,00,0
59,00,0
60,00,0
61,00,7
62,07,4
63,12,1
64,02,1
65,08,34
66,08,28
67,00,0
68,09,505
69,00,1
70,00,4
71,01,2
72,00,3
73,00,0
74,07,106
75,07,161
76,12,2
77,12,2
78,02,1
79,09,411
80,00,15
81,00,0
82,06,11
83,03,5
84,00,0
85,00,4
86,00,0
87,08,175
88,11,77
89,02,4
90,09,392
91,06,2
92,08,3
93,08,3
94,05,1
95,05,5
96,00,0
97,08,27
98,03,1
99,00,0
100,07,452
101,00,0
102,00,0
103,00,0
104,00,0
105,00,0
106,00,3
107,08,576
108,10,1
109,00,0
110,00,0
111,00,0
112,00,14
113,09,397
114,00,201
115,00,0
116,07,30
117,00,1
118,00,0
119,03,2
120,00,0
121,02,1
122,07,5
123,08,2
124,11,1
125,08,130
126,02,1
127,07,3
128,00,0
129,04,26
130,12,3
131,00,0
132,00,416
133,10,5
134,01,1
135,05,1
136,05,1
137,08,363
138,10,978
139,00,0
140,08,663
141,07,602
142,12,545
143,07,287
144,12,153
145,08,25
146,07,18
147,02,1
148,00,184
149,00,0
150,00,0
151,08,234
152,08,23
153,04,1
154,00,0
155,12,1
156,06,1
157,09,3
158,09,297
159,04,3
160,00,0
161,12,897
162,11,698
163,11,563
164,12,498
165,01,1
166,08,125
167,07,1
168,06,6
169,03,1
170,08,923
171,00,0
172,00,0
173,00,2
174,02,1
175,00,0
176,00,0
177,02,2
178,12,1
179,08,17
180,08,1
181,07,27
182,03,1
183,00,0
184,00,0
185,05,1
186,07,860
187,00,0
188,00,5
189,00,14
190,02,1
191,02,1
192,07,1
193,06,12
194,00,2
195,08,4
196,01,3
197,08,1
198,00,4
199,00,0
200,09,1
201,00,0
202,01,1
203,03,1
204,00,0
205,00,0
206,00,0
207,00,1
208,00,0
209,10,42
210,00,0
211,12,168
212,00,1
213,00,1
214,00,0
215,07,4
216,01,2
217,12,3
218,11,2
219,09,2
220,04,1
221,00,0
222,09,1
223,07,34
224,06,95
225,00,6
226,07,72
227,07,1
228,08,3
229,08,608
230,12,560
231,08,437
232,08,32
233,08,400
234,12,590
235,00,3
236,08,1007
237,12,961
238,08,468
239,12,457
240,00,0
241,00,0
242,00,0
243,07,6
244,07,33
245,00,0
246,12,382
247,09,5
248,10,1
249,09,362
250,07,2
251,00,0
252,00,1
253,00,0
254,00,0
255,00,42
256,00,22
257,06,2
258,00,1
259,00,0
260,07,27
261,12,121
262,07,385
263,07,373
