p_id,p_hour,sum
1,10,4
2,00,0
3,10,67
4,00,318
5,09,8
6,09,16
7,00,530
8,08,5
9,12,26
10,12,95
11,11,38
12,12,33
13,12,398
14,10,194
15,10,32
16,02,91
17,00,358
18,09,119
19,06,20
20,12,82
21,11,93
22,11,98
23,10,30
24,12,153
25,00,280
26,08,45
27,07,2
28,08,80
29,12,56
30,11,2
31,12,54
32,12,65
33,12,289
34,09,17
35,10,195
36,00,471
37,00,580
38,12,24
39,11,273
40,11,139
41,00,411
42,12,370
43,12,592
44,00,13
45,00,192
46,00,4
47,00,82
48,00,1367
49,00,351
50,12,333
51,12,114
52,11,85
53,11,47
54,11,33
55,09,74
56,08,120
57,10,9
58,12,13
59,08,5
60,12,51
61,00,591
62,10,148
63,09,106
64,12,20
65,12,268
66,12,156
67,08,60
68,00,851
69,09,161
70,09,93
71,11,147
72,10,200
73,12,45
74,12,431
75,12,440
76,09,288
77,12,102
78,09,91
79,00,2139
80,00,498
81,10,82
82,00,255
83,00,80
84,02,29
85,12,112
86,09,29
87,12,416
88,00,151
89,11,286
90,00,616
91,11,162
92,00,193
93,00,34
94,12,47
95,00,202
96,07,8
97,12,312
98,09,29
99,03,2
100,00,483
101,12,25
102,09,66
103,00,0
104,00,0
105,00,0
106,00,148
107,00,775
108,10,52
109,00,18
110,00,0
111,12,6
112,00,440
113,00,610
114,00,1093
115,08,19
116,00,228
117,00,27
118,12,27
119,00,88
120,03,16
121,12,70
122,08,32
123,08,43
124,12,33
125,01,260
126,12,76
127,02,157
128,08,9
129,09,307
130,00,201
131,12,45
132,00,954
133,12,77
134,09,66
135,11,53
136,08,70
137,00,567
138,00,1017
139,07,38
140,10,465
141,12,672
142,12,802
143,11,462
144,01,734
145,11,320
146,11,128
147,10,58
148,01,1994
149,12,69
150,00,47
151,11,356
152,00,144
153,09,28
154,10,6
155,12,100
156,12,31
157,12,87
158,01,668
159,10,95
160,12,73
161,12,796
162,12,719
163,00,653
164,00,936
165,10,76
166,12,347
167,08,95
168,11,247
169,10,172
170,11,824
171,00,58
172,10,18
173,09,83
174,09,90
175,12,36
176,08,8
177,11,171
178,11,19
179,10,162
180,12,49
181,00,445
182,12,113
183,08,31
184,11,11
185,12,93
186,12,782
187,12,18
188,12,290
189,00,200
190,12,90
191,09,75
192,12,40
193,11,49
194,12,30
195,12,91
196,11,87
197,11,106
198,00,213
199,12,1
200,12,73
201,00,14
202,11,34
203,09,46
204,10,7
205,10,103
206,12,51
207,11,3
208,11,71
209,00,146
210,12,86
211,00,426
212,12,93
213,12,119
214,00,33
215,09,93
216,12,145
217,00,86
218,12,60
219,11,50
220,00,140
221,12,34
222,08,49
223,12,212
224,10,199
225,11,371
226,12,312
227,09,74
228,12,133
229,12,587
230,00,1038
231,00,896
232,00,247
233,12,522
234,00,1067
235,00,132
236,12,1206
237,12,1182
238,10,675
239,12,777
240,10,28
241,11,113
242,00,96
243,11,244
244,11,313
245,00,25
246,12,731
247,09,159
248,12,66
249,00,1247
250,12,71
251,11,14
252,11,42
253,10,2
254,10,125
255,00,918
256,00,652
257,10,63
258,08,99
259,09,80
260,09,169
261,12,254
262,10,478
263,11,630
