p_id,p_hour,sum
1,06,6
2,00,0
3,00,85
4,00,117
5,00,6
6,00,17
7,00,337
8,10,2
9,00,21
10,01,69
11,00,31
12,12,16
13,12,177
14,00,166
15,00,27
16,00,66
17,00,238
18,01,339
19,00,18
20,00,116
21,12,68
22,00,98
23,11,27
24,01,101
25,00,131
26,10,131
27,03,4
28,00,59
29,00,44
30,02,4
31,01,31
32,00,119
33,12,106
34,12,8
35,00,158
36,02,301
37,00,314
38,12,23
39,00,192
40,00,66
41,12,230
42,00,349
43,12,320
44,00,7
45,12,107
46,00,5
47,01,176
48,12,522
49,00,124
50,00,182
51,00,100
52,00,27
53,01,73
54,00,11
55,12,51
56,01,228
57,02,14
58,00,20
59,01,12
60,00,126
61,00,394
62,00,87
63,00,171
64,10,21
65,12,127
66,12,85
67,00,79
68,12,340
69,01,354
70,01,109
71,00,100
72,00,153
73,00,31
74,00,310
75,00,261
76,00,250
77,00,92
78,01,205
79,00,483
80,00,159
81,00,79
82,01,362
83,00,98
84,04,11
85,00,82
86,00,44
87,12,158
88,12,78
89,00,235
90,12,169
91,00,149
92,00,201
93,04,13
94,00,133
95,00,197
96,00,15
97,00,125
98,01,20
99,10,2
100,12,250
101,00,14
102,01,100
103,00,0
104,00,0
105,00,0
106,00,34
107,11,292
108,00,49
109,00,17
110,00,0
111,02,3
112,00,141
113,00,260
114,00,330
115,00,21
116,01,248
117,00,36
118,00,13
119,01,247
120,01,32
121,01,40
122,01,28
123,07,84
124,00,41
125,12,79
126,01,135
127,01,186
128,00,5
129,01,415
130,01,158
131,00,38
132,00,458
133,00,51
134,00,48
135,00,52
136,02,201
137,00,214
138,12,595
139,02,31
140,12,250
141,12,392
142,12,397
143,11,217
144,00,273
145,00,124
146,11,91
147,01,150
148,00,274
149,00,62
150,00,30
151,12,163
152,00,135
153,02,38
154,12,2
155,00,67
156,02,17
157,01,109
158,00,137
159,00,211
160,00,71
161,00,591
162,12,366
163,12,365
164,12,393
165,09,110
166,00,302
167,01,214
168,01,267
169,01,328
170,12,359
171,00,74
172,12,12
173,02,195
174,00,210
175,12,22
176,12,7
177,00,135
178,08,55
179,00,99
180,01,78
181,00,233
182,01,81
183,01,43
184,01,10
185,00,112
186,12,352
187,00,16
188,00,218
189,00,65
190,11,12
191,00,65
192,10,35
193,12,36
194,04,3
195,01,32
196,12,59
197,01,168
198,01,233
199,00,0
200,00,60
201,01,29
202,00,27
203,10,31
204,00,7
205,00,72
206,11,35
207,04,1
208,01,126
209,11,68
210,00,85
211,12,120
212,02,112
213,01,219
214,00,21
215,00,66
216,01,183
217,11,50
218,12,36
219,01,31
220,01,129
221,01,25
222,01,29
223,01,146
224,11,99
225,00,266
226,00,184
227,00,108
228,00,121
229,12,286
230,00,622
231,12,254
232,00,140
233,11,260
234,00,398
235,01,385
236,12,464
237,12,400
238,12,325
239,12,403
240,01,33
241,01,282
242,01,142
243,00,381
244,01,458
245,00,21
246,12,168
247,01,279
248,01,149
249,00,349
250,00,99
251,00,22
252,00,50
253,02,1
254,00,162
255,00,190
256,01,186
257,00,40
258,01,183
259,00,92
260,00,208
261,12,153
262,12,224
263,12,286
