p_id,p_hour,ycount
1,06,1
2,02,1
3,00,0
4,00,93
5,00,0
6,00,0
7,07,74
8,10,2
9,11,1
10,11,6
11,00,1
12,12,17
13,08,314
14,07,3
15,00,0
16,00,0
17,00,23
18,00,1
19,00,1
20,00,0
21,06,1
22,00,1
23,00,0
24,08,84
25,00,32
26,05,2
27,00,0
28,03,2
29,02,1
30,00,0
31,00,0
32,02,1
33,07,57
34,03,2
35,09,1
36,02,17
37,00,35
38,00,0
39,01,2
40,08,31
41,08,89
42,07,54
43,12,360
44,00,0
45,00,54
46,00,0
47,00,1
48,00,756
49,00,28
50,09,233
51,00,0
52,08,49
53,00,0
54,08,7
55,00,0
56,05,2
57,00,0
58,00,0
59,00,0
60,00,0
61,00,13
62,01,3
63,02,2
64,00,0
65,07,43
66,00,14
67,06,1
68,00,655
69,02,3
70,04,5
71,03,1
72,09,1
73,00,0
74,08,80
75,08,210
76,00,1
77,01,1
78,00,0
79,00,1160
80,01,58
81,03,1
82,04,17
83,06,9
84,00,0
85,04,3
86,00,0
87,08,201
88,12,99
89,00,4
90,00,444
91,00,2
92,12,2
93,01,2
94,06,1
95,02,8
96,05,1
97,00,47
98,09,1
99,00,0
100,09,462
101,00,0
102,01,1
103,00,0
104,00,0
105,00,0
106,00,18
107,08,661
108,00,0
109,00,0
110,00,0
111,00,0
112,00,38
113,09,412
114,00,559
115,00,0
116,08,34
117,00,0
118,00,0
119,02,1
120,00,0
121,01,1
122,00,0
123,05,1
124,07,1
125,11,165
126,01,1
127,00,5
128,00,0
129,06,22
130,06,3
131,01,3
132,00,468
133,06,5
134,06,4
135,02,1
136,00,0
137,08,324
138,10,669
139,00,0
140,08,659
141,08,694
142,08,647
143,09,336
144,00,352
145,00,45
146,00,24
147,00,0
148,00,732
149,00,0
150,00,0
151,08,249
152,00,24
153,08,1
154,01,1
155,02,1
156,01,1
157,01,3
158,01,576
159,01,2
160,01,1
161,12,967
162,12,784
163,11,600
164,00,658
165,04,2
166,12,147
167,02,1
168,05,7
169,00,0
170,08,866
171,09,1
172,00,0
173,02,3
174,06,1
175,00,0
176,01,1
177,01,1
178,12,3
179,08,30
180,04,1
181,00,101
182,00,0
183,00,0
184,00,0
185,03,1
186,08,828
187,00,0
188,05,5
189,01,14
190,00,4
191,05,1
192,03,1
193,09,13
194,12,2
195,01,1
196,06,5
197,01,1
198,01,4
199,00,0
200,11,1
201,00,0
202,09,3
203,00,0
204,00,0
205,00,0
206,00,0
207,00,0
208,02,1
209,09,38
210,01,1
211,00,205
212,00,1
213,09,1
214,00,0
215,12,5
216,00,3
217,00,5
218,01,1
219,00,2
220,00,1
221,00,0
222,04,1
223,07,55
224,07,114
225,01,8
226,07,69
227,11,1
228,00,5
229,08,582
230,00,698
231,00,478
232,00,64
233,08,413
234,00,780
235,02,1
236,08,946
237,11,940
238,08,540
239,12,568
240,00,0
241,02,1
242,11,1
243,00,10
244,00,30
245,00,0
246,09,316
247,05,5
248,00,0
249,00,801
250,00,0
251,00,0
252,00,0
253,00,0
254,00,0
255,00,158
256,00,77
257,00,4
258,06,3
259,00,0
260,06,29
261,11,131
262,08,515
263,08,597
