p_id,p_hour,fcount
1,10,4
2,07,1
3,00,57
4,00,264
5,10,10
6,01,11
7,00,557
8,12,5
9,00,29
10,12,76
11,10,33
12,12,18
13,11,150
14,00,205
15,00,21
16,00,91
17,00,490
18,00,150
19,11,23
20,00,93
21,00,72
22,11,102
23,10,21
24,12,73
25,00,265
26,12,60
27,00,10
28,11,65
29,00,55
30,01,3
31,00,37
32,01,71
33,00,254
34,00,17
35,12,182
36,00,691
37,00,783
38,10,29
39,10,256
40,00,138
41,00,345
42,00,391
43,12,155
44,00,21
45,00,162
46,00,12
47,00,100
48,00,1031
49,00,365
50,00,302
51,00,125
52,00,64
53,11,51
54,00,30
55,00,105
56,10,117
57,03,7
58,12,10
59,12,6
60,00,83
61,00,772
62,00,176
63,00,122
64,11,16
65,00,246
66,00,184
67,09,43
68,00,828
69,00,194
70,10,77
71,11,172
72,10,198
73,10,42
74,00,248
75,12,199
76,00,376
77,00,103
78,00,109
79,00,1563
80,00,647
81,00,92
82,00,311
83,11,80
84,01,22
85,10,99
86,10,30
87,00,293
88,00,74
89,00,300
90,00,365
91,00,197
92,00,177
93,00,20
94,00,61
95,00,186
96,00,10
97,00,325
98,11,27
99,04,3
100,00,346
101,08,22
102,00,61
103,00,0
104,00,0
105,00,0
106,00,172
107,00,540
108,11,37
109,00,23
110,00,0
111,00,5
112,00,562
113,00,377
114,00,671
115,10,34
116,00,207
117,01,39
118,00,22
119,00,124
120,00,15
121,11,48
122,10,31
123,00,57
124,00,34
125,00,149
126,00,82
127,01,210
128,00,37
129,00,334
130,00,231
131,00,39
132,00,539
133,10,61
134,12,50
135,12,56
136,00,108
137,00,396
138,10,445
139,00,40
140,11,193
141,12,249
142,00,295
143,12,231
144,00,475
145,00,346
146,12,124
147,00,88
148,01,1313
149,00,56
150,00,79
151,12,132
152,00,130
153,00,22
154,00,8
155,00,73
156,00,24
157,00,85
158,01,629
159,00,108
160,00,61
161,00,394
162,12,267
163,00,329
164,00,636
165,12,60
166,00,194
167,00,115
168,00,179
169,00,190
170,00,451
171,00,67
172,00,23
173,00,127
174,00,108
175,10,21
176,00,12
177,00,208
178,09,17
179,00,150
180,00,67
181,00,511
182,11,82
183,00,39
184,12,12
185,12,62
186,00,419
187,12,17
188,00,298
189,00,223
190,12,42
191,10,72
192,11,37
193,12,54
194,12,5
195,00,81
196,12,90
197,00,139
198,00,295
199,00,0
200,00,38
201,00,28
202,10,44
203,00,48
204,11,7
205,11,91
206,10,38
207,11,2
208,00,97
209,00,100
210,00,84
211,00,282
212,00,62
213,00,140
214,09,15
215,11,67
216,00,212
217,02,51
218,11,56
219,11,43
220,00,108
221,11,33
222,12,47
223,01,192
224,11,137
225,00,496
226,00,177
227,00,76
228,00,171
229,00,290
230,00,593
231,00,516
232,00,271
233,00,316
234,00,617
235,00,154
236,12,222
237,12,216
238,12,251
239,00,309
240,01,30
241,00,126
242,00,105
243,00,276
244,00,304
245,01,32
246,00,466
247,00,144
248,00,80
249,00,842
250,00,58
251,11,19
252,12,37
253,00,17
254,00,133
255,00,950
256,00,682
257,00,60
258,00,113
259,00,75
260,00,178
261,12,156
262,11,182
263,00,285
