p_id,p_hour,ycount
1,00,0
2,00,0
3,00,0
4,08,69
5,00,0
6,06,1
7,07,59
8,05,1
9,00,0
10,08,5
11,00,0
12,12,11
13,08,449
14,01,2
15,00,0
16,09,1
17,00,23
18,03,1
19,06,1
20,05,1
21,00,1
22,01,1
23,00,0
24,07,113
25,07,34
26,01,1
27,00,0
28,07,3
29,08,1
30,00,0
31,00,0
32,00,0
33,07,61
34,09,2
35,11,1
36,00,20
37,00,38
38,00,0
39,00,1
40,08,54
41,08,103
42,07,61
43,08,410
44,00,0
45,12,76
46,00,0
47,00,0
48,07,781
49,00,17
50,09,280
51,11,1
52,08,45
53,04,1
54,07,7
55,07,1
56,08,2
57,00,0
58,00,0
59,00,0
60,00,1
61,00,21
62,00,4
63,06,1
64,00,0
65,07,57
66,07,23
67,00,0
68,09,562
69,00,2
70,06,5
71,03,2
72,03,2
73,11,1
74,07,127
75,07,225
76,02,2
77,11,1
78,04,1
79,00,734
80,00,51
81,00,1
82,01,14
83,01,9
84,00,0
85,00,1
86,00,0
87,08,184
88,12,104
89,00,3
90,09,467
91,00,1
92,01,2
93,07,2
94,00,0
95,08,13
96,00,0
97,00,41
98,00,0
99,00,0
100,07,483
101,00,0
102,00,0
103,00,0
104,00,0
105,00,0
106,08,8
107,07,576
108,00,0
109,00,0
110,00,0
111,00,0
112,00,34
113,09,490
114,00,404
115,00,0
116,08,38
117,00,0
118,00,0
119,01,1
120,00,0
121,12,2
122,00,0
123,00,0
124,00,0
125,11,189
126,08,1
127,01,3
128,11,1
129,04,18
130,10,5
131,04,1
132,00,434
133,06,3
134,07,2
135,02,1
136,00,1
137,08,374
138,10,794
139,00,0
140,08,717
141,07,861
142,12,644
143,07,315
144,00,282
145,00,32
146,00,20
147,06,1
148,00,429
149,00,0
150,04,1
151,07,274
152,07,22
153,00,1
154,00,0
155,04,1
156,00,0
157,03,2
158,00,341
159,07,2
160,00,1
161,12,1050
162,11,836
163,11,661
164,09,605
165,00,0
166,08,144
167,08,2
168,07,6
169,00,1
170,08,1020
171,07,1
172,11,1
173,00,2
174,11,1
175,08,1
176,00,0
177,00,1
178,02,2
179,06,23
180,00,0
181,00,39
182,02,1
183,03,1
184,00,0
185,10,1
186,07,891
187,00,0
188,00,8
189,00,19
190,00,2
191,05,1
192,00,1
193,07,16
194,12,20
195,06,3
196,05,9
197,11,2
198,04,2
199,01,2
200,06,2
201,00,0
202,02,2
203,00,0
204,00,0
205,00,0
206,00,0
207,00,1
208,00,0
209,11,44
210,04,1
211,10,200
212,00,0
213,00,0
214,00,0
215,07,4
216,11,4
217,00,12
218,06,1
219,06,3
220,00,0
221,00,0
222,00,0
223,07,42
224,07,125
225,01,13
226,07,76
227,00,0
228,06,5
229,08,681
230,00,732
231,08,497
232,08,42
233,12,432
234,11,717
235,00,2
236,08,1211
237,08,1266
238,07,503
239,11,570
240,00,0
241,00,0
242,04,1
243,00,11
244,08,36
245,00,0
246,08,389
247,07,5
248,02,1
249,00,477
250,03,2
251,00,0
252,00,0
253,00,0
254,00,0
255,00,103
256,00,86
257,07,5
258,06,2
259,00,0
260,06,24
261,11,117
262,07,519
263,07,449
