p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,9,9
1,01,0,0,0,1,1
1,02,0,0,0,4,4
1,03,0,0,0,0,0
1,04,0,0,0,2,2
1,05,0,0,0,2,2
1,06,0,0,0,1,1
1,07,0,0,0,3,3
1,08,1,0,0,5,6
1,09,0,0,0,4,4
1,10,0,0,0,3,3
1,11,0,0,0,3,3
1,12,0,0,0,12,12
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,1,1
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,1,0,20,21
3,01,0,0,0,18,18
3,02,0,0,0,10,10
3,03,0,0,0,6,6
3,04,0,0,0,10,10
3,05,0,0,0,19,19
3,06,0,0,0,42,42
3,07,0,3,0,64,67
3,08,0,2,0,75,77
3,09,0,3,0,70,73
3,10,1,1,0,48,50
3,11,1,1,0,50,52
3,12,1,2,0,47,50
4,00,32,0,0,85,117
4,01,36,0,0,60,96
4,02,23,0,0,33,56
4,03,12,0,0,28,40
4,04,9,0,0,44,53
4,05,11,0,0,52,63
4,06,20,0,0,120,140
4,07,29,0,0,194,223
4,08,53,0,0,253,306
4,09,31,0,0,252,283
4,10,17,0,0,167,184
4,11,30,0,0,144,174
4,12,22,0,0,101,123
5,00,0,0,0,0,0
5,01,0,0,0,2,2
5,02,0,0,0,1,1
5,03,0,0,0,2,2
5,04,0,0,0,0,0
5,05,0,0,0,3,3
5,06,0,0,0,2,2
5,07,0,0,0,10,10
5,08,0,0,0,8,8
5,09,0,0,0,8,8
5,10,0,0,0,6,6
5,11,0,0,0,5,5
5,12,0,0,0,4,4
6,00,0,0,0,5,5
6,01,0,0,0,1,1
6,02,1,0,0,4,5
6,03,0,0,0,0,0
6,04,0,0,0,2,2
6,05,0,0,0,2,2
6,06,0,0,0,3,3
6,07,0,0,0,11,11
6,08,0,0,0,14,14
6,09,0,0,0,14,14
6,10,0,0,0,14,14
6,11,0,0,0,3,3
6,12,0,0,0,8,8
7,00,17,42,0,233,292
7,01,24,40,0,213,277
7,02,20,25,0,140,185
7,03,21,18,0,106,145
7,04,24,13,0,120,157
7,05,29,5,0,137,171
7,06,30,13,0,214,257
7,07,43,33,0,277,353
7,08,31,54,0,373,458
